name,method,model,dataset,seed,teacher_acc,teacher_loss,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,train_minutes,epochs,target_group_sparsity,report_stabilize_epochs,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_type,kd_after_target_stable,vanilla_kd_start_stable_epochs,kd_temperature,kd_weight,effective_kd_coeff,loss_formula,ce_downweighted,device
GETA_VANILLA_KD_VGG7_CIFAR100,GETA+vanilla_KD,VGG7,CIFAR-100,345,71.52,1.0719909372329712,137,63.62,2,66.49,63.62,137,63.62,1.304204627609253,158181,158181,0.0,658716,152790016.0,27970635.999999996,18.30658621044977,5.462514903129125,55941271.99999999,156456976384.0,7160482815.999999,4.576646552612442,False,oto_layerwise,57.166500564416246,150,0.6,10,16,0.5993303571428571,8.0,1.0,0.011587653708245074,vanilla_batchmean_KL,True,2,3.0,0.08,0.72,CE + KD_WEIGHT*T^2*batchmean_KL,False,cuda
