epoch,lr,kd_ready,train_total,train_ce,train_kl,train_kd_term,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error,kd_weight,kd_temperature,effective_kd_coeff
1,0.05,0,2.7588032015991213,2.7588032015991213,0.0,0.0,63.21,1.9058803171157837,0.0,11.182790075029645,0.6021512406212943,0.0007728421333013102,0.0,3.0,0.0
2,0.04999451708687114,0,1.43755791595459,1.43755791595459,0.0,0.0,66.22,1.3609444131851196,0.0,12.338912555149623,0.45763593060629715,0.0008830676433595792,0.0,3.0,0.0
3,0.04997807075247146,0,1.0042274296951295,1.0042274296951295,0.0,0.0,63.98,1.3231653676986694,0.0,10.430242674691337,0.6962196656635828,0.0015308958037556814,0.0,3.0,0.0
4,0.04995066821070679,0,0.8947881901931762,0.8947881901931762,0.0,0.0,62.77,1.354119584465027,0.0,10.455419676644462,0.6930725404194422,0.0016963609502584273,0.0,3.0,0.0
5,0.049912321481237615,0,0.8516583479690552,0.8516583479690552,0.0,0.0,64.27,1.288784673690796,0.0,9.80705315726144,0.7741183553423201,0.001981317240279168,0.0,3.0,0.0
6,0.049863047384206834,0,0.8372676514053344,0.8372676514053344,0.0,0.0,59.92,1.4807901094436646,0.0,10.11969266619001,0.7350384167262487,0.0018076611512307344,0.0,3.0,0.0
7,0.04980286753286195,0,0.8321923953819275,0.8321923953819275,0.0,0.0,62.86,1.345117003250122,0.0,9.867046219961983,0.7666192225047521,0.0019154309245225573,0.0,3.0,0.0
8,0.049731808324074714,0,0.8369853367424012,0.8369853367424012,0.0,0.0,61.43,1.4361900379180907,0.0,10.324771744864327,0.7094035318919591,0.00163778879713001,0.0,3.0,0.0
9,0.04964990092676263,0,0.8504885609436035,0.8504885609436035,0.0,0.0,63.19,1.328517270374298,0.0,9.71708243233817,0.7853646959577287,0.002105079691058823,0.0,3.0,0.0
10,0.049557181268217225,0,0.8489450664138793,0.8489450664138793,0.0,0.0,60.86,1.4326428824424744,0.0,10.16834204537528,0.7289572443280901,0.0017611559430536414,0.0,3.0,0.0
11,0.049453690018345146,0,0.8588467228698731,0.8588467228698731,0.0,0.0,61.14,1.4426992519378663,0.0,8.170253481183734,0.9787183148520333,0.006531534849533013,0.0,3.0,0.0
12,0.04933947257182901,0,0.8630771541976928,0.8630771541976928,0.0,0.0,61.41,1.4046750862121582,0.0,9.432423046657018,0.8209471191678728,0.0037203697512658046,0.0,3.0,0.0
13,0.04921457902821578,0,0.8685594106292724,0.8685594106292724,0.0,0.0,61.49,1.4176015272140503,0.0,9.108705929347447,0.8614117588315691,0.003852718642779759,0.0,3.0,0.0
14,0.049079064169941455,0,0.8729681587600708,0.8729681587600708,0.0,0.0,60.04,1.4510421155929565,0.0,9.36597660609654,0.8292529242379325,0.0036806666425296237,0.0,3.0,0.0
15,0.048932987438301684,0,0.8779669066238404,0.8779669066238404,0.0,0.0,59.67,1.5202216342926025,0.0,10.311176300048828,0.7111029624938965,0.0022372919089061077,0.0,3.0,0.0
16,0.048776412907378844,0,1.7061095178222656,1.7061095178222656,0.0,0.0,29.6,2.770699977874756,0.5993303571428571,8.103713512420654,0.9870358109474182,0.00753641447850636,0.0,3.0,0.0
17,0.048609409255937035,0,2.246456407928467,2.246456407928467,0.0,0.0,36.45,2.426011838531494,0.5993303571428571,7.999999931880406,1.0,0.007985367639256375,0.0,3.0,0.0
18,0.04843204973729729,1,2.152347035446167,2.0276624517059325,0.17317303478717805,0.12468458989620208,41.53,2.1990323225021364,0.5993303571428571,8.0,1.0,0.008139384611110603,0.08,3.0,0.72
19,0.04824441214720629,1,2.051680446624756,1.9318565524291993,0.16642206397533416,0.11982389098644257,43.99,2.1730018363952635,0.5993303571428571,7.999999931880406,1.0,0.008419759904167481,0.08,3.0,0.72
20,0.04804657878971252,1,1.9870714192199708,1.8689344276428224,0.16407914384365083,0.11813698842048645,43.77,2.145805968475342,0.5993303571428571,8.0,1.0,0.008717268472537398,0.08,3.0,0.72
21,0.04783863644106502,1,1.9473579985809326,1.8308664226531983,0.1617938489151001,0.1164915758919716,42.2,2.165744063949585,0.5993303571428571,7.999999931880406,1.0,0.00904771186677473,0.08,3.0,0.72
22,0.04762067631165049,1,1.913718376083374,1.7984208058929443,0.16013550895214082,0.11529757107973099,41.37,2.2384271522521972,0.5993303571428571,7.999999931880406,1.0,0.009364685509353876,0.08,3.0,0.72
23,0.047392794005985325,1,1.8942445513916015,1.7798861771392822,0.15883107166290283,0.11435837606906891,46.48,2.0135096870422364,0.5993303571428571,7.999999931880406,1.0,0.009714917346302952,0.08,3.0,0.72
24,0.04715508948078037,1,1.8618276844024657,1.7488278686141967,0.15694418123722076,0.11299981498956681,45.42,2.0701564865112303,0.5993303571428571,7.999999931880406,1.0,0.01008407901307302,0.08,3.0,0.72
25,0.04690766700109659,1,1.844203219871521,1.7310080547714233,0.1572155001974106,0.11319516458272934,44.33,2.15730940284729,0.5993303571428571,8.0,1.0,0.010425105125510268,0.08,3.0,0.72
26,0.04665063509461097,1,1.8289219318389893,1.7170331008529662,0.1554011540412903,0.11188883528232574,44.53,2.103239916229248,0.5993303571428571,7.999999931880406,1.0,0.0108288158330002,0.08,3.0,0.72
27,0.04638410650401267,1,1.8108982381057739,1.6990942389678956,0.1552833243560791,0.1118039978146553,50.77,1.8050433191299438,0.5993303571428571,8.0,1.0,0.011153463240978974,0.08,3.0,0.72
28,0.04610819813755038,1,1.7941967127990723,1.683005180053711,0.15443268123626708,0.11119153470993041,44.36,2.1226354946136476,0.5993303571428571,8.0,1.0,0.01150698121637106,0.08,3.0,0.72
29,0.04582303101775249,1,1.7852484186172486,1.674171654663086,0.1542732810688019,0.11107676675796509,48.39,1.9521809778213501,0.5993303571428571,7.999999931880406,1.0,0.01185527999353196,0.08,3.0,0.72
30,0.045528730228342605,1,1.7728829993057251,1.6624371422958375,0.1533970144557953,0.11044585497379303,49.09,1.9047425830841065,0.5993303571428571,8.0,1.0,0.012192098822976862,0.08,3.0,0.72
31,0.04522542485937369,1,1.7717024460601807,1.6613286431884766,0.15329694119930268,0.11037380214691161,44.26,2.201311830329895,0.5993303571428571,7.999999931880406,1.0,0.012531013660398977,0.08,3.0,0.72
32,0.04491324795060491,1,1.7542699899291991,1.6444671643447877,0.152503922457695,0.10980282846450806,48.8,1.9203316080093384,0.5993303571428571,8.0,1.0,0.012878555172522153,0.08,3.0,0.72
