epoch,lr,stage,train_loss,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error
1,0.05,warm-up,0.19320306037902832,84.96,0.4443675241947174,0.0,9.809886932373047,0.7737641334533691,0.0016492337007158703
2,0.04999451708687114,warm-up,0.18979063626289366,79.09,0.6689068712234497,0.0,9.942788669041224,0.757151416369847,0.002386924348164549
3,0.04997807075247146,warm-up,0.20945939955711365,86.61,0.3946902047634125,0.0,10.191499301365443,0.7260625873293196,0.0018725206173257902
4,0.04995066821070679,warm-up,0.21794049475193022,76.04,0.8287791337013245,0.0,9.475415774754115,0.8155730281557356,0.0023381322597353055
5,0.049912321481237615,warm-up,0.22233748826026917,85.65,0.4127577751159668,0.0,9.808845111301967,0.7738943610872542,0.0022383091459882314
6,0.049863047384206834,warm-up,0.22431821155548096,83.41,0.5170808329582214,0.0,9.503192492893763,0.8121009383882796,0.0028461093149547067
7,0.04980286753286195,warm-up,0.23232905139923096,85.43,0.4700931592464447,0.0,10.017396177564349,0.7478254778044564,0.0031270229841798675
8,0.049731808324074714,warm-up,0.2332092760372162,83.69,0.5535968977928162,0.0,10.956434590475899,0.6304456761905126,0.001945175139553612
9,0.04964990092676263,warm-up,0.23353504437446596,85.69,0.4290402974128723,0.0,10.569079944065638,0.6788650069917952,0.0025175321737021606
10,0.049557181268217225,warm-up,0.23648981924533843,78.19,0.7547267218589783,0.0,11.452507495880127,0.5684365630149841,0.0020427709622319007
11,0.049453690018345146,projection,0.23294757822990417,84.79,0.4722897022724152,0.0,8.147962161472865,0.9815047298158919,0.005473283817991614
12,0.04933947257182901,projection,0.2307871661567688,83.18,0.5163524645328522,0.0,9.758668490818568,0.780166438647679,0.0026980974050405037
13,0.04921457902821578,projection,0.23344420062065124,84.16,0.4916649960517883,0.0,9.119378226143974,0.8600777217320033,0.0032212327517169926
14,0.049079064169941455,projection,0.23808195065498353,75.52,0.7771491596221923,0.0,9.266273362295967,0.8417158297130041,0.0032050268990652902
15,0.048932987438301684,projection,0.23198502536773682,84.32,0.4564774971961975,0.0,9.406905582972936,0.824136802128383,0.003271269123485711
16,0.048776412907378844,joint,0.3796004287147522,75.03,0.7749017513275146,0.5993303571428571,8.147469384329659,0.9815663269587926,0.005357805340151701
17,0.048609409255937035,joint,0.5548233274173736,79.88,0.5823334252357483,0.5993303571428571,7.999999863760812,1.0,0.005581165647267231
18,0.04843204973729729,joint,0.4913724127960205,74.89,0.7723865255355835,0.5993303571428571,8.0,1.0,0.005712294435527708
19,0.04824441214720629,joint,0.47118513772964477,73.94,0.7827504030227661,0.5993303571428571,7.999999931880406,1.0,0.005863489283780966
20,0.04804657878971252,joint,0.4469340807723999,80.64,0.5724407666683197,0.5993303571428571,8.0,1.0,0.006084561647315111
21,0.04783863644106502,joint,0.4270801736164093,80.2,0.5945958773136139,0.5993303571428571,7.999999863760812,1.0,0.006333140689613563
22,0.04762067631165049,joint,0.41851233488082884,77.42,0.6760737297534942,0.5993303571428571,7.999999863760812,1.0,0.006496894772031477
23,0.047392794005985325,joint,0.40820084131240847,79.04,0.6727334908485413,0.5993303571428571,7.999999931880406,1.0,0.0067372034037751815
24,0.04715508948078037,joint,0.403418732509613,80.95,0.5630686257362366,0.5993303571428571,8.0,1.0,0.006967558592025723
25,0.04690766700109659,joint,0.39490116309165957,79.39,0.6329996888637542,0.5993303571428571,8.0,1.0,0.007184157547141824
26,0.04665063509461097,joint,0.38726294248580934,80.24,0.5995386824607849,0.5993303571428571,7.999999863760812,1.0,0.007405824593401381
27,0.04638410650401267,joint,0.3869545957946777,80.8,0.5909934909820557,0.5993303571428571,8.0,1.0,0.007620460353791714
28,0.04610819813755038,joint,0.3823582916069031,77.54,0.7180782935619354,0.5993303571428571,7.999999931880406,1.0,0.007840488538412111
29,0.04582303101775249,joint,0.3752000831031799,81.22,0.6000322344779968,0.5993303571428571,8.0,1.0,0.00803098950668105
30,0.045528730228342605,joint,0.3731344149971008,80.32,0.626296476984024,0.5993303571428571,7.999999931880406,1.0,0.008277907834521361
31,0.04522542485937369,joint,0.368483106212616,80.44,0.5905748569488526,0.5993303571428571,7.999999931880406,1.0,0.008497126500255294
32,0.04491324795060491,joint,0.3661759768486023,82.0,0.5495295690059662,0.5993303571428571,8.0,1.0,0.008709393607984697
33,0.044592336433146,joint,0.3589316113090515,74.82,0.8456358024120331,0.5993303571428571,8.0,1.0,0.008886842589293207
34,0.044262831069394735,joint,0.3600469919204712,83.56,0.4877659424066544,0.5993303571428571,7.999999931880406,1.0,0.009060298125924808
35,0.043924876391293916,joint,0.35551903978347776,81.71,0.5481054410219193,0.5993303571428571,8.0,1.0,0.009234184565554773
36,0.043578620636934864,joint,0.35879408136367796,78.53,0.6690618765354156,0.5993303571428571,7.999999931880406,1.0,0.009425198160377997
37,0.04322421568553529,joint,0.3492569929885864,81.03,0.6096233097076416,0.5993303571428571,7.999999931880406,1.0,0.009599326344739114
38,0.04286181699082009,joint,0.35040229751586915,82.85,0.511686224269867,0.5993303571428571,7.999999931880406,1.0,0.009754167370764273
39,0.04249158351283414,joint,0.3497569400215149,82.16,0.5249327988147735,0.5993303571428571,7.999999931880406,1.0,0.00997043025147702
40,0.04211367764821722,joint,0.34365910771369934,81.63,0.5460427477359772,0.5993303571428571,7.999999931880406,1.0,0.010111730013574873
41,0.04172826515897146,joint,0.33722191299438475,80.63,0.6133468201637268,0.5993303571428571,8.0,1.0,0.01028383373548942
42,0.04133551509975264,joint,0.3390756265449524,81.97,0.5627074655532837,0.5993303571428571,7.999999931880406,1.0,0.010455325179334198
43,0.040935599743717244,joint,0.3367405011844635,82.63,0.5063611709356308,0.5993303571428571,7.999999795641218,1.0,0.01063654079501118
44,0.040528694506957764,joint,0.3306517242431641,84.15,0.47555629920959475,0.5993303571428571,7.999999931880406,1.0,0.010811693999650223
45,0.040114977871559376,joint,0.32837928219795226,83.07,0.5176922900199891,0.5993303571428571,7.999999931880406,1.0,0.01098885600055967
46,0.03969463130731183,joint,0.32962090151786805,85.18,0.4594491617202759,0.5993303571428571,8.0,1.0,0.011107063020712562
47,0.0392678391921108,joint,0.3251975480079651,82.93,0.5202967628002166,0.5993303571428571,8.0,1.0,0.01127203497370439
48,0.038834788731083605,joint,0.3254760963058472,82.73,0.5346579916000366,0.5993303571428571,8.0,1.0,0.011407004369954978
49,0.038395669874474916,joint,0.32048378129959104,83.58,0.4839458822250366,0.5993303571428571,7.999999727521624,1.0,0.01152996878538813
50,0.03795067523432826,joint,0.316706642074585,82.52,0.5267929136276245,0.5993303571428571,7.999999931880406,1.0,0.011667088006756135
51,0.037500000000000006,joint,0.3144049125480652,79.36,0.657915530872345,0.5993303571428571,7.999999931880406,1.0,0.011786838993430138
52,0.037043841852542884,joint,0.31468092123031616,80.94,0.5875964977741241,0.5993303571428571,8.0,1.0,0.01191214907781354
53,0.036582400877996545,joint,0.3135829528999329,82.64,0.5380454667806626,0.5993303571428571,7.999999863760812,1.0,0.012012103439441748
54,0.036115879479623185,joint,0.31168191918373106,83.22,0.5058401438236236,0.5993303571428571,8.0,1.0,0.012135039216705732
55,0.03564448228912682,joint,0.3078012704372406,85.53,0.4348578243732452,0.5993303571428571,7.999999931880406,1.0,0.012176499801820942
56,0.035168416076895005,joint,0.30872958718299864,85.81,0.4256125692844391,0.5993303571428571,7.999999931880406,1.0,0.012224818845944745
57,0.034687889661302575,joint,0.3017142648506165,83.37,0.5075122937202453,0.5993303571428571,8.0,1.0,0.01229017400848014
58,0.03420311381711696,joint,0.3029278979110718,83.6,0.5186655652046204,0.5993303571428571,7.999999931880406,1.0,0.012308542017957993
59,0.03371430118304538,joint,0.30010979516983033,78.79,0.6711981876850128,0.5993303571428571,8.0,1.0,0.012327726597764663
60,0.03322166616846458,joint,0.295309442987442,84.83,0.4724908387184143,0.5993303571428571,8.0,1.0,0.012330215956483568
61,0.032725424859373686,joint,0.2953897958278656,84.04,0.5208826731204986,0.5993303571428571,7.999999931880406,1.0,0.012291709892451763
62,0.03222579492361179,joint,0.2942826315498352,85.49,0.4446360558986664,0.5993303571428571,8.0,1.0,0.01226108893752098
63,0.031722995515381644,joint,0.29055296885490417,84.59,0.46762388105392455,0.5993303571428571,7.999999931880406,1.0,0.012229008267500572
