epoch,lr,train_loss,test_loss,test_acc,best_acc
48,0.1,2.060837890853882,2.2065201469421387,55.42,55.42
49,0.1,2.0617000857543943,2.538720071029663,48.01,55.42
50,0.1,2.065165531005859,2.3429307662963867,52.25,55.42
51,0.1,2.053190867767334,2.329331496429443,52.94,55.42
52,0.1,2.0514730921936035,2.4514009536743164,50.13,55.42
53,0.1,2.054450252151489,2.4404351135253908,49.71,55.42
54,0.1,2.0517956381988527,2.6379716796875,46.12,55.42
55,0.1,2.0453454409790037,2.317013833618164,53.05,55.42
56,0.1,2.0421837493896486,2.811571640396118,42.56,55.42
57,0.1,2.039313585357666,2.4238766960144043,50.6,55.42
58,0.1,2.0438174952316284,2.5976954162597656,45.22,55.42
59,0.1,2.0382747749328614,2.4761734153747557,48.64,55.42
60,0.1,2.0449467693328858,2.4886052333831787,49.87,55.42
61,0.1,2.0369592570495607,2.5369285442352294,48.32,55.42
62,0.1,2.0377786338806154,2.553070827484131,47.62,55.42
63,0.1,2.036288889312744,2.381428495025635,50.52,55.42
64,0.1,2.0324300311279297,2.303941763305664,52.99,55.42
65,0.1,2.0374201834869385,2.44401081237793,48.54,55.42
66,0.1,2.031309761581421,2.5825598045349123,47.31,55.42
67,0.1,2.028230980796814,2.470828350067139,49.1,55.42
68,0.1,2.024464638900757,2.6280213123321534,45.33,55.42
69,0.1,2.019808316497803,2.368266728591919,51.04,55.42
70,0.1,2.0230419998931883,2.49099912109375,48.65,55.42
71,0.1,2.0265072845077516,2.418103202056885,49.89,55.42
72,0.1,2.0234580030059814,2.441362865829468,49.9,55.42
73,0.1,2.018459141998291,2.522737684249878,48.66,55.42
74,0.1,2.026564846343994,2.4831307723999023,48.98,55.42
75,0.1,2.024688060684204,2.4835182788848877,50.15,55.42
76,0.1,2.014647774429321,2.3766270084381103,52.07,55.42
77,0.1,2.01859537147522,2.3966243812561037,51.16,55.42
78,0.1,2.0189271487426756,2.6944880577087402,44.01,55.42
79,0.1,2.008673659286499,2.4247888767242434,52.59,55.42
80,0.1,2.019801008834839,2.4285740562438964,51.05,55.42
81,0.1,2.0173018044281004,2.3824322525024413,50.43,55.42
82,0.1,2.0120520527648926,2.2463111976623535,54.14,55.42
83,0.1,2.017530659790039,2.420859266662598,51.23,55.42
84,0.1,2.0113163195800783,2.3542726303100587,53.09,55.42
85,0.1,2.0142777838134767,2.4108731491088866,52.23,55.42
86,0.1,2.013401438522339,2.504840563964844,48.8,55.42
87,0.1,2.007345829925537,2.5852724487304686,46.35,55.42
88,0.1,2.002107827911377,2.4411539321899416,49.81,55.42
89,0.1,2.009347428665161,2.492393406677246,49.9,55.42
90,0.1,2.0056421323394775,2.343361197280884,53.09,55.42
91,0.1,2.0117413677978515,2.3918052825927734,51.19,55.42
92,0.1,1.9961044373321533,2.369991327667236,51.11,55.42
93,0.1,2.008837399673462,2.380064624786377,52.46,55.42
94,0.1,2.002336075210571,2.429556203842163,49.93,55.42
95,0.1,2.008084529800415,2.4103844924926756,50.84,55.42
96,0.1,1.9978306392669678,2.370201034164429,52.56,55.42
97,0.1,2.005054887161255,2.285926354598999,54.05,55.42
98,0.1,2.00454790473938,2.5436211738586425,47.38,55.42
99,0.1,2.0048902770996095,2.420202494430542,50.61,55.42
100,0.1,1.9948861434936525,2.6912716518402098,45.99,55.42
101,0.1,1.9981076760101317,2.4042142875671386,51.29,55.42
102,0.1,2.005298439331055,2.3622301586151124,52.67,55.42
103,0.1,1.9923232424926758,2.328882985305786,52.8,55.42
104,0.1,2.005493412361145,2.3127922023773193,52.88,55.42
105,0.1,2.0013023414611815,2.5647586349487304,45.42,55.42
106,0.1,1.995993166809082,2.679489161682129,45.07,55.42
107,0.1,1.9978451190185547,2.534812512207031,48.6,55.42
108,0.1,1.9960065899658204,2.50674061126709,48.97,55.42
109,0.1,1.9917273712921142,2.3990342594146727,51.08,55.42
110,0.1,1.9940116023254395,2.383948678588867,51.44,55.42
111,0.1,1.993914406814575,2.4375702598571776,49.95,55.42
112,0.1,1.9946131848907471,2.28973653755188,54.82,55.42
113,0.1,1.9927179043579102,2.256604061126709,54.75,55.42
114,0.1,1.9900521104431153,2.4309391220092773,50.85,55.42
115,0.1,1.9952001196289062,2.702688294219971,44.45,55.42
116,0.1,1.9869568991851807,2.360692022705078,51.96,55.42
117,0.1,1.995401591644287,2.5276616508483887,48.17,55.42
118,0.1,1.9900362403106688,2.3066098499298096,53.7,55.42
119,0.1,1.985297746887207,2.4285109592437744,49.81,55.42
120,0.1,1.9924937065887451,2.430351872634888,49.87,55.42
121,0.1,1.9894833833312988,2.5894762489318848,47.5,55.42
122,0.1,1.98920695022583,2.4908130615234376,48.81,55.42
123,0.1,1.9881227667999268,2.6844405853271485,45.17,55.42
124,0.1,1.9884585935974122,2.642904496383667,45.2,55.42
125,0.1,1.9875946603393555,2.318914319229126,53.65,55.42
126,0.1,1.9943648657989501,2.3813896141052244,51.67,55.42
127,0.1,1.983988186416626,2.34083461227417,52.28,55.42
128,0.1,1.9811711248779298,2.2583988983154297,54.62,55.42
129,0.1,1.9853529102706908,2.567256722640991,47.94,55.42
130,0.1,1.9921518619537353,2.4065966045379636,50.52,55.42
131,0.1,1.9835666741943359,2.255702085494995,54.29,55.42
132,0.1,1.9813678401184083,2.454693882751465,50.5,55.42
133,0.1,1.9898606973266602,2.4582687240600585,49.1,55.42
134,0.1,1.9793167678833008,2.419347967910767,51.52,55.42
135,0.1,1.9786833225250244,2.373673698806763,51.75,55.42
136,0.1,1.9846720094299317,2.4119917760849,50.5,55.42
137,0.1,1.9809582068634033,2.846822688674927,43.17,55.42
138,0.1,1.9825652296447753,2.630215950393677,45.97,55.42
139,0.1,1.985296183166504,2.3154437461853026,52.52,55.42
140,0.1,1.9824667463684083,2.230809053039551,55.46,55.46
141,0.1,1.982983424911499,2.361844972229004,51.68,55.46
142,0.1,1.98136556930542,2.2828387481689454,54.5,55.46
143,0.1,1.9866527758407593,2.4521722667694092,48.59,55.46
144,0.1,1.9799399140930176,2.325369952392578,54.02,55.46
145,0.1,1.979116233329773,2.494961198425293,49.3,55.46
146,0.1,1.9814167932128905,2.711623066329956,45.09,55.46
147,0.1,1.9835155163574218,2.4294208671569826,50.86,55.46
148,0.1,1.9779300856018067,2.3413097507476808,53.61,55.46
149,0.1,1.9808244329833984,2.3209350372314455,53.03,55.46
150,0.1,1.9821961875152587,2.2339903381347654,55.14,55.46
151,0.010000000000000002,1.6301022285461426,1.7566836492538451,69.19,69.19
152,0.010000000000000002,1.5238658239746095,1.732710417175293,70.38,70.38
153,0.010000000000000002,1.4785283140945435,1.7330614585876465,70.34,70.38
154,0.010000000000000002,1.447332878265381,1.7229142196655274,70.77,70.77
155,0.010000000000000002,1.4265966928100586,1.7117441829681397,70.86,70.86
156,0.010000000000000002,1.404548563079834,1.7310443758010865,70.41,70.86
157,0.010000000000000002,1.3886268683624268,1.7235260902404785,70.82,70.86
158,0.010000000000000002,1.3694999634552,1.7339704944610597,70.42,70.86
159,0.010000000000000002,1.3589883559417724,1.7235268623352051,70.84,70.86
160,0.010000000000000002,1.3437501433181762,1.7336237461090087,70.06,70.86
161,0.010000000000000002,1.3393729334259032,1.7421447702407837,70.2,70.86
162,0.010000000000000002,1.3310385718536377,1.7371760137557983,70.72,70.86
163,0.010000000000000002,1.3232517855453492,1.7596237663269043,70.08,70.86
164,0.010000000000000002,1.3139838690948487,1.7795502403259278,69.5,70.86
165,0.010000000000000002,1.3065400718688964,1.763108833694458,69.98,70.86
166,0.010000000000000002,1.3035469915390014,1.76506736907959,70.11,70.86
167,0.010000000000000002,1.3045876419067384,1.770248097229004,70.08,70.86
168,0.010000000000000002,1.2978168392562865,1.7840204010009766,69.4,70.86
169,0.010000000000000002,1.2948638280487061,1.7934383083343506,69.13,70.86
170,0.010000000000000002,1.291729762954712,1.8032722690582275,68.84,70.86
171,0.010000000000000002,1.2919674178314209,1.8023925735473634,68.67,70.86
172,0.010000000000000002,1.2913856218719482,1.8067544818878174,68.63,70.86
173,0.010000000000000002,1.283769013748169,1.8365465915679933,68.17,70.86
174,0.010000000000000002,1.2899551294708251,1.841635831260681,68.23,70.86
175,0.010000000000000002,1.284818275604248,1.813611102294922,68.85,70.86
176,0.010000000000000002,1.2832986588287354,1.8385785720825196,68.35,70.86
177,0.010000000000000002,1.2803177613067627,1.8186675971984863,68.83,70.86
178,0.010000000000000002,1.2777550676727294,1.8471924224853515,68.64,70.86
179,0.010000000000000002,1.283435110092163,1.844233145904541,68.41,70.86
180,0.010000000000000002,1.2828023518371583,1.880453007888794,67.42,70.86
181,0.010000000000000002,1.2841370877075196,1.8491057529449464,68.43,70.86
182,0.010000000000000002,1.2818170261383057,1.833728080368042,68.35,70.86
183,0.010000000000000002,1.2795165518188476,1.8728426378250123,67.5,70.86
184,0.010000000000000002,1.2855488993835449,1.863771376800537,67.92,70.86
185,0.010000000000000002,1.2786001448822022,1.8575309951782226,67.58,70.86
186,0.010000000000000002,1.2863297906112672,1.8488010875701903,68.1,70.86
187,0.010000000000000002,1.2774995502853395,1.843059884262085,68.16,70.86
188,0.010000000000000002,1.2753665142059327,1.8732218566894532,67.78,70.86
189,0.010000000000000002,1.2759096051025391,1.8970419353485108,67.11,70.86
190,0.010000000000000002,1.2754489191436769,1.921668059539795,66.69,70.86
191,0.010000000000000002,1.2712233633422851,1.8761097652435303,67.26,70.86
192,0.010000000000000002,1.2726876008987427,1.9099577056884767,66.44,70.86
193,0.010000000000000002,1.273993402671814,1.883412236404419,67.38,70.86
194,0.010000000000000002,1.2662338316726685,1.8812484628677368,67.11,70.86
195,0.010000000000000002,1.271167953414917,1.8739326272964478,67.13,70.86
196,0.010000000000000002,1.2663208101654053,1.8387611505508423,68.27,70.86
197,0.010000000000000002,1.2668330591583252,1.8767831279754639,67.1,70.86
198,0.010000000000000002,1.2658179684066773,1.9087512733459473,66.96,70.86
199,0.010000000000000002,1.2697009410095215,1.9219584342956544,65.84,70.86
200,0.010000000000000002,1.2665558512878419,1.8681535236358642,67.14,70.86
201,0.010000000000000002,1.262602257385254,1.9376568107604981,66.18,70.86
202,0.010000000000000002,1.263332734298706,1.8765116060256959,67.17,70.86
203,0.010000000000000002,1.2631556246185303,1.91381550655365,65.92,70.86
204,0.010000000000000002,1.2667611881256104,1.8730780532836915,67.5,70.86
205,0.010000000000000002,1.2607820616149903,1.848897109222412,67.89,70.86
206,0.010000000000000002,1.2587065922546388,1.8939316284179688,67.43,70.86
207,0.010000000000000002,1.260612343826294,1.9305884057998657,66.58,70.86
208,0.010000000000000002,1.2583480476379394,1.877937572669983,67.47,70.86
209,0.010000000000000002,1.2527020887756348,1.9573910766601563,65.92,70.86
210,0.010000000000000002,1.255680783996582,1.9514361785888672,65.51,70.86
211,0.010000000000000002,1.2530352611541749,1.929299885749817,66.64,70.86
212,0.010000000000000002,1.2546220858001709,1.9080492738723756,67.14,70.86
213,0.010000000000000002,1.248746570930481,1.9177049104690551,66.6,70.86
214,0.010000000000000002,1.2521159328460694,1.8706451644897462,67.96,70.86
215,0.010000000000000002,1.247222018737793,1.855854094696045,67.86,70.86
216,0.010000000000000002,1.249444829826355,1.9764737550735474,64.9,70.86
217,0.010000000000000002,1.2470640428161621,1.876351139831543,68.04,70.86
218,0.010000000000000002,1.2457662126541138,1.924025421333313,67.19,70.86
219,0.010000000000000002,1.2487408972549439,1.9491609828948975,65.73,70.86
220,0.010000000000000002,1.2432091203308107,1.9488196228027344,66.14,70.86
221,0.010000000000000002,1.2396029042816161,1.9268773664474488,66.86,70.86
222,0.010000000000000002,1.2421098857879638,1.9343561004638672,66.43,70.86
223,0.010000000000000002,1.2396793797302246,1.8936390945434571,67.29,70.86
224,0.010000000000000002,1.2369433522796631,1.9437577865600586,66.49,70.86
225,0.010000000000000002,1.2419779858398436,1.926899831199646,66.08,70.86
226,0.0010000000000000002,1.1019215613555908,1.7120994079589844,72.55,72.55
227,0.0010000000000000002,1.051131130065918,1.7078433624267577,72.6,72.6
228,0.0010000000000000002,1.0327715783119202,1.6993380701065064,72.84,72.84
229,0.0010000000000000002,1.0212646244812011,1.7039095569610596,72.72,72.84
230,0.0010000000000000002,1.010678941192627,1.7014551076889037,72.9,72.9
231,0.0010000000000000002,1.0048681293106079,1.7028395412445068,72.76,72.9
232,0.0010000000000000002,0.9986258804702759,1.7049934825897217,72.98,72.98
233,0.0010000000000000002,0.9930873104095459,1.7057497463226319,72.98,72.98
234,0.0010000000000000002,0.9900361221313476,1.7070315896987915,73.22,73.22
235,0.0010000000000000002,0.9862844219207764,1.7071333572387695,73.26,73.26
236,0.0010000000000000002,0.9819646253013611,1.7076452770233155,73.01,73.26
237,0.0010000000000000002,0.9800822709655762,1.7152583637237548,72.97,73.26
238,0.0010000000000000002,0.97434711769104,1.712152039527893,72.96,73.26
239,0.0010000000000000002,0.973859198551178,1.7150068725585939,73.0,73.26
240,0.0010000000000000002,0.9698804425048828,1.7155969696044922,72.8,73.26
241,0.0010000000000000002,0.9673504533576965,1.714627318572998,72.87,73.26
242,0.0010000000000000002,0.965754587059021,1.7156623584747315,72.67,73.26
243,0.0010000000000000002,0.9638111060142517,1.7206327659606933,72.87,73.26
244,0.0010000000000000002,0.9605604246902466,1.7229359281539918,72.69,73.26
245,0.0010000000000000002,0.9578922615432739,1.724688342857361,72.93,73.26
246,0.0010000000000000002,0.9577610488891601,1.7197927673339843,72.87,73.26
247,0.0010000000000000002,0.9532284387207032,1.7262021766662599,72.64,73.26
248,0.0010000000000000002,0.9523005625152587,1.7276945068359375,72.93,73.26
249,0.0010000000000000002,0.9521997365570068,1.723419541168213,73.1,73.26
250,0.0010000000000000002,0.9473807583236694,1.726904807281494,73.01,73.26
251,0.0010000000000000002,0.946795571937561,1.7279699209213257,72.82,73.26
252,0.0010000000000000002,0.9463197885513306,1.7314084629058837,72.92,73.26
253,0.0010000000000000002,0.9412349459457398,1.7281032300949097,73.07,73.26
254,0.0010000000000000002,0.943099335823059,1.7351655937194823,72.8,73.26
255,0.0010000000000000002,0.9426965968322754,1.7295658271789551,72.92,73.26
256,0.0010000000000000002,0.9419400988769532,1.736158655166626,72.88,73.26
257,0.0010000000000000002,0.9390573262023926,1.7372211709976195,72.63,73.26
258,0.0010000000000000002,0.9393826750946045,1.7334130252838136,72.82,73.26
259,0.0010000000000000002,0.9371204743766784,1.7375791744232179,72.8,73.26
260,0.0010000000000000002,0.9354966391944886,1.738453617477417,72.7,73.26
261,0.0010000000000000002,0.9328345169448853,1.741141031074524,72.49,73.26
262,0.0010000000000000002,0.9330564078140259,1.7397922115325928,72.81,73.26
263,0.0010000000000000002,0.9306174631500244,1.74184395942688,72.57,73.26
264,0.0010000000000000002,0.9303281074714661,1.7400052473068237,72.87,73.26
265,0.0010000000000000002,0.9287389223480225,1.7362352214813233,72.7,73.26
266,0.0010000000000000002,0.9276532652664184,1.741164307975769,72.74,73.26
267,0.0010000000000000002,0.9273094839859009,1.7508967044830321,72.52,73.26
268,0.0010000000000000002,0.9268852194023133,1.7489621189117432,72.53,73.26
269,0.0010000000000000002,0.9255418342399597,1.7460107536315919,72.46,73.26
270,0.0010000000000000002,0.9249722659683227,1.7436663673400878,72.82,73.26
271,0.0010000000000000002,0.923851599521637,1.7480928718566895,72.51,73.26
272,0.0010000000000000002,0.9233317624664307,1.75118546295166,72.82,73.26
273,0.0010000000000000002,0.9204989621925354,1.7443868530273436,72.82,73.26
274,0.0010000000000000002,0.9216098975372314,1.7444762853622438,72.63,73.26
275,0.0010000000000000002,0.9233418963813782,1.74427677192688,72.66,73.26
276,0.0010000000000000002,0.918634715270996,1.7501676948547362,72.65,73.26
277,0.0010000000000000002,0.918003006477356,1.750944580078125,72.66,73.26
278,0.0010000000000000002,0.9196576916503906,1.7489091129302978,72.5,73.26
279,0.0010000000000000002,0.9162685187530517,1.7588483972549438,72.86,73.26
280,0.0010000000000000002,0.9154672849273682,1.758446986579895,72.75,73.26
281,0.0010000000000000002,0.9168326881027221,1.7535386825561523,72.68,73.26
282,0.0010000000000000002,0.913989340019226,1.7583064907073975,72.53,73.26
283,0.0010000000000000002,0.9147027262496948,1.7628145935058595,72.28,73.26
284,0.0010000000000000002,0.9143381690788269,1.7589455360412598,72.77,73.26
285,0.0010000000000000002,0.9137956937026978,1.758371576309204,72.55,73.26
286,0.0010000000000000002,0.9131024061584473,1.7662215995788575,72.64,73.26
287,0.0010000000000000002,0.9105685189819336,1.7592864616394044,72.76,73.26
288,0.0010000000000000002,0.9122676473808289,1.763403116607666,72.62,73.26
289,0.0010000000000000002,0.9109779013824463,1.7527906246185303,72.64,73.26
290,0.0010000000000000002,0.9099921948623657,1.7559762537002563,72.68,73.26
291,0.0010000000000000002,0.909335379447937,1.760357190322876,72.6,73.26
292,0.0010000000000000002,0.9070860726165771,1.7689541540145874,72.43,73.26
293,0.0010000000000000002,0.908888890838623,1.7720897281646728,72.41,73.26
294,0.0010000000000000002,0.9078731363487244,1.7678662115097046,72.06,73.26
295,0.0010000000000000002,0.9077310763549805,1.7715735191345214,72.28,73.26
296,0.0010000000000000002,0.9059724178314209,1.763730295753479,72.53,73.26
297,0.0010000000000000002,0.9058985277175904,1.7627347949981689,72.33,73.26
298,0.0010000000000000002,0.9043905614089965,1.7682607566833497,72.62,73.26
299,0.0010000000000000002,0.9048020051193237,1.7748187770843507,72.18,73.26
300,0.0010000000000000002,0.903097338848114,1.7649409900665283,72.37,73.26
