model,dataset,num_classes,accuracy,best_epoch,test_acc_best_reloaded,test_loss_best_reloaded,final_acc_last_epoch,final_loss_last_epoch,params,macs,flops,bops,model_size_bytes,train_minutes,epochs,batch_size,lr,momentum,weight_decay,scheduler,label_smoothing,seed,device,best_checkpoint,last_checkpoint
Dense_ResNet56_CIFAR100,CIFAR-100,100,73.26,235,73.26,1.7071333572387695,72.37,1.7649409900665283,861620,125753600.0,251507200.0,128771686400.0,3584385,156.838536520799,300,128,0.1,0.9,0.0005,MultiStepLR_milestones_150_225_gamma_0.1,0.1,123,cuda,/kaggle/working/baseline_resnet56_cifar100_out/baseline_resnet56_cifar100_best.pt,/kaggle/working/baseline_resnet56_cifar100_out/baseline_resnet56_cifar100_last.pt
