name,method,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_clean_VGG7_CIFAR100,GETA+CAKR-clean,71.52,145,63.74,2,65.9,63.74,145,63.74,1.2935180739402772,160815,160815,0.0,670029,152790016.0,28362016.0,18.562741691184847,5.387135244546791,56724032.0,156456976384.0,7260676096.0,4.640685422796212,False,oto_layerwise,oto_layerwise,4.428608417510986,225.80456561612883,58.97979394594828,150,0.6,16,10,2,0.5993303571428571,8.0,1.0,0.01175429585522839,True,2.0,3.0,0.0,0.08,0.0,0.043003749003676726,0.21233733000030866,0.8723720266363143,True,0.0,0.0,8.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,234,cuda
