name,method,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_clean_VGG7_CIFAR100,GETA+CAKR-clean,71.52,141,64.15,2,66.84,64.15,141,64.15,1.2863603268623351,162473,162473,0.0,676557,152790015.99999997,29956835.999999996,19.606540259803364,5.100338900944012,59913671.99999999,156456976383.99997,7727655935.999999,4.939157150163529,False,oto_layerwise,oto_layerwise,4.237416982650757,235.99282395249202,60.08754197756449,150,0.6,16,10,2,0.5993303571428571,8.142857142857142,0.9821428571428572,0.010995492206088133,True,2.0,3.0,0.0,0.08,0.0,0.04305205733597682,0.2124457357279151,0.8722983530076026,True,0.0,0.0,8.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,123,cuda
