model,dataset,num_classes,accuracy,best_epoch,test_acc_best_reloaded,test_loss_best_reloaded,final_acc_last_epoch,final_loss_last_epoch,params,macs,flops,bops,model_size_bytes,train_minutes,epochs,batch_size,lr,momentum,weight_decay,scheduler,label_smoothing,seed,device,best_checkpoint,last_checkpoint
Dense_ResNet20_CIFAR100,CIFAR-100,100,69.14,227,69.14,1.822869207763672,68.13,1.87227426071167,278324,40818944.0,81637888.0,41798598656.0,1164465,65.49396340449651,300,128,0.1,0.9,0.0005,MultiStepLR_milestones_150_225_gamma_0.1,0.1,123,cuda,/kaggle/working/baseline_resnet20_cifar100_out/baseline_resnet20_cifar100_best.pt,/kaggle/working/baseline_resnet20_cifar100_out/baseline_resnet20_cifar100_last.pt
