epoch,lr,train_loss,test_loss,test_acc,best_acc
189,0.010000000000000002,1.5896109985351563,1.9498898687362671,64.64,66.86
190,0.010000000000000002,1.5836611431884766,1.9795341474533081,63.6,66.86
191,0.010000000000000002,1.5836570413208009,2.041235545730591,62.4,66.86
192,0.010000000000000002,1.5884133266830445,1.9596412609100342,64.31,66.86
193,0.010000000000000002,1.582515514831543,1.993209270477295,63.75,66.86
194,0.010000000000000002,1.582132360229492,1.9854440364837647,64.05,66.86
195,0.010000000000000002,1.5834541973495484,1.9549481433868408,64.39,66.86
196,0.010000000000000002,1.5825512659835816,1.9948236190795898,63.65,66.86
197,0.010000000000000002,1.581334450111389,1.9906952236175537,64.37,66.86
198,0.010000000000000002,1.5794945344924927,2.0171722539901733,62.82,66.86
199,0.010000000000000002,1.581411686477661,1.9732164421081544,64.64,66.86
200,0.010000000000000002,1.5796899726867675,1.9673592037200929,64.16,66.86
201,0.010000000000000002,1.5764570009613037,1.9500555835723876,64.83,66.86
202,0.010000000000000002,1.578262029953003,2.021567088699341,62.88,66.86
203,0.010000000000000002,1.5750030308151246,1.9754010429382325,64.21,66.86
204,0.010000000000000002,1.5801047787857057,1.9780995334625244,63.82,66.86
205,0.010000000000000002,1.5728539196014404,1.953832244873047,64.56,66.86
206,0.010000000000000002,1.5741385231781007,2.027952856063843,62.76,66.86
207,0.010000000000000002,1.5769005768585205,1.995669695663452,63.42,66.86
208,0.010000000000000002,1.5761751736831664,1.955395693397522,65.56,66.86
209,0.010000000000000002,1.5766800078964234,1.9665318477630616,64.78,66.86
210,0.010000000000000002,1.5732623749542236,2.012848350906372,62.88,66.86
211,0.010000000000000002,1.5687086418533325,1.959301061439514,64.54,66.86
212,0.010000000000000002,1.5732490225601197,1.9826203693389892,64.07,66.86
213,0.010000000000000002,1.5748770965194703,1.9789859550476074,63.35,66.86
214,0.010000000000000002,1.5679369345092773,1.9635441181182862,64.99,66.86
215,0.010000000000000002,1.5700248435211182,2.0159068111419676,62.7,66.86
216,0.010000000000000002,1.569095796813965,2.0267160877227783,63.01,66.86
217,0.010000000000000002,1.5631752300262451,1.9667883113861084,63.95,66.86
218,0.010000000000000002,1.5646770352172852,1.98265357131958,64.07,66.86
219,0.010000000000000002,1.5641066444778442,2.007171105766296,64.03,66.86
220,0.010000000000000002,1.569557525024414,2.0670046268463134,61.45,66.86
221,0.010000000000000002,1.5664084191894532,1.9683680658340454,63.76,66.86
222,0.010000000000000002,1.5669147162628174,1.9885081413269043,63.9,66.86
223,0.010000000000000002,1.5635615795898437,2.0146595794677733,63.21,66.86
224,0.010000000000000002,1.5640790754699707,1.9947916940689088,63.88,66.86
225,0.010000000000000002,1.5617200865936278,1.9922924480438233,63.68,66.86
226,0.0010000000000000002,1.4406298722076416,1.8272058910369873,68.73,68.73
227,0.0010000000000000002,1.40825170753479,1.822869207763672,69.14,69.14
228,0.0010000000000000002,1.3903943826293945,1.8263750049591065,68.83,69.14
229,0.0010000000000000002,1.3858772541809081,1.8256151103973388,68.82,69.14
230,0.0010000000000000002,1.3769824845886232,1.8270588733673097,68.93,69.14
231,0.0010000000000000002,1.3738508556365967,1.8248108619689942,69.0,69.14
232,0.0010000000000000002,1.3697462784957886,1.8267936946868897,68.99,69.14
233,0.0010000000000000002,1.3667403966903686,1.8194380950927735,68.99,69.14
234,0.0010000000000000002,1.362198673286438,1.8266727931976319,68.96,69.14
235,0.0010000000000000002,1.3619411291503907,1.8264160594940186,68.75,69.14
236,0.0010000000000000002,1.3556525604248046,1.830941881942749,68.75,69.14
237,0.0010000000000000002,1.356665088043213,1.8259703268051148,68.96,69.14
238,0.0010000000000000002,1.3505680151367188,1.8254895740509034,68.86,69.14
239,0.0010000000000000002,1.3483863269042968,1.831483285522461,68.82,69.14
240,0.0010000000000000002,1.3496114511871338,1.8302726638793945,68.48,69.14
241,0.0010000000000000002,1.3466958778381348,1.8367091133117677,68.7,69.14
242,0.0010000000000000002,1.3449825431060791,1.8326619213104247,68.88,69.14
243,0.0010000000000000002,1.3393816625976562,1.8362523838043212,68.73,69.14
244,0.0010000000000000002,1.342625538330078,1.8356382495880128,68.63,69.14
245,0.0010000000000000002,1.3379012594985962,1.8323357257843018,68.56,69.14
246,0.0010000000000000002,1.3373529907226562,1.8391461242675782,68.6,69.14
247,0.0010000000000000002,1.3361220365905762,1.8381287092208862,68.86,69.14
248,0.0010000000000000002,1.3330434776306153,1.8379490797042846,68.76,69.14
249,0.0010000000000000002,1.3328586849212647,1.8367916248321534,68.87,69.14
250,0.0010000000000000002,1.3309694805908203,1.8355072563171386,68.91,69.14
251,0.0010000000000000002,1.3318636849975587,1.8369549003601073,68.86,69.14
252,0.0010000000000000002,1.3269581491088867,1.8381786996841432,68.89,69.14
253,0.0010000000000000002,1.3288003163528443,1.8359203945159912,68.85,69.14
254,0.0010000000000000002,1.3254585984802245,1.8334457000732423,68.76,69.14
255,0.0010000000000000002,1.3264862910842896,1.8464960573196412,68.37,69.14
256,0.0010000000000000002,1.3249073357009888,1.8399728828430175,68.7,69.14
257,0.0010000000000000002,1.3232734595489501,1.8458998516082763,68.86,69.14
258,0.0010000000000000002,1.3205471098327637,1.8457002666473388,68.63,69.14
259,0.0010000000000000002,1.3198810823440552,1.849791236305237,68.69,69.14
260,0.0010000000000000002,1.3234510554885863,1.8463116973876954,68.66,69.14
261,0.0010000000000000002,1.3218369760131836,1.853080976676941,68.65,69.14
262,0.0010000000000000002,1.3190054861831666,1.8454883598327636,68.8,69.14
263,0.0010000000000000002,1.3169993483352662,1.8449345836639404,68.7,69.14
264,0.0010000000000000002,1.3163802299118041,1.8485941791534424,68.34,69.14
265,0.0010000000000000002,1.3169008772277833,1.855443664932251,68.54,69.14
266,0.0010000000000000002,1.3172848638153076,1.8460670108795165,68.9,69.14
267,0.0010000000000000002,1.312961360244751,1.8489807922363282,68.61,69.14
268,0.0010000000000000002,1.3084229375457763,1.8537940752029418,68.35,69.14
269,0.0010000000000000002,1.3137066096878052,1.8550179594039917,68.58,69.14
270,0.0010000000000000002,1.3133476956939698,1.8482717903137207,68.26,69.14
271,0.0010000000000000002,1.313439967880249,1.8534498313903809,68.51,69.14
272,0.0010000000000000002,1.312176152267456,1.8502126817703246,68.46,69.14
273,0.0010000000000000002,1.308497965888977,1.8505095386505126,68.39,69.14
274,0.0010000000000000002,1.3109123394012452,1.851658761024475,68.54,69.14
275,0.0010000000000000002,1.3080261102676392,1.8522615203857422,68.67,69.14
276,0.0010000000000000002,1.3048831699752808,1.8588216283798218,68.07,69.14
277,0.0010000000000000002,1.3069990436553955,1.8544039051055907,68.62,69.14
278,0.0010000000000000002,1.3054366801452637,1.8574820823669433,68.29,69.14
279,0.0010000000000000002,1.3068550275039672,1.8570069465637207,68.11,69.14
280,0.0010000000000000002,1.30716882976532,1.863704320716858,68.46,69.14
281,0.0010000000000000002,1.304300059890747,1.8607790609359742,68.51,69.14
282,0.0010000000000000002,1.303664248046875,1.8592326148986817,68.47,69.14
283,0.0010000000000000002,1.30377589012146,1.8698085422515869,68.11,69.14
284,0.0010000000000000002,1.301595211982727,1.862134383392334,68.41,69.14
285,0.0010000000000000002,1.2986718054199218,1.8624578802108764,68.45,69.14
286,0.0010000000000000002,1.2999741555023194,1.8661027353286743,68.32,69.14
287,0.0010000000000000002,1.3033802133560182,1.8641278736114502,68.45,69.14
288,0.0010000000000000002,1.2990153929901123,1.8728773202896118,68.25,69.14
289,0.0010000000000000002,1.296044493522644,1.8673729667663574,68.2,69.14
290,0.0010000000000000002,1.3019730109786987,1.8644230270385742,68.37,69.14
291,0.0010000000000000002,1.2969815333175658,1.8631613937377929,68.45,69.14
292,0.0010000000000000002,1.2975037690734863,1.8687161529541017,68.28,69.14
293,0.0010000000000000002,1.2951441039276124,1.8711261413574218,68.15,69.14
294,0.0010000000000000002,1.2964202141571044,1.8671135438919066,67.78,69.14
295,0.0010000000000000002,1.2950823497772217,1.869120565032959,68.4,69.14
296,0.0010000000000000002,1.2962544998168946,1.8688427150726319,68.17,69.14
297,0.0010000000000000002,1.2934196546936034,1.8736410888671875,68.22,69.14
298,0.0010000000000000002,1.296205666923523,1.8712954666137696,67.88,69.14
299,0.0010000000000000002,1.2925791664123536,1.8691924491882324,68.3,69.14
300,0.0010000000000000002,1.2946415979003907,1.87227426071167,68.13,69.14
