name,method,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_clean_ResNet20,GETA+CAKR-clean,92.96,145,87.96,145,87.96,87.96,145,87.96,0.3960990556716919,40912,40912,0.0,239929,40813184.00000001,14092727.999999998,34.52984212160462,2.8960456768909477,28185455.999999996,41792700416.00001,3607738367.9999995,8.632460530401154,False,oto_layerwise,oto_layerwise,13.547226190567017,73.81584878949639,97.59122955799103,150,0.6,16,10,5,0.5982142857142857,7.999999978325584,1.0,0.005942934637211941,True,3,4,0.0,0.1,0.0,0.06901091405332703,0.7527531212747052,0.9983184450657236,True,0.0,0.0,5.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,234,cuda
