epoch,lr,stage,kd_ready,recovery_mode,train_total,train_ce,train_kl,train_kd_term,train_fd,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error,cakr_severity,teacher_conf,teacher_correct_rate,kd_sample_weight_mean,agreement,disagreement,kd_temperature,kd_weight,effective_kd_coeff,fd_weight
1,0.05,warm-up,0,0,0.1949424780511856,0.1949424780511856,0.44362325664520263,0.0,0.0,83.62,0.5037877593755722,0.0,10.054482868739537,0.7431896414075578,0.0013915266484088664,0.0008972561447686672,0.9968641023806599,0.9997402493606138,0.9967039376878373,0.982110637685527,0.017889362314473026,2.000897256144766,0.0,0.0,0.0
2,0.04999451708687114,warm-up,0,0,0.18970605130672455,0.18970605130672455,0.3180097025108337,0.0,0.0,84.42,0.46513522419929504,0.0,9.776512622833252,0.7779359221458435,0.002362877267712195,0.0015017862979010144,0.9967225055255549,0.9994605179028133,0.9963876114172094,0.9755303806356151,0.0244696193643848,2.0015017862979,0.0,0.0,0.0
3,0.04997807075247146,warm-up,0,0,0.21244670190811157,0.21244670190811157,0.31119711884498596,0.0,0.0,84.76,0.4598190984249115,0.0,9.801982607160296,0.774752174104963,0.0032464636777668992,0.001918199647724229,0.996556410856564,0.9994605179028133,0.9962178898589386,0.9710875161163642,0.02891248388363577,2.0019181996477267,0.0,0.0,0.0
4,0.04995066821070679,warm-up,0,0,0.2190763742828369,0.2190763742828369,0.307988669757843,0.0,0.0,85.59,0.44894676189422605,0.0,9.254422869001116,0.8431971413748605,0.002535838716929512,0.0021522389071675966,0.996626323903613,0.9992607097186701,0.996168569683114,0.9699410765677157,0.030058923432284303,2.0021522389071693,0.0,0.0,0.0
5,0.049912321481237615,warm-up,0,0,0.22581678334236144,0.22581678334236144,0.31045572832107543,0.0,0.0,78.59,0.684358690071106,0.0,9.363695962088448,0.829538004738944,0.0025719025621323715,0.0020726681741296154,0.9966420950487141,0.9994605179028133,0.9963024443067858,0.9686899913851258,0.03131000861487425,2.0020726681741294,0.0,0.0,0.0
6,0.049863047384206834,warm-up,0,1,0.23414514004707337,0.23414514004707337,0.31622720373153684,0.0,0.0,83.81,0.4986972407102585,0.0,8.963236604418073,0.8795954244477409,0.0036494426853356083,0.0021440640097382915,0.9964158963364409,0.9994005754475703,0.9960203343035315,0.9674063300537636,0.03259366994623638,2.002144064009742,0.0,0.0,0.0
7,0.04980286753286195,warm-up,0,1,0.23525100920200348,0.23525100920200348,0.3169352695941925,0.0,0.0,86.46,0.398338360118866,0.0,8.82308748790196,0.897114064012255,0.0037581712822429836,0.0023677467123228804,0.9965627701081279,0.9995404411764706,0.9962824898607591,0.9672428364948849,0.03275716350511517,2.0023677467123213,0.0,0.0,0.0
8,0.049731808324074714,warm-up,0,1,0.23345009874343872,0.23345009874343872,0.31317371888160705,0.0,0.0,84.3,0.47454065470695495,0.0,9.197980063302177,0.8502524920872279,0.003413798108730199,0.00237422795657216,0.9965218230891411,0.999440537084399,0.9961728993279245,0.9675481259975287,0.0324518740024713,2.0023742279565733,0.0,0.0,0.0
9,0.04964990092676263,warm-up,0,0,0.23290649822235107,0.23290649822235107,0.3116952734375,0.0,0.0,84.39,0.48509863052368163,0.0,9.72733552115304,0.7840830598558699,0.0023442276204670115,0.002303418815775243,0.9965264448119552,0.9995604219948849,0.9962455380298293,0.967586816119416,0.032413183880584014,2.0023034188157722,0.0,0.0,0.0
10,0.049557181268217225,warm-up,0,0,0.23432921135902404,0.23432921135902404,0.3135462968921661,0.0,0.0,86.03,0.42621980237960816,0.0,10.023367881774902,0.7470790147781372,0.001825097224874688,0.002123269331681481,0.996624035603555,0.9996203644501279,0.9964042479729713,0.9669115238482385,0.0330884761517615,2.002123269331683,0.0,0.0,0.0
11,0.049453690018345146,projection,0,0,0.23538975522994995,0.23538975522994995,0.3131191975593567,0.0,0.0,85.0,0.4573838681936264,0.0,8.18158313206264,0.97730210849217,0.005624403079439487,0.002016325891530871,0.9965960026702003,0.9995204603580563,0.9962818444232502,0.9669738710688813,0.033026128931118705,2.0020163258915336,0.0,0.0,0.0
12,0.04933947257182901,projection,0,0,0.23395297185897826,0.23395297185897826,0.3134564496707916,0.0,0.0,86.83,0.4082349936723709,0.0,8.425375529697963,0.9468280587877547,0.004709470318630338,0.0027543582866233047,0.9967013112724284,0.9994005754475703,0.9963254257846061,0.9674104465852917,0.032589553414708206,2.002754358286622,0.0,0.0,0.0
13,0.04921457902821578,projection,0,0,0.2318937496471405,0.2318937496471405,0.30894075052261355,0.0,0.0,83.41,0.5217616882801056,0.0,8.603526387895856,0.924559201513018,0.004213311010971665,0.002563651294216436,0.9966658358378788,0.9994605179028133,0.9962959582238551,0.9675648553901927,0.0324351446098074,2.0025636512942175,0.0,0.0,0.0
14,0.049079064169941455,projection,0,0,0.23296074792861937,0.23296074792861937,0.307711345243454,0.0,0.0,84.9,0.46068534801006317,0.0,8.971960885184151,0.8785048893519811,0.003688014511551176,0.002469911711061815,0.9965309110443915,0.9995004795396419,0.9962126783397801,0.9674550098226503,0.032544990177349666,2.002469911711063,0.0,0.0,0.0
15,0.048932987438301684,projection,0,0,0.2318423588371277,0.2318423588371277,0.30684264348983764,0.0,0.0,86.61,0.40046038470268247,0.0,9.62636171068464,0.7967047861644201,0.0024294462969659696,0.002357048623516998,0.9965948026503444,0.9996803069053708,0.996403606041618,0.9676110855758647,0.03238891442413525,2.002357048623519,0.0,0.0,0.0
16,0.048776412907378844,joint,0,0,0.3879117715454102,0.3879117715454102,0.6214410708808898,0.0,0.0,70.17,0.8963433111190796,0.5993303571428571,8.081532614571708,0.9898084231785365,0.005385864043741354,0.16138699271857476,0.9965399721699297,0.9995204603580563,0.9962264529579435,0.9500508665123863,0.04994913348761361,2.1613869927185747,0.0,0.0,0.0
17,0.048609409255937035,joint,0,1,0.5704867070388794,0.5704867070388794,0.7865155063819885,0.0,0.0,71.94,0.8507541283607483,0.5993303571428571,8.0,1.0,0.0055766913241573745,0.3046834961420086,0.9966923582279469,0.9995204603580563,0.9963767894393648,0.9211771047633627,0.07882289523663728,2.304683496142008,0.0,0.0,0.0
18,0.04843204973729729,joint,0,1,0.509968213148117,0.509968213148117,0.6873788665390015,0.0,0.0,65.68,1.2017579414367676,0.5993303571428571,8.0,1.0,0.005694450744028602,0.30434001866744415,0.9965812826095639,0.9995204603580563,0.9962776335304045,0.9288099633763208,0.07119003662367916,2.304340018667446,0.0,0.0,0.0
