name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_VGG7_TinyImageNet200,GETA+CAKR-clean,VGG7,TinyImageNet-200,55.62,99,54.19,99,54.19,54.19,99,54.19,1.9614266319274902,768958,768958,0.0,3106268,2430177280.0000005,333312776.00000006,13.71557452796201,7.290981489410415,666625552.0000001,2488501534720.0005,85329766656.0,3.428961785454598,False,4.844900369644165,206.40259318138368,479.7075157205264,100,0.6,16,10,2,0.5998883928571429,8.142857142857142,0.9821428571428572,0.030067993993205682,True,2.0,3.0,0.0,0.08,0.0,0.03061889031208546,0.15201003467691016,0.6569218851107756,True,0.003,0.0002802393900737831,8.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,345,cuda
