name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_VGG7_TinyImageNet200,GETA+CAKR-clean,VGG7,TinyImageNet-200,55.79,100,54.22,100,54.22,54.22,100,54.22,1.9501411827087403,787406,787406,0.0,3180060,2430177280.0000005,326481216.0,13.434460880154386,7.443543949554514,652962432.0,2488501534720.0005,83579191296.0,3.3586152200385966,False,5.001792907714844,199.9283093983328,495.7677877585093,100,0.6,16,10,2,0.5998883928571429,8.0,1.0,0.031837596491511376,True,2.0,3.0,0.0,0.08,0.0,0.039923378756170885,0.19867745072171622,0.8580325538085847,True,0.003,0.0004291458376519138,8.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,123,cuda
