name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_VGG7_TinyImageNet200,GETA+CAKR-clean,VGG7,TinyImageNet-200,55.62,99,54.05,99,54.05,54.05,99,54.05,1.953758465576172,777837,777837,0.0,3141468,2430177280.0000005,333475960.0,13.722289429024698,7.287413701425436,666951920.0,2488501534720.0005,85371528960.0,3.430639996354504,False,5.031881332397461,198.7328265397598,454.51134315729144,100,0.6,16,10,2,0.5998883928571429,8.142857142857142,0.9821428571428572,0.029877532456469322,True,2.0,3.0,0.0,0.08,0.0,0.030605671375948326,0.15192749137139283,0.6569017839259853,True,0.003,0.0002796381686442397,8.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,234,cuda
