name,method,model,dataset,init_acc_quantized_student,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,report_stabilize_epochs,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,loss_formula,seed,device
GETA_ONLY_ResNet56_CIFAR10_COMPRESSED,GETA-only,ResNet56,CIFAR-10,16.24,150,93.33,150,93.33,93.33,150,93.33,0.2601843490600586,214088,214088,0.0,1062381,125747840.00000003,56222336.00000001,44.71037912062744,2.2366171338024805,112444672.00000001,128765788160.00003,14932017152.000004,11.596261216097233,False,oto_layerwise,oto_layerwise,36.387962102890015,27.48161595783837,220.57430472373963,150,0.6,10,16,0.6,8.29310341539054,0.9633620730761825,0.008331444347277284,CE only,123,cuda
