epoch,lr,stage,kd_ready,train_total,train_ce,train_kl,train_kd_term,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error,teacher_conf,agreement
30,0.040322676341324415,joint,1,1.720417035598755,2.510387147140503,0.05815293267726898,0.9304469228363037,33.34,2.840502436828613,0.6,8.379310303720935,0.9525862120348831,0.04033295082830925,0.5643901743394945,0.8255478902088712
31,0.03969463130731184,joint,1,1.7147283112335205,2.5020603368377685,0.05796226771831513,0.927396283493042,30.08,2.996006087875366,0.6,8.379310311942264,0.952586211007217,0.04006553168917247,0.5645916603715219,0.8258530874081584
32,0.03905208444630327,joint,1,1.708977334022522,2.4959730152893065,0.05762385327339172,0.9219816523742675,35.68,2.7164807605743406,0.6,8.379310303720935,0.9525862120348831,0.039738814758988494,0.5642780018660724,0.8264980674399744
33,0.038395669874474916,joint,1,1.6998192573165893,2.483847697982788,0.05723692581653595,0.9157908130645752,35.73,2.7194498054504392,0.6,8.379310311942264,0.952586211007217,0.039367633836630105,0.5639528443517587,0.8281960630660776
34,0.03772603539375929,joint,1,1.692967469139099,2.473588656616211,0.05702164252281189,0.9123462803649902,37.31,2.625407621383667,0.6,8.379310279056943,0.9525862151178821,0.03894139660508124,0.5643546344602809,0.8291563826143894
35,0.037043841852542884,joint,1,1.6865117886352539,2.4661696874237062,0.05667836817979813,0.90685389087677,38.06,2.6174305782318115,0.6,8.379310311942264,0.952586211007217,0.03840566546244311,0.5637988462624952,0.8302920101701147
36,0.03634976249348867,joint,1,1.680410231552124,2.456218349609375,0.056537632117271426,0.9046021138763428,35.71,2.7531829414367675,0.6,8.379310303720935,0.9525862120348831,0.03786707075378349,0.564726161949165,0.8306614171970835
37,0.03564448228912682,joint,1,1.6728143614959716,2.4461950489807127,0.05621460481762886,0.8994336770820618,36.17,2.6576598274230956,0.6,8.379310328384925,0.9525862089518844,0.03720160042426697,0.563808281365258,0.8319994849164772
38,0.034928697265869516,joint,1,1.666183667678833,2.438041713256836,0.05589535136461258,0.8943256218338013,34.78,2.781703422164917,0.6,8.379310295499604,0.9525862130625495,0.036490477760059974,0.5647302692198692,0.833054179959285
39,0.03420311381711696,joint,1,1.6638878940582276,2.43675438911438,0.0556888373708725,0.89102139793396,31.06,2.969394158935547,0.6,8.379310311942264,0.952586211007217,0.035770844116190005,0.5644538596158137,0.8333447736394984
40,0.033468448006132294,joint,1,1.6548316576004027,2.4217934413909914,0.055491867070198056,0.8878698731231689,28.91,3.1192398735046387,0.6,8.379310303720935,0.9525862120348831,0.03493049658297829,0.5642538821834433,0.8348374650301531
41,0.032725424859373686,joint,1,1.6478473110961913,2.4127478625488283,0.05518417260050774,0.8829467616081238,38.5,2.5856229290008543,0.6,8.379310311942264,0.952586211007217,0.034069719029886696,0.5643414837472579,0.8354350993852786
42,0.03197477765098074,joint,1,1.643383438949585,2.4073641387939455,0.05496267117142677,0.8794027387428284,36.05,2.700759451675415,0.6,8.379310262614283,0.9525862171732147,0.03316870027077858,0.5635304358761634,0.8360448588648111
43,0.031217247179121367,joint,1,1.6380733651351929,2.399214565811157,0.054808260354995725,0.8769321656799316,37.64,2.62144211730957,0.6,8.379310254392953,0.9525862182008809,0.03221912443104506,0.5641012567921978,0.8370822142152226
44,0.03045358103491357,joint,1,1.629611074295044,2.387820222702026,0.054462620329856874,0.87140192527771,38.1,2.5942603328704834,0.6,8.379310287278274,0.9525862140902157,0.03128844207245554,0.5642668905160616,0.8380697240762394
45,0.02968453286464312,joint,1,1.6242279709625245,2.380646342544556,0.054238100082874295,0.8678096013259887,39.99,2.5296097885131834,0.6,8.379310303720935,0.9525862120348831,0.03021361020089028,0.5637816971601428,0.8392518500385382
46,0.028910861626005774,joint,1,1.6147524201202392,2.3680246183776856,0.053842513749599454,0.8614802199935913,39.31,2.5470797889709473,0.6,8.379310279056943,0.9525862151178821,0.029184745119864526,0.5642568300218533,0.8401742426635664
47,0.028133330839107615,joint,1,1.6120665528488158,2.3635039360809325,0.05378932272911072,0.8606291636657715,37.87,2.6219364822387696,0.6,8.379310336606256,0.952586207924218,0.028145453150002345,0.5642804612436563,0.8407349477491111
48,0.02735270783296286,joint,1,1.6040395023345948,2.3524345778656004,0.05347777673840523,0.8556444278144837,36.35,2.7228800720214843,0.6,8.379310303720935,0.9525862120348831,0.027176629675651823,0.5641371578054355,0.8426836708470073
49,0.02656976298823284,joint,1,1.596281856765747,2.3409731922149657,0.05322440758943558,0.8515905214309692,39.77,2.5296619281768797,0.6,8.379310295499604,0.9525862130625495,0.026147139697250268,0.5647623075929749,0.843255902037901
50,0.02578526897695321,joint,1,1.5932650517272948,2.3374081434631346,0.053070122244358066,0.849121955909729,36.19,2.6998341442108154,0.6,8.379310320163595,0.9525862099795506,0.025157325116293903,0.5640408004183903,0.8436108694966796
51,0.025,joint,1,1.5851898490905763,2.325895617828369,0.052780255162715915,0.8444840826034546,40.07,2.5461719089508055,0.6,8.379310287278274,0.9525862140902157,0.024212927703049576,0.5643648167933955,0.8450076306415031
52,0.024214731023046793,joint,1,1.579078859939575,2.3174421956634523,0.052544720079898834,0.8407155212783813,34.88,2.7529153434753417,0.6,8.379310311942264,0.952586211007217,0.023347646754702883,0.564032287853758,0.8457905845264034
53,0.023430237011767167,joint,1,1.5709556327056884,2.3055003478240965,0.05227568243265152,0.8364109189224244,40.27,2.5372912075042726,0.6,8.379310295499604,0.9525862130625495,0.022506371694458408,0.564453541203533,0.8469879942781785
54,0.022647292167037144,joint,1,1.567372283782959,2.3012625702667235,0.052092624814510345,0.8334819970321655,40.32,2.5182927925109864,0.6,8.379310303720935,0.9525862120348831,0.021729240070524503,0.564224655670888,0.8475949819892874
55,0.0218666691608924,joint,1,1.5579314165496827,2.287888967666626,0.051748366646766665,0.8279738663482666,40.9,2.48277360496521,0.6,8.379310287278274,0.9525862140902157,0.02096971699060913,0.564360362870614,0.848861397532246
56,0.021089138373994232,joint,1,1.5541364615631104,2.2822803173065185,0.0516245377600193,0.8259926041603088,37.13,2.629406380844116,0.6,8.379310328384925,0.9525862089518844,0.020308086465933347,0.5637071170389195,0.84953146989998
57,0.020315467135356886,joint,1,1.5466607751083374,2.2733816927337647,0.051246240884065625,0.81993985414505,39.61,2.5112242458343506,0.6,8.379310328384925,0.9525862089518844,0.0196793428501771,0.5637968080809049,0.8506810691807886
58,0.019546418965086444,joint,1,1.5409587020492554,2.263525739364624,0.051149478797912595,0.8183916607666015,41.42,2.4464576614379885,0.6,8.379310311942264,0.952586211007217,0.01906604474061303,0.564305347059389,0.8514128117762563
59,0.01878275282087863,joint,1,1.5313535540008545,2.2505915172576905,0.05075722447395325,0.812115591583252,40.87,2.4896009048461916,0.6,8.379310303720935,0.9525862120348831,0.018566012191828303,0.5639840889617306,0.8532894188943116
60,0.018025222349019272,joint,1,1.5258885459899902,2.2428157904434203,0.05056008125543594,0.8089613000869751,41.96,2.4354365509033205,0.6,8.379310303720935,0.9525862120348831,0.01806334734208003,0.5645517696962332,0.853934238024075
61,0.017274575140626323,joint,1,1.5197636713409424,2.2334624405670165,0.05037905660867691,0.8060649057388306,40.83,2.4587870697021486,0.6,8.379310328384925,0.9525862089518844,0.017635871815809404,0.5638197634531104,0.8546283021759804
62,0.016531551993867716,joint,1,1.5111320784378053,2.222436587600708,0.04998922312140465,0.7998275699424744,42.62,2.389441851043701,0.6,8.379310295499604,0.9525862130625495,0.017202787702414433,0.5645944845798375,0.8563579165417216
63,0.01579688618288306,joint,1,1.505116277885437,2.2123670165252687,0.0498665965795517,0.7978655452728272,44.79,2.297875080871582,0.6,8.379310311942264,0.952586211007217,0.016845506872854295,0.563681782511494,0.8570274863858967
64,0.015071302734130482,joint,1,1.498481344871521,2.2040435580444337,0.04955744591832161,0.7929191346931458,42.18,2.407405892562866,0.6,8.379310303720935,0.9525862120348831,0.016552897223376717,0.5634893919805737,0.8579646148492613
65,0.014355517710873185,joint,1,1.4909745122146607,2.1924678005981444,0.04934257668495178,0.7894812269592285,45.56,2.252236336708069,0.6,8.379310328384925,0.9525862089518844,0.01625766564995651,0.5641923057453712,0.8591612311427855
66,0.013650237506511332,cool-down,1,1.4845852284622192,2.18397546043396,0.04907468710899353,0.7851949937438965,40.64,2.475620478820801,0.6,8.379310303720935,0.9525862120348831,0.016009646714746105,0.5639856076606399,0.8601446149446775
67,0.012956158147457115,cool-down,1,1.4749205582427978,2.1690767363739014,0.04879777380466461,0.7807643808746337,44.57,2.3161947219848633,0.6,8.379310303720935,0.9525862120348831,0.015792877007886782,0.5642450445372126,0.8617216193157694
68,0.012273964606240717,cool-down,1,1.4677052523040772,2.1578978007507326,0.04859454405546188,0.7775127048873901,43.72,2.3603607429504394,0.6,8.379310336606256,0.952586207924218,0.015594759921881253,0.5644002084613151,0.8625110087492277
69,0.01160433012552508,cool-down,1,1.460166669845581,2.1483304680633544,0.048250179497003554,0.7720028719520569,43.8,2.334877356338501,0.6,8.379310279056943,0.9525862151178821,0.015423475915229601,0.5642580492493442,0.8639115255202174
70,0.010947915553696733,cool-down,1,1.452130516281128,2.1362872983551027,0.04799835826396942,0.7679737322235107,45.21,2.2705937475204467,0.6,8.379310303720935,0.9525862120348831,0.015289733732312578,0.5646697649031954,0.8650556859153006
71,0.010305368692688175,cool-down,1,1.4419525845718384,2.1208991632843017,0.04768787514209747,0.7630060022735595,45.41,2.2661354846954347,0.6,8.379310295499604,0.9525862130625495,0.015156787715788695,0.5645894134593437,0.8665440946131411
72,0.009677323658675586,cool-down,1,1.4378734035491942,2.1166389916992188,0.04744423865318299,0.7591078184509278,45.2,2.262014931488037,0.6,8.379310287278274,0.9525862140902157,0.015082194188867278,0.5634726588149814,0.8671941440885939
73,0.009064400256282757,cool-down,1,1.4281728728485108,2.101357286834717,0.04718677837371826,0.7549884539794922,45.19,2.248965052032471,0.6,8.379310311942264,0.952586211007217,0.014983286998829429,0.5645101983910021,0.8689853375220238
74,0.008467203366908708,cool-down,1,1.4190598705291748,2.0884811457061767,0.04685241241335869,0.749638598613739,45.72,2.2402008945465086,0.6,8.379310229728961,0.9525862212838798,0.014957140043282134,0.5639634667455083,0.8700699260472642
75,0.007886322351782783,cool-down,1,1.4106703254318238,2.07661198097229,0.046545541825294495,0.7447286692047119,45.81,2.2700822967529297,0.6,8.379310287278274,0.9525862140902157,0.01486309958172314,0.5643373827266571,0.8712911707208589
76,0.0073223304703363135,cool-down,1,1.402367322769165,2.064408435668945,0.04627038802742958,0.7403262084388733,46.99,2.1988827909469606,0.6,8.379310279056943,0.9525862151178821,0.014858280523311401,0.5641398229028868,0.8725981274834069
77,0.006775784314464717,cool-down,1,1.3951730796051025,2.0533951634979246,0.04605943749547005,0.7369509999275208,46.49,2.2035067234039305,0.6,8.379310303720935,0.9525862120348831,0.014856253274925737,0.5637017424454165,0.8737487175580486
78,0.0062472232592385105,cool-down,1,1.3854250183486938,2.0392441430664063,0.045725368174314496,0.7316058907890319,47.59,2.185858978843689,0.6,8.379310311942264,0.952586211007217,0.014850538896381242,0.5640599994784425,0.8753978318875403
79,0.005737168930605272,cool-down,1,1.3779892394256592,2.027932220687866,0.04550289116859436,0.7280462586975097,47.87,2.1541578777313233,0.6,8.379310287278274,0.9525862140902157,0.014791418099776443,0.5643431143382626,0.8764389770872453
80,0.00524612469060774,cool-down,1,1.3689448610305786,2.0148026555633547,0.04519294168353081,0.7230870669364929,47.15,2.164988271331787,0.6,8.379310311942264,0.952586211007217,0.01479458912067039,0.564018963776586,0.8779685783874044
81,0.004774575140626317,cool-down,1,1.360480742111206,2.0017625263977052,0.04494993482112884,0.7191989571380615,48.49,2.1198855533599854,0.6,8.379310295499604,0.9525862130625495,0.014839735656880869,0.5643559236584417,0.8792781471596349
82,0.004322985643135957,cool-down,1,1.3515097242736815,1.9889604120635986,0.04462868973851204,0.7140590358161927,48.62,2.1291413131713868,0.6,8.379310279056943,0.9525862151178821,0.014824397440454306,0.5636136007812017,0.8808074528756349
83,0.003891801862449629,cool-down,1,1.3428698905181884,1.9753792637634278,0.04439753238916397,0.7103605182266235,48.84,2.120031116104126,0.6,8.379310311942264,0.952586211007217,0.014843609459008237,0.5639445452052919,0.8822046267559461
84,0.0034814493249014063,cool-down,1,1.3347157428741454,1.9634476781463623,0.044123987873792646,0.7059838059806823,49.38,2.102853337287903,0.6,8.379310287278274,0.9525862140902157,0.014905491853855916,0.5643613444417334,0.8834007910602842
85,0.0030923329989034107,cool-down,1,1.3269706429672241,1.9515310790252685,0.04390063788414002,0.7024102061462403,49.48,2.075225089645386,0.6,8.379310320163595,0.9525862099795506,0.014909088561424255,0.5643937433390971,0.884492985046733
86,0.0027248368952908055,cool-down,1,1.317273355178833,1.9367790962219238,0.04361047593832016,0.6977676150131226,50.17,2.066140470504761,0.6,8.379310320163595,0.9525862099795506,0.014973143767967408,0.5643371962144247,0.8860347617007888
87,0.0023793236883495163,cool-down,1,1.3114754161071778,1.9280223651123047,0.04343302916765213,0.6949284666824341,49.96,2.0485053073883055,0.6,8.379310287278274,0.9525862140902157,0.014974176257463848,0.5638488014716931,0.8865908805823997
88,0.0020561343579004773,cool-down,1,1.3049208053588868,1.9177390296173096,0.04325641135931015,0.6921025817489624,50.76,2.0351966960906984,0.6,8.379310295499604,0.9525862130625495,0.015021165120335581,0.5641183688512543,0.8878943692997593
89,0.0017555878527937164,cool-down,1,1.295737640914917,1.9038329777908325,0.04297764366269111,0.6876422986030578,50.69,2.0367797885894774,0.6,8.379310320163595,0.9525862099795506,0.015084662360284183,0.564464044883428,0.8892062814034465
90,0.0014779807761443637,cool-down,1,1.2895487160491943,1.8932573583984376,0.04286500459432602,0.6858400735092163,50.53,2.023524597167969,0.6,8.379310344827585,0.9525862068965518,0.015090830134356805,0.5646386480392398,0.8902853638162394
91,0.0012235870926211618,cool-down,1,1.2812128743743896,1.880486911506653,0.04262117753863335,0.6819388406181336,50.57,2.024020659637451,0.6,8.379310320163595,0.9525862099795506,0.015141361838624613,0.5648550318406366,0.8913264613017402
92,0.0009926578580764262,cool-down,1,1.2743329905700684,1.8694615686035156,0.04245027569770813,0.6792044111633301,50.8,2.0073213645935057,0.6,8.379310311942264,0.952586211007217,0.015186354008118356,0.5643710262711396,0.8927814583186908
93,0.0007854209717842259,cool-down,1,1.2711636989974975,1.8642063745880126,0.042382564063072205,0.6781210250091553,51.17,1.9965147777557373,0.6,8.379310320163595,0.9525862099795506,0.01520555026042483,0.5643630515202842,0.8930270504158782
94,0.0006020809515313169,cool-down,1,1.2637446966171264,1.8520166366577149,0.04221704739451408,0.6754727583122253,51.3,1.9908679370880127,0.6,8.379310336606256,0.952586207924218,0.015218591363699616,0.5641077731347754,0.8938640258501253
95,0.000442818731782782,cool-down,1,1.2589242317962646,1.8443491050338745,0.042093710112571715,0.6734993618011474,51.2,1.985409804534912,0.6,8.379310303720935,0.9525862120348831,0.015228160133120146,0.5647038098262704,0.8947489343183425
96,0.00030779148512155856,cool-down,1,1.2541959035491943,1.8364908377075195,0.04199381083250046,0.6719009733200073,51.53,1.9779879364013673,0.6,8.379310311942264,0.952586211007217,0.015268967844193054,0.5642838906449126,0.8955431483743136
97,0.0001971324671380559,cool-down,1,1.2499019100189208,1.828709895248413,0.04194337042570114,0.6710939268112183,51.66,1.974611653137207,0.6,8.379310279056943,0.9525862151178821,0.015316244634270244,0.5648034150185792,0.8963966026635426
98,0.0001109508849230001,cool-down,1,1.2466181739044189,1.8234473603057861,0.041861811504364015,0.6697889840698242,51.48,1.9729796787261964,0.6,8.379310254392953,0.9525862182008809,0.015344331109222372,0.5639403301584142,0.8967795570945496
99,4.933178929321103e-05,cool-down,1,1.2433537774658203,1.8163257833862305,0.04189886072874069,0.670381771659851,51.6,1.9709728534698487,0.6,8.379310287278274,0.9525862140902157,0.015358802645692499,0.5642380903062918,0.8970636591277159
100,1.233599085671e-05,cool-down,1,1.2402736631774902,1.8105289187622071,0.04187615042686462,0.6700184068298339,51.55,1.972284535217285,0.6,8.379310328384925,0.9525862089518844,0.015364655090801508,0.5641959304242488,0.8975870224368542
