epoch,lr,stage,kd_ready,train_total,train_ce,train_kl,train_kd_term,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error,teacher_conf,agreement
1,0.05,warm-up,0,2.371732781906128,2.371732781906128,0.0,0.0,45.16,2.3221986404418944,0.0,12.651835951311835,0.41852050608602065,0.0004912817876695599,0.5637643284657422,0.8607612685931613
2,0.04998766400914329,warm-up,0,2.0227939723968507,2.0227939723968507,0.0,0.0,39.88,2.4979870349884035,0.0,12.045244693756104,0.49434441328048706,0.0007999322654986703,0.5639419218768245,0.8791868097489447
3,0.04995066821070679,warm-up,0,2.039068762207031,2.039068762207031,0.0,0.0,41.16,2.4624578136444093,0.0,11.700902774416168,0.537387153197979,0.0010417720100675011,0.5645298691052,0.8732874008548229
4,0.049889049115077,warm-up,0,2.0924202275848387,2.0924202275848387,0.0,0.0,38.95,2.5654845558166506,0.0,11.613396463723019,0.5483254420346226,0.0013109418807141144,0.5641807260568185,0.8658271098075925
5,0.04980286753286195,warm-up,0,2.1286633100891112,2.1286633100891112,0.0,0.0,37.81,2.623244875717163,0.0,11.487214104882602,0.5640982368896748,0.0016325763097117616,0.5642446502852623,0.8620327085332797
6,0.04969220851487845,warm-up,0,2.1555603072357177,2.1555603072357177,0.0,0.0,35.1,2.7399380561828615,0.0,11.216741389241712,0.597907326344786,0.0021485190463390253,0.5644198239916731,0.8585542531879357
7,0.049557181268217225,warm-up,0,2.1742904843902586,2.1742904843902586,0.0,0.0,37.62,2.6274845260620117,0.0,11.039700047723178,0.6200374940346027,0.002240678832507415,0.563820675358443,0.8559314519395609
8,0.049397919048468686,warm-up,0,2.1909290209198,2.1909290209198,0.0,0.0,37.57,2.674954253768921,0.0,10.754959122887973,0.6556301096390034,0.0023093001289305345,0.5644475900379898,0.8536607982100123
9,0.04921457902821578,warm-up,0,2.2056330936431885,2.2056330936431885,0.0,0.0,36.8,2.7036465187072753,0.0,10.984014511108398,0.6269981861114502,0.0023585700302449354,0.5638251093876027,0.8513976929285337
10,0.04900734214192358,warm-up,0,2.208332874145508,2.208332874145508,0.0,0.0,36.54,2.6910662143707276,0.0,10.891359148354367,0.6385801064557042,0.002487964875983097,0.564350826241781,0.8508176523096421
11,0.048776412907378844,projection,0,2.2085185054016114,2.2085185054016114,0.0,0.0,37.75,2.6507335304260256,0.0,8.099089244316364,0.9876138444604545,0.04204514434245163,0.563612487614917,0.850747558009594
12,0.04852201922385564,projection,0,2.2099895903778077,2.2099895903778077,0.0,0.0,31.9,2.941284753417969,0.0,8.274798237044235,0.9656502203694706,0.041395540471520255,0.5641187391698818,0.8503852614661311
13,0.04824441214720629,projection,0,2.212993241729736,2.212993241729736,0.0,0.0,35.11,2.7519937507629395,0.0,8.546462297439575,0.9316922128200531,0.040665526890997124,0.5636677251904821,0.8495177285902945
14,0.04794386564209953,projection,0,2.208495527572632,2.208495527572632,0.0,0.0,37.02,2.6716222034454344,0.0,8.687597817388074,0.9140502728264908,0.04032204184658819,0.5643377472906161,0.8493300039902367
15,0.04762067631165049,projection,0,2.2043608617401125,2.2043608617401125,0.0,0.0,38.92,2.5368779350280763,0.0,8.713483300702325,0.9108145874122093,0.04003944352291935,0.5634814413154826,0.8501250079220823
16,0.047275163104709195,joint,0,2.591162951965332,2.591162951965332,0.0,0.0,20.45,3.5645898918151855,0.6,8.500135043571735,0.9374831195535331,0.04073198452716359,0.563991733562306,0.8095289930663145
