name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,kd_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_alpha_fixed,kd_temperature_fixed,loss_formula,seed,device
GETA_VanillaKD_ResNet56_TinyImageNet200,GETA+VanillaKD,ResNet56,TinyImageNet-200,58.73,99,52.42,99,52.42,52.42,99,52.42,1.9605123645782472,868294,564461,0.3499194973131221,1303213,503001600.0000001,503001600.0000001,100.0,1.0,1006003200.0000002,515073638400.0001,136318566400.00002,26.465840267704912,False,oto_layerwise,oto_layerwise,36.31269931793213,27.538575175714758,581.467530433337,100,0.6,16,10,2,0.6,8.448275812740984,0.9439655234073769,0.049731732995434416,True,0.5,4.0,"(1-alpha)*CE + alpha*T^2*KL, fixed alpha/T, no FD, no severity weighting",345,cuda
