name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,kd_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_temperature,kd_weight,effective_kd_coeff,loss_formula,ce_downweighted,seed,device
GETA_VanillaKD_ResNet56_TinyImageNet200,GETA+VanillaKD,ResNet56,TinyImageNet-200,58.73,98,51.11,98,51.11,51.11,98,51.11,1.9858444103240966,868294,567564,0.3463458229585832,1309933,503001600.0000001,503001600.0000001,100.0,1.0,1006003200.0000002,515073638400.0001,135412596736.0,26.289948978293502,False,oto_layerwise,oto_layerwise,37.063679695129395,26.9805914638155,595.2311741828919,100,0.6,16,10,2,0.6,8.39655168303128,0.95043103962109,0.015307416475041248,True,3.0,0.08,0.72,"CE + KD_WEIGHT*T^2*batchmean_KL (additive, matches CIFAR-10/100 & paper Eq. 3)",False,345,cuda
