name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,kd_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_alpha_fixed,kd_temperature_fixed,loss_formula,seed,device
GETA_VanillaKD_ResNet56_TinyImageNet200,GETA+VanillaKD,ResNet56,TinyImageNet-200,58.73,97,51.66,97,51.66,51.66,97,51.66,1.974611653137207,868294,559974,0.35508710183417136,1281645,503001600.0000001,503001600.0000001,100.0,1.0,1006003200.0000002,515073638400.0001,134825394176.0,26.17594536478611,False,oto_layerwise,oto_layerwise,38.51772904396057,25.962070579464655,594.0662914514542,100,0.6,16,10,2,0.6,8.379310279056943,0.9525862151178821,0.015316244634270244,True,0.5,4.0,"(1-alpha)*CE + alpha*T^2*KL, fixed alpha/T, no FD, no severity weighting",123,cuda
