name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_ResNet20_TinyImageNet200_S123,GETA+CAKR-clean,ResNet20,TinyImageNet-200,52.02,100,31.94,14,35.56,31.94,100,31.94,2.8829537551879882,48634,48634,0.0,270521,163262976.0,37285375.99999999,22.83761873849463,4.378740233168093,74570751.99999999,167181287424.0,9768812544.0,5.84324519479542,False,oto_layerwise,oto_layerwise,13.5584557056427,73.75471231460558,229.5448126832644,100,0.6,16,10,2,0.5982142857142857,8.454545432871038,0.9431818208911202,0.005602540353059091,True,2.0,3.0,0.0,0.08,0.0,0.02565449474669144,0.12759578527850396,0.6082329638246079,True,0.003,0.00031514738018157865,8.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,234,cuda
