epoch,lr,train_total,train_ce,train_kl,train_kd_term,test_acc,test_loss,group_sparsity
1,0.05,1.794943102645874,2.5496372020721436,0.06501556276082993,1.0402490041732788,50.81,2.2741659286499023,0.0
2,0.04998766400914329,1.0772522222900391,1.6247062299346924,0.03311238887548447,0.5297982220077515,46.98,2.26931880569458,0.0
3,0.04995066821070679,1.025489200706482,1.5485108375549317,0.03140422267317772,0.5024675627708435,45.55,2.313852672767639,0.0
4,0.049889049115077,1.0683725733184815,1.6036125939941406,0.03332078444719314,0.5331325511550903,47.25,2.2748050872802734,0.0
5,0.04980286753286195,1.1065600947189331,1.6569015520095824,0.034763664838075636,0.5562186374092102,46.8,2.2741808673858643,0.0
6,0.04969220851487845,1.1402594075393677,1.7013770108795165,0.03619636236429215,0.5791417978286744,45.74,2.33038462638855,0.0
7,0.049557181268217225,1.1627110391235351,1.7333424005508422,0.0370049796128273,0.5920796738052369,42.98,2.458688845825195,0.0
8,0.049397919048468686,1.1764382509231568,1.7525882105255126,0.037518018338680265,0.6002882934188842,44.63,2.366994264602661,0.0
9,0.04921457902821578,1.1850011631011963,1.7631367539978027,0.037929098374843595,0.6068655739974975,44.94,2.3733684425354005,0.0
10,0.04900734214192358,1.189998807220459,1.7695410381317138,0.03815353598117829,0.6104565756988526,46.08,2.294657239151001,0.0
11,0.048776412907378844,1.1924885864639283,1.7705357722473145,0.03840258761763573,0.6144414018821717,41.4,2.4900295173645017,0.0
12,0.04852201922385564,1.1928811100006103,1.7721046347808838,0.03835359910964966,0.6136575857543946,45.79,2.3487639251708985,0.0
13,0.04824441214720629,1.1860991532897949,1.762022873649597,0.03813596467971802,0.6101754348754883,43.98,2.393723435211182,0.0
14,0.04794386564209953,1.190372523880005,1.7656362400054932,0.038444300580024716,0.6151088092803955,42.59,2.46471541595459,0.0
15,0.04762067631165049,1.1866050963974,1.7625984753036499,0.03816323219895363,0.6106117151832581,42.89,2.4572814750671386,0.0
16,0.047275163104709195,1.4329141388702393,2.0659357763671875,0.049993281450271605,0.7998925032043457,19.6,3.8255402168273926,0.5998883928571429
17,0.04690766700109659,1.941957991256714,2.6963512828063965,0.0742227933216095,1.187564693145752,29.04,3.2641980010986327,0.5998883928571429
18,0.046518550675098594,1.7937960869979859,2.5047863301086424,0.0676753651046753,1.0828058416748048,36.12,2.780936421585083,0.5998883928571429
19,0.04610819813755038,1.7353519770812988,2.4250486750030515,0.06535345485687256,1.045655277709961,33.95,2.937628597640991,0.5998883928571429
20,0.04567701435686405,1.70027082862854,2.3784312087249755,0.06388190292835236,1.0221104468536377,36.42,2.7732831031799314,0.5998883928571429
21,0.04522542485937369,1.6725358126831054,2.339700343322754,0.06283570521473884,1.0053712834358215,39.32,2.6504020072937013,0.5998883928571429
22,0.04475387530939226,1.6537665461349487,2.314802786331177,0.06204564422607422,0.9927303076171875,32.9,3.0577984996795653,0.5998883928571429
23,0.044262831069394735,1.6382796883010864,2.293197693786621,0.06146010533809662,0.9833616854095459,35.06,2.836580601119995,0.5998883928571429
24,0.043752776740761494,1.624976674041748,2.2756587231445313,0.06089341393947601,0.9742946230316162,36.33,2.785683152770996,0.5998883928571429
25,0.04322421568553529,1.612178229675293,2.2578717925262453,0.06040529154062271,0.9664846646499634,35.8,2.8458197105407717,0.5998883928571429
26,0.04267766952966369,1.60248420211792,2.2429300689697267,0.060127395910024646,0.9620383345603943,40.52,2.5742406703948975,0.5998883928571429
27,0.04211367764821722,1.5969667253875732,2.237434028015137,0.059781213707923886,0.9564994193267822,39.88,2.6089045265197752,0.5998883928571429
28,0.0415327966330913,1.5858806309509277,2.220334823074341,0.05946415268421173,0.9514264429473877,37.41,2.7687502254486085,0.5998883928571429
29,0.040935599743717244,1.5815453218078612,2.212120238952637,0.059435650432109834,0.9509704069137573,39.93,2.662081456756592,0.5998883928571429
30,0.040322676341324415,1.5726558053207398,2.2013422933959963,0.058998082427978514,0.9439693188476562,39.4,2.602633711242676,0.5998883928571429
31,0.03969463130731184,1.5657382456588744,2.190319804763794,0.05882229270458222,0.9411566832733155,37.69,2.727231021118164,0.5998883928571429
32,0.03905208444630327,1.5605222061157227,2.18154337348938,0.05871881474971771,0.9395010359954834,39.6,2.607584762573242,0.5998883928571429
33,0.038395669874474916,1.5565130699920655,2.174861236114502,0.058635306792259215,0.9381649086761474,40.31,2.5829431659698487,0.5998883928571429
34,0.03772603539375929,1.5491053163909911,2.1640977295684816,0.05838205632925034,0.9341129012680054,42.42,2.466768360900879,0.5998883928571429
35,0.037043841852542884,1.5431593307495117,2.1568979977416993,0.05808879148721695,0.9294206637954712,40.05,2.653007586288452,0.5998883928571429
36,0.03634976249348867,1.538279061126709,2.148582968826294,0.05799844717979431,0.927975154876709,41.06,2.526813306236267,0.5998883928571429
37,0.03564448228912682,1.5315480856323243,2.140261113357544,0.05767719128608704,0.9228350605773926,42.05,2.5039978088378905,0.5998883928571429
38,0.034928697265869516,1.528122039451599,2.133514020690918,0.05767062870502472,0.9227300592803955,42.41,2.506222072982788,0.5998883928571429
39,0.03420311381711696,1.5184036074066163,2.120007371292114,0.05729999020814896,0.9167998433303833,40.74,2.5676064197540285,0.5998883928571429
40,0.033468448006132294,1.5156477925872802,2.116101030883789,0.05719965988397598,0.9151945581436157,42.7,2.4854089027404784,0.5998883928571429
41,0.032725424859373686,1.5097712488937378,2.107920718383789,0.056976361203193666,0.9116217792510987,42.27,2.454555680847168,0.5998883928571429
42,0.03197477765098074,1.504522991027832,2.099859177017212,0.05682417546272278,0.9091868074035645,40.2,2.5727134746551514,0.5998883928571429
43,0.031217247179121367,1.4967987926483155,2.09045454788208,0.05644643981218338,0.903143036994934,38.04,2.7046755249023438,0.5998883928571429
44,0.03045358103491357,1.490254127922058,2.081106072463989,0.056212636346817016,0.8994021815490723,44.11,2.3720416233062744,0.5998883928571429
45,0.02968453286464312,1.4841828177642822,2.0702553297424315,0.05613189406633377,0.8981103050613404,42.53,2.457468518447876,0.5998883928571429
46,0.028910861626005774,1.4801700804901123,2.06518254234314,0.055947351191043854,0.8951576190567017,41.79,2.5087118618011472,0.5998883928571429
47,0.028133330839107615,1.4700364315032959,2.0534646006011963,0.055413016510009766,0.8866082641601563,42.61,2.4676442848205564,0.5998883928571429
48,0.02735270783296286,1.4699475937652589,2.0515716431427,0.05552022156715393,0.8883235450744629,43.29,2.4683699420928953,0.5998883928571429
49,0.02656976298823284,1.4617452207946777,2.040253215637207,0.05520232651233673,0.8832372241973877,44.59,2.389556396484375,0.5998883928571429
50,0.02578526897695321,1.4532387532424926,2.0272728118133543,0.0549502932202816,0.8792046915245056,45.64,2.3074015117645263,0.5998883928571429
51,0.025,1.447769593963623,2.0212848618316652,0.054640895657539365,0.8742543305206298,45.95,2.3038821060180665,0.5998883928571429
52,0.024214731023046793,1.439518558769226,2.00965280090332,0.05433651963233948,0.8693843141174317,43.36,2.4185383613586424,0.5998883928571429
53,0.023430237011767167,1.4328976030731202,1.9995367811965943,0.05414115173816681,0.866258427810669,43.98,2.41961061706543,0.5998883928571429
54,0.022647292167037144,1.4250779428482057,1.989332892227173,0.05380143717765808,0.8608229948425293,43.15,2.4254575569152834,0.5998883928571429
55,0.0218666691608924,1.418885958251953,1.9806749730682374,0.053568559246063234,0.8570969479370117,46.83,2.253761325073242,0.5998883928571429
56,0.021089138373994232,1.4089818881225586,1.9670787271881103,0.053180315589904784,0.8508850494384765,43.81,2.4064288173675537,0.5998883928571429
57,0.020315467135356886,1.4041365465545654,1.959367120361328,0.05305662325143814,0.8489059720230102,44.48,2.371228435897827,0.5998883928571429
58,0.019546418965086444,1.3954677863693237,1.949303766479492,0.052601987973451614,0.8416318075752258,44.55,2.389090869140625,0.5998883928571429
59,0.01878275282087863,1.3892204772186278,1.938918317489624,0.05247016499042511,0.8395226398468018,45.44,2.3367689098358153,0.5998883928571429
60,0.018025222349019272,1.381545353012085,1.9269876821899414,0.05225643869161606,0.8361030190658569,44.41,2.4282802768707277,0.5998883928571429
61,0.017274575140626323,1.3733976434707642,1.9162928230285645,0.0519064039003849,0.8305024624061584,46.55,2.2973110401153565,0.5998883928571429
62,0.016531551993867716,1.3648389691162108,1.9055368468856813,0.051508818266391754,0.8241410922622681,45.51,2.3167842067718505,0.5998883928571429
63,0.01579688618288306,1.3552655941390992,1.8929959733200072,0.05109595094561577,0.8175352151298523,46.15,2.3273078372955323,0.5998883928571429
64,0.015071302734130482,1.34731323513031,1.8817738068389893,0.05080329166889191,0.8128526667022705,47.72,2.194730242919922,0.5998883928571429
65,0.014355517710873185,1.341380812225342,1.8722304042816162,0.05065820100784302,0.8105312161254883,47.09,2.2284200813293458,0.5998883928571429
66,0.013650237506511332,1.3293950228500366,1.85584111328125,0.05018430812358856,0.802948929977417,47.51,2.2207300731658934,0.5998883928571429
67,0.012956158147457115,1.3259115651702882,1.8509201625823974,0.050056435687541964,0.8009029710006714,47.81,2.212041231918335,0.5998883928571429
68,0.012273964606240717,1.3136043184661865,1.8338803213500976,0.049583019573688505,0.7933283131790161,48.89,2.1581354717254637,0.5998883928571429
69,0.01160433012552508,1.3039255289459228,1.8212747466278076,0.04916101961374283,0.7865763138198852,48.79,2.125298017501831,0.5998883928571429
70,0.010947915553696733,1.2952451659393311,1.8073683799362183,0.04894512205839157,0.7831219529342651,50.24,2.1061462585449218,0.5998883928571429
71,0.010305368692688175,1.2878448036956787,1.7988796951293946,0.04855061928987503,0.7768099086380005,48.13,2.1789519817352296,0.5998883928571429
72,0.009677323658675586,1.2759371733856202,1.7812371519470216,0.048164824690818786,0.7706371950531006,49.49,2.1460101402282716,0.5998883928571429
73,0.009064400256282757,1.2677988205337525,1.7694475732421875,0.047884379239082335,0.7661500678253174,50.45,2.0948880237579344,0.5998883928571429
74,0.008467203366908708,1.2562066316604614,1.7523956516647339,0.047501100569963456,0.7600176091194153,48.86,2.1576263191223144,0.5998883928571429
75,0.007886322351782783,1.2510480535507202,1.7444528987503052,0.04735270041704178,0.7576432066726685,51.24,2.047051116943359,0.5998883928571429
76,0.0073223304703363135,1.2403563612747193,1.7320774453735353,0.04678970495820046,0.7486352793312073,50.37,2.1172721248626707,0.5998883928571429
77,0.006775784314464717,1.2301411867523193,1.715363611946106,0.04655742244720459,0.7449187591552734,51.0,2.064701580429077,0.5998883928571429
78,0.0062472232592385105,1.2202769761657715,1.70353362449646,0.04606377037286758,0.7370203259658813,51.48,2.053603993988037,0.5998883928571429
79,0.005737168930605272,1.2104689433670044,1.6879986893463135,0.04580869994163513,0.7329391990661621,51.42,2.028591186904907,0.5998883928571429
80,0.00524612469060774,1.2018069065093995,1.6754136838912963,0.04551250806808472,0.7282001290893555,52.62,2.0010978286743164,0.5998883928571429
81,0.004774575140626317,1.192984802017212,1.6626188934707642,0.045209419575929645,0.7233507132148743,52.28,2.0199144372940063,0.5998883928571429
82,0.004322985643135957,1.1846956882858277,1.6510669414138794,0.044895277116298676,0.7183244338607788,53.48,1.9710513912200929,0.5998883928571429
83,0.003891801862449629,1.1731536044311524,1.6357922758483887,0.0444071837067604,0.7105149393081664,53.97,1.9612828722000122,0.5998883928571429
84,0.0034814493249014063,1.1652648569869994,1.622979224395752,0.04422190559387207,0.7075504895019531,53.64,1.9497341674804687,0.5998883928571429
85,0.0030923329989034107,1.1584602436828613,1.6121657048797609,0.044047173936367034,0.7047547829818726,53.6,1.9536080827713014,0.5998883928571429
86,0.0027248368952908055,1.1472737126541137,1.5964460792160033,0.043631334130764005,0.6981013460922241,53.99,1.9178418674468993,0.5998883928571429
87,0.0023793236883495163,1.1393394745635987,1.5843467672729492,0.04339576121330261,0.6943321794128418,54.09,1.9236158782958985,0.5998883928571429
88,0.0020561343579004773,1.1311854317474366,1.5723351097869873,0.04312723451137543,0.6900357521820069,54.4,1.9159658336639405,0.5998883928571429
89,0.0017555878527937164,1.1246429948425294,1.5623925517654418,0.042930839803218844,0.6868934368515015,54.36,1.91375757522583,0.5998883928571429
90,0.0014779807761443637,1.1160490251922608,1.5511953985214233,0.04255641590118408,0.6809026544189453,54.76,1.9006849975585938,0.5998883928571429
91,0.0012235870926211618,1.109198317565918,1.5411954965209962,0.042325070974826816,0.677201135597229,55.13,1.9008932929992677,0.5998883928571429
92,0.0009926578580764262,1.1032906869125365,1.5313271091079712,0.04220339150190353,0.6752542640304565,54.83,1.8913761222839356,0.5998883928571429
93,0.0007854209717842259,1.0985410692977906,1.5242509379577636,0.042051949647665024,0.6728311943626404,55.44,1.884954065322876,0.5998883928571429
94,0.0006020809515313169,1.0904153525924682,1.5119014100646972,0.041808080893754956,0.6689292943000793,55.4,1.8825401504516601,0.5998883928571429
95,0.000442818731782782,1.0853063841247559,1.5051056811904908,0.04159419301748276,0.6655070882797242,55.47,1.8771902042388915,0.5998883928571429
96,0.00030779148512155856,1.0783408994293213,1.4947881786727906,0.04136835143208504,0.6618936229133606,55.22,1.8707517818450927,0.5998883928571429
97,0.0001971324671380559,1.070964991493225,1.483323275756836,0.04116291899681091,0.6586067039489746,55.72,1.8687606811523438,0.5998883928571429
98,0.0001109508849230001,1.0664650393676758,1.4766237509918212,0.04101914535284042,0.6563063256454468,55.75,1.8615273429870605,0.5998883928571429
99,4.933178929321103e-05,1.0592822660064698,1.4669670921325684,0.04072484003543854,0.6515974405670166,55.79,1.8585783847808839,0.5998883928571429
100,1.233599085671e-05,1.052869005088806,1.4587446954345704,0.04043708210468292,0.6469933136749267,56.09,1.8535229892730714,0.5998883928571429
