name,method,model,dataset,kd_formula,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,kd_temperature,kd_weight,effective_kd_coeff,loss_formula,kd_after_target_stable,vanilla_kd_start_stable_epochs,seed,device
GETA_VanillaKD_VGG7_TinyImageNet200,GETA+vanilla_KD,VGG7,TinyImageNet-200,additive,55.79,99,54.25,99,54.25,54.25,99,54.25,1.9357184215545655,790840,790840,0.0,3193564,2430177280.0000005,333634736.0,13.728822944143397,7.283945638082482,667269472.0,2488501534720.0005,86664955392.0,False,4.383819103240967,228.11160233794726,466.71136763890587,100,0.6,16,0.5998883928571429,3.0,0.08,0.72,CE + KD_WEIGHT*T^2*KL(student||teacher),True,2,345,cuda
