name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,kd_alpha_fixed,kd_temperature_fixed,loss_formula,seed,device
GETA_VanillaKD_VGG7_TinyImageNet200,GETA+vanilla_KD,VGG7,TinyImageNet-200,55.62,100,55.56,100,55.56,55.56,100,55.56,1.8442077960968017,775573,775573,0.0,3132700,2430177280.0000005,323370511.99999994,13.30645770830348,7.515148072623273,646741023.9999999,2488501534720.0005,82784604671.99998,False,4.420231580734253,226.23249070445493,494.14067785342536,100,0.6,16,0.5998883928571429,0.5,4.0,"(1-alpha)*CE + alpha*T^2*KL(student||teacher), unconditional",345,cuda
