name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,kd_alpha_fixed,kd_temperature_fixed,loss_formula,seed,device
GETA_VanillaKD_VGG7_TinyImageNet200,GETA+vanilla_KD,VGG7,TinyImageNet-200,55.79,100,55.8,100,55.8,55.8,100,55.8,1.8456648994445801,798234,798234,0.0,3223260,2430177280.0000005,324224800.00000006,13.341611028476079,7.495346685386189,648449600.0000001,2488501534720.0005,83003212800.00002,False,5.373506546020508,186.0982193723345,467.4402105371157,100,0.6,16,0.5998883928571429,0.5,4.0,"(1-alpha)*CE + alpha*T^2*KL(student||teacher), unconditional",123,cuda
