epoch,lr,kd_ready,train_total,train_ce,train_kl,train_kd_term,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error,kd_weight,kd_temperature,effective_kd_coeff
1,0.05,0,0.1945317582654953,0.1945317582654953,0.0,0.0,84.39,0.47338939387798307,0.0,10.670136996677943,0.6662328754152571,0.0011571522149357147,0.0,3.0,0.0
2,0.04999451708687114,0,0.1914740877199173,0.1914740877199173,0.0,0.0,82.86,0.5149139327049256,0.0,11.425778252737862,0.5717777184077673,0.001568316618171853,0.0,3.0,0.0
3,0.04997807075247146,0,0.21004122845172882,0.21004122845172882,0.0,0.0,84.4,0.4757757517337799,0.0,10.166396413530622,0.7292004483086723,0.0018566788473565663,0.0,3.0,0.0
4,0.04995066821070679,0,0.22043262380599976,0.22043262380599976,0.0,0.0,80.68,0.6574688677310944,0.0,9.272083827427455,0.8409895215715681,0.003036513941229454,0.0,3.0,0.0
5,0.049912321481237615,0,0.22566125293970107,0.22566125293970107,0.0,0.0,82.24,0.5516178671360016,0.0,9.9062192099435,0.7617225987570626,0.0021623835844885825,0.0,3.0,0.0
6,0.049863047384206834,0,0.2301142884016037,0.2301142884016037,0.0,0.0,85.85,0.42864946928024295,0.0,8.729944024767194,0.9087569969041007,0.004124636125717578,0.0,3.0,0.0
7,0.04980286753286195,0,0.2304800394630432,0.2304800394630432,0.0,0.0,87.47,0.369211784696579,0.0,10.601213318961006,0.6748483351298742,0.0027210914114610724,0.0,3.0,0.0
8,0.049731808324074714,0,0.23501431834220887,0.23501431834220887,0.0,0.0,87.26,0.376313730096817,0.0,9.640542984008789,0.7949321269989014,0.003590792049570674,0.0,3.0,0.0
9,0.04964990092676263,0,0.2327942233467102,0.2327942233467102,0.0,0.0,83.97,0.4996409036636352,0.0,10.093122277941022,0.7383597152573722,0.0028885105478236384,0.0,3.0,0.0
10,0.049557181268217225,0,0.23710994469165803,0.23710994469165803,0.0,0.0,85.65,0.43736627676486967,0.0,9.41758932386126,0.8228013345173426,0.003570071561885665,0.0,3.0,0.0
11,0.049453690018345146,0,0.23642883128166198,0.23642883128166198,0.0,0.0,85.7,0.42595660786628725,0.0,8.293345723833356,0.9633317845208305,0.004896554197849972,0.0,3.0,0.0
12,0.04933947257182901,0,0.2336987173461914,0.2336987173461914,0.0,0.0,82.47,0.542027560377121,0.0,8.496412685939244,0.9379484142575945,0.004207450380947973,0.0,3.0,0.0
13,0.04921457902821578,0,0.2305495185470581,0.2305495185470581,0.0,0.0,85.76,0.43867060024738314,0.0,9.821430342538017,0.7723212071827479,0.002994469639296377,0.0,3.0,0.0
14,0.049079064169941455,0,0.23753494418144225,0.23753494418144225,0.0,0.0,85.48,0.43734155668020247,0.0,9.30858107975551,0.8364273650305611,0.002871822441063289,0.0,3.0,0.0
15,0.048932987438301684,0,0.23311888592720031,0.23311888592720031,0.0,0.0,82.94,0.517384175491333,0.0,8.585139410836357,0.9268575736454554,0.004325115487777761,0.0,3.0,0.0
16,0.048776412907378844,0,0.3807934732055664,0.3807934732055664,0.0,0.0,75.76,0.72684580078125,0.5993303571428571,8.246503148760114,0.9691871064049857,0.004753670422360301,0.0,3.0,0.0
17,0.048609409255937035,0,0.5577082166481018,0.5577082166481018,0.0,0.0,76.36,0.6996595575332641,0.5993303571428571,8.142857074737549,0.9821428656578064,0.0048659742377432326,0.0,3.0,0.0
18,0.04843204973729729,1,0.8866770222854614,0.4810264585876465,0.5634035378837585,0.4056505627822876,74.99,0.8382703971862793,0.5993303571428571,8.142857074737549,0.9821428656578064,0.0050108588267383835,0.08,3.0,0.72
19,0.04824441214720629,1,0.8137979280090332,0.46871821744918823,0.4792773567485809,0.3450797109699249,73.06,0.9354990320205688,0.5993303571428571,8.142857142857142,0.9821428571428572,0.005116084257939032,0.08,3.0,0.72
20,0.04804657878971252,1,0.7792316558074951,0.4590500998497009,0.44469658826828,0.3201815562820435,81.02,0.6277687849998475,0.5993303571428571,8.142857142857142,0.9821428571428572,0.0052634884403752425,0.08,3.0,0.72
21,0.04783863644106502,1,0.7570781717300415,0.45026707859039306,0.4261265017604828,0.30681109310150145,73.5,0.9360659153938293,0.5993303571428571,8.142857074737549,0.9821428656578064,0.005431070990328278,0.08,3.0,0.72
22,0.04762067631165049,1,0.7289510010147094,0.4353660520935059,0.407756858997345,0.29358494997978213,79.95,0.6758628428936004,0.5993303571428571,8.142857142857142,0.9821428571428572,0.005568783563960876,0.08,3.0,0.72
23,0.047392794005985325,1,0.7108291942214966,0.42642738750457765,0.3950024944496155,0.2844018072605133,80.61,0.6424631213665009,0.5993303571428571,8.142857142857142,0.9821428571428572,0.005788529757410288,0.08,3.0,0.72
24,0.04715508948078037,1,0.7098183873176575,0.4284292971611023,0.3908181668281555,0.2813890908432007,78.66,0.7638094465255737,0.5993303571428571,8.142857006617955,0.9821428741727556,0.005932529589959553,0.08,3.0,0.72
25,0.04690766700109659,1,0.6895854106903077,0.4149345223426819,0.38145954988479613,0.27465088656425474,76.89,0.7960229002952576,0.5993303571428571,8.142857142857142,0.9821428571428572,0.006092757651848453,0.08,3.0,0.72
26,0.04665063509461097,1,0.677714647808075,0.40958337633132935,0.3724045285987854,0.2681312713479996,77.29,0.8307487003326416,0.5993303571428571,8.142857142857142,0.9821428571428572,0.006300697069881218,0.08,3.0,0.72
27,0.04638410650401267,1,0.6636366603279114,0.4014443910598755,0.3641559146785736,0.26219226861953737,79.37,0.7584102851867676,0.5993303571428571,8.142857006617955,0.9821428741727556,0.006464469180043254,0.08,3.0,0.72
28,0.04610819813755038,1,0.655669637298584,0.39784226241111753,0.35809355919837954,0.2578273733997345,83.63,0.5227285234451294,0.5993303571428571,8.142857142857142,0.9821428571428572,0.0066244815409715685,0.08,3.0,0.72
29,0.04582303101775249,1,0.6478192316818238,0.39328382455825805,0.35352138421058654,0.2545354064750671,81.28,0.6385065299510956,0.5993303571428571,8.142857142857142,0.9821428571428572,0.006808970123529434,0.08,3.0,0.72
30,0.045528730228342605,1,0.6390711932754517,0.389442961025238,0.34670586396217346,0.24962823218345642,81.76,0.6342811265945435,0.5993303571428571,8.142857142857142,0.9821428571428572,0.006968097162566015,0.08,3.0,0.72
31,0.04522542485937369,1,0.636959408493042,0.38758937341690064,0.346347256937027,0.24937003542900085,77.31,0.8705758995056152,0.5993303571428571,8.142857074737549,0.9821428656578064,0.007120658377451556,0.08,3.0,0.72
32,0.04491324795060491,1,0.6284326377487183,0.3835530733680725,0.3401104922485352,0.24487956450462342,81.8,0.6793182550430298,0.5993303571428571,8.142857074737549,0.9821428656578064,0.007317869325301477,0.08,3.0,0.72
33,0.044592336433146,1,0.6195675868606567,0.3776524536895752,0.33599322793006897,0.2419151335144043,78.68,0.7475263860702515,0.5993303571428571,8.142857142857142,0.9821428571428572,0.007448230138314622,0.08,3.0,0.72
34,0.044262831069394735,1,0.6172990562820435,0.3771122676086426,0.3335927485084534,0.2401867882823944,81.25,0.6182022444725037,0.5993303571428571,8.142857142857142,0.9821428571428572,0.007607136420639498,0.08,3.0,0.72
35,0.043924876391293916,1,0.6050074210739136,0.36770238778114317,0.3295903117275238,0.2373050344657898,80.27,0.7165342423439026,0.5993303571428571,8.142857142857142,0.9821428571428572,0.007784252886527351,0.08,3.0,0.72
36,0.043578620636934864,1,0.6068445015716553,0.37053969993591307,0.3282011002063751,0.23630480166435242,80.45,0.7044212941884994,0.5993303571428571,8.142857142857142,0.9821428571428572,0.00789740212660815,0.08,3.0,0.72
37,0.04322421568553529,1,0.6077122312641143,0.3705834369945526,0.3293455313205719,0.2371287919807434,84.68,0.5119709830284118,0.5993303571428571,8.142857074737549,0.9821428656578064,0.008062731541161026,0.08,3.0,0.72
38,0.04286181699082009,1,0.5998217651557922,0.36621697565078737,0.3244510813045502,0.2336047878265381,81.34,0.6731704008102417,0.5993303571428571,8.142857074737549,0.9821428656578064,0.008185450553095766,0.08,3.0,0.72
