model,dataset,num_classes,best_top1,best_top5,best_epoch,top1_best_reloaded,top5_best_reloaded,loss_best_reloaded,final_top1_last_epoch,final_top5_last_epoch,final_loss_last_epoch,params,macs,flops,bops,model_size_bytes,train_minutes,epochs,batch_size,lr,momentum,weight_decay,scheduler,label_smoothing,seed,device,best_checkpoint,last_checkpoint
Dense_ResNet56_TinyImageNet,TinyImageNet-200,200,58.73,81.59,229,58.73,81.59,2.420050902557373,55.47,79.41,2.5903870944976806,868120,503001600.0,1006003200.0,515073638400.0,3611753,356.1259943127632,300,128,0.1,0.9,0.0005,MultiStepLR_milestones_150_225_gamma_0.1,0.1,123,cuda,/kaggle/working/baseline_resnet56_tinyimagenet_out/baseline_resnet56_tinyimagenet_best.pt,/kaggle/working/baseline_resnet56_tinyimagenet_out/baseline_resnet56_tinyimagenet_last.pt
