model,dataset,num_classes,best_top1,best_top5,best_epoch,top1_best_reloaded,top5_best_reloaded,loss_best_reloaded,final_top1_last_epoch,final_top5_last_epoch,final_loss_last_epoch,params,macs,flops,bops,model_size_bytes,train_minutes,epochs,batch_size,lr,momentum,weight_decay,scheduler,label_smoothing,seed,device,best_checkpoint,last_checkpoint
Dense_ResNet20_TinyImageNet,TinyImageNet-200,200,52.02,77.81,235,52.02,77.81,2.653025519180298,51.1,77.18,2.686875255203247,284824,163262976.0,326525952.0,167181287424.0,1191033,5.960464477539063e-08,300,128,0.1,0.9,0.0005,MultiStepLR_milestones_150_225_gamma_0.1,0.1,123,cuda,/kaggle/working/baseline_resnet20_tinyimagenet_out/baseline_resnet20_tinyimagenet_best.pt,/kaggle/working/baseline_resnet20_tinyimagenet_out/baseline_resnet20_tinyimagenet_last.pt
