name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_ResNet56_TinyImageNet200,GETA+CAKR-clean,ResNet56,TinyImageNet-200,58.73,96,50.56,96,50.56,50.56,96,50.56,2.013485355758667,868294,561803,0.3529806724450474,1308205,503001600.0000001,503001600.0000001,100.0,1.0,1006003200.0000002,515073638400.0001,133315444735.99997,25.882793215767094,False,oto_layerwise,oto_layerwise,36.026142835617065,27.757620474744662,605.8773029168447,100,0.6,16,10,2,0.6,8.29310337428389,0.9633620782145138,0.015708779334091053,True,2.0,3.0,0.0,0.08,0.0,0.03495976816401044,0.17325442291202647,0.7505048165809017,True,0.003,0.0003858202498943258,8.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,345,cuda
