name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,cakr_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_T_min,kd_T_max,kd_weight_min,kd_weight_max,kd_weight_observed_min,kd_weight_observed_max,effective_kd_coeff_observed_max,teacher_correct_rate_mean_after_kd_ready,fd_after_target_stable,fd_weight_max,fd_weight_observed_max,recovery_drop_threshold,recovery_epochs,loss_formula,ce_downweighted,seed,device
GETA_CAKR_ResNet56_TinyImageNet200,GETA+CAKR-clean,ResNet56,TinyImageNet-200,58.73,100,51.05,100,51.05,51.05,100,51.05,2.0061693313598634,868294,560505,0.35447555781797413,1293741,503001600.0000001,503001600.0000001,100.0,1.0,1006003200.0000002,515073638400.0001,132409475072.0,25.706901926355695,False,oto_layerwise,oto_layerwise,35.26647925376892,28.35553820964791,596.6417394081751,100,0.6,16,10,2,0.6,8.241379277459506,0.9698275903175617,0.01581195441018512,True,2.0,3.0,0.0,0.08,0.0,0.03496169780110384,0.17327534399332864,0.7505087886713092,True,0.003,0.0003869980653772561,8.0,3,CE + kd_weight*T^2*teacher_correct_confidence_weighted_KL + fd_weight*FD,False,123,cuda
