epoch,lr,stage,kd_ready,recovery_mode,train_total,train_ce,train_kl,train_kd_term,train_fd,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error,cakr_severity,teacher_conf,teacher_correct_rate,kd_sample_weight_mean,agreement,disagreement,kd_temperature,kd_weight,effective_kd_coeff,fd_weight
1,0.05,warm-up,0,0,2.367945919647217,2.367945919647217,0.36749038048744204,0.0,0.0,45.71,2.3142657173156738,0.0,12.283630535520356,0.46454618305995554,0.000542873352284838,0.013930920102126862,0.5639955635799472,0.7497902014066496,0.49370900501528053,0.8608606826618809,0.13913931733811907,2.0139309201021267,0.0,0.0,0.0
2,0.04998766400914329,warm-up,0,0,2.025927782058716,2.025927782058716,0.26231117491722106,0.0,0.0,43.42,2.361897240829468,0.0,11.715099367602118,0.5356125790497352,0.0009305274382759184,0.012298053743833632,0.5640515041015947,0.7501298753196931,0.49397153721745973,0.8786480826185182,0.12135191738148175,2.012298053743825,0.0,0.0,0.0
3,0.04995066821070679,warm-up,0,0,2.049116184310913,2.049116184310913,0.27261447054862975,0.0,0.0,37.68,2.654951956367493,0.0,11.550626771203403,0.5561716535995747,0.0013180911887937896,0.013059275732256239,0.5637837173917409,0.7504595588235294,0.49418312158730937,0.8721988249922652,0.12780117500773477,2.0130592757322523,0.0,0.0,0.0
4,0.049889049115077,warm-up,0,0,2.0861249963378907,2.0861249963378907,0.28810932782173154,0.0,0.0,35.95,2.6813950099945068,0.0,11.983807234928525,0.5020240956339344,0.001240766208280657,0.013718422399500066,0.5641243315261343,0.7508891464194374,0.49404581417055693,0.8667700495713812,0.1332299504286188,2.0137184223995015,0.0,0.0,0.0
5,0.04980286753286195,warm-up,0,0,2.127012652435303,2.127012652435303,0.3004889497947693,0.0,0.0,37.41,2.6386789558410646,0.0,11.589023902498443,0.5513720121876946,0.0014194690528062707,0.014197996509437705,0.5642398940708936,0.7503196930946292,0.4942040024206157,0.861742333530465,0.13825766646953494,2.0141979965094348,0.0,0.0,0.0
6,0.04969220851487845,warm-up,0,0,2.1579959154510497,2.1579959154510497,0.3123923143863678,0.0,0.0,40.38,2.4990736442565917,0.0,11.705422434313544,0.536822195710807,0.0016424688459758228,0.01459987107498076,0.5641869830201044,0.7501398657289002,0.49417619826391224,0.8582596964086108,0.14174030359138917,2.0145998710749797,0.0,0.0,0.0
7,0.049557181268217225,warm-up,0,0,2.177747483139038,2.177747483139038,0.3226844669818878,0.0,0.0,37.21,2.647039842224121,0.0,11.304130718625824,0.586983660171772,0.0019205234827762224,0.014953747003712428,0.5643902743030387,0.7499500479539642,0.4941477184862737,0.855389936500803,0.14461006349919703,2.014953747003704,0.0,0.0,0.0
8,0.049397919048468686,warm-up,0,0,2.19157317527771,2.19157317527771,0.3299771284198761,0.0,0.0,36.3,2.7211010227203367,0.0,11.07019983488938,0.6162250206388276,0.0019852178793286247,0.01524060588445705,0.5636945466327545,0.7497702205882353,0.4935576519774049,0.8533555116037579,0.14664448839624214,2.0152406058844505,0.0,0.0,0.0
9,0.04921457902821578,warm-up,0,0,2.201323197555542,2.201323197555542,0.3333704192638397,0.0,0.0,40.22,2.4843887828826903,0.0,10.74503829561431,0.6568702130482114,0.00253095803848739,0.015384434341389211,0.5637323588437742,0.751238810741688,0.4939674020118421,0.852111310224094,0.14788868977590594,2.0153844343413927,0.0,0.0,0.0
10,0.04900734214192358,warm-up,0,0,2.206730018234253,2.206730018234253,0.3396957323551178,0.0,0.0,33.51,2.8280421867370604,0.0,10.879875906582537,0.6400155116771828,0.0025988355200629635,0.0156524767966604,0.563663631029751,0.749630354859335,0.49339853608242384,0.8510681061488589,0.1489318938511412,2.0156524767966606,0.0,0.0,0.0
11,0.048776412907378844,projection,0,0,2.2064219604492186,2.2064219604492186,0.34325044032096863,0.0,0.0,37.79,2.621987091064453,0.0,8.085799825602564,0.9892750217996795,0.04214898714672426,0.01566929454801688,0.5641526103095935,0.7502797314578005,0.49408097420354635,0.8511035610800204,0.14889643891997958,2.0156692945480184,0.0,0.0,0.0
12,0.04852201922385564,projection,0,0,2.206466355819702,2.206466355819702,0.34160627185821535,0.0,0.0,37.31,2.5935679319381713,0.0,8.394883468233306,0.9506395664708367,0.04104943755915592,0.02759841861914724,0.5635629262003448,0.7499000959079284,0.4935925181412026,0.8504627752487007,0.1495372247512993,2.027598418619152,0.0,0.0,0.0
13,0.04824441214720629,projection,0,0,2.2027408177948,2.2027408177948,0.34401406035423276,0.0,0.0,37.84,2.6177666564941404,0.0,8.575302995484451,0.9280871255644436,0.04056064444370724,0.027282524477089946,0.564747298998601,0.752227861253197,0.4949762913805749,0.8503230679065675,0.1496769320934325,2.0272825244770907,0.0,0.0,0.0
14,0.04794386564209953,projection,0,0,2.204660515289307,2.204660515289307,0.3464145413970947,0.0,0.0,39.04,2.5374313461303712,0.0,8.687057643101133,0.9141177946123584,0.04012088356409866,0.027203510771145186,0.5641328536945841,0.7512887627877238,0.4942003547230645,0.8496468256196708,0.15035317438032925,2.02720351077115,0.0,0.0,0.0
15,0.04762067631165049,projection,0,0,2.204061930465698,2.204061930465698,0.34951439600944517,0.0,0.0,36.71,2.6607226207733152,0.0,8.76583505498952,0.90427061812631,0.039904233338278,0.027004819824840414,0.5645488375593024,0.7497102781329923,0.49413741602922034,0.8503144524438911,0.14968554755610883,2.0270048198248345,0.0,0.0,0.0
16,0.047275163104709195,joint,0,0,2.6079399828338623,2.6079399828338623,0.4031218588066101,0.0,0.0,15.15,3.896459427642822,0.6,8.26402866429296,0.96699641696338,0.04099818664145965,0.13902467773244204,0.5639620169120676,0.7514985613810742,0.4942287846142069,0.8075789341993649,0.1924210658006351,2.1390246777324435,0.0,0.0,0.0
17,0.04690766700109659,joint,0,1,3.0533058303833007,3.0533058303833007,0.48949437002182006,0.0,0.0,23.85,3.2672632331848144,0.6,8.241379261016846,0.9698275923728943,0.040660070099113495,0.24694055211943988,0.5638484661384007,0.7500499520460358,0.49375016537621197,0.7535890387299725,0.24641096127002746,2.2469405521194417,0.0,0.0,0.0
18,0.046518550675098594,joint,1,1,2.8964850918579104,2.8824315254974366,0.4677089433670044,0.014053325491547584,2.407925537590927e-07,27.61,3.131931831741333,0.6,8.241379261016846,0.9698275923728943,0.04064726004608572,0.2450472926229248,0.5637257075904275,0.7494904891304348,0.4935000676023381,0.7715072840680857,0.22849271593191434,2.2450472926229197,0.00595830290632006,0.030030891066420484,0.00020015377881321778
19,0.04610819813755038,joint,1,1,2.814242311782837,2.800530354537964,0.45586653104782104,0.013711713150441647,2.316667103286818e-07,28.84,3.0936513721466063,0.6,8.241379244574185,0.9698275944282269,0.040719147045195594,0.24413751501345538,0.564050479732511,0.7506493765984654,0.49419685032056726,0.7805666300037023,0.2194333699962977,2.244137515013459,0.005968913394911967,0.03006001520312358,0.0001960555690944242
20,0.04567701435686405,joint,1,0,2.7770194969177244,2.7501453966522216,0.4463600959014893,0.02687362086236477,4.52433726622985e-07,28.05,3.0925856788635255,0.6,8.241379277459506,0.9698275903175617,0.04087574116636709,0.24357990986081604,0.5644513290480274,0.750059942455243,0.4942885176147646,0.7863583425274285,0.21364165747257144,2.2435799098608107,0.01195515029742435,0.060177260140224405,0.0003869980653772561
21,0.04522542485937369,joint,1,0,2.7407958126068115,2.714303431777954,0.44016251035690307,0.026491903912425042,4.4579643003089585e-07,32.5,2.8642420913696287,0.6,8.241379211688864,0.969827598538892,0.0409625582518756,0.2432503680256745,0.5641698796502159,0.7510789641943734,0.4944221290099956,0.7901235432423594,0.2098764567576406,2.2432503680256763,0.011954428060446665,0.0601558422162705,0.0003833203359678922
22,0.04475387530939226,joint,1,0,2.70968939163208,2.6833785539245607,0.4372663769817352,0.026310357741117476,4.412919038622931e-07,30.03,2.952866746520996,0.6,8.241379244574185,0.9698275944282269,0.041094303345982575,0.24300160053253708,0.5641170498126608,0.7502397698209718,0.49402532892306444,0.7928716694302571,0.2071283305697429,2.243001600532545,0.01195723284408407,0.06015662398370863,0.0003807515687801142
23,0.044262831069394735,joint,1,0,2.6907372253417967,2.6646038934326173,0.43414362471580503,0.02613285119652748,4.3854568807546454e-07,30.7,2.9431129009246826,0.6,8.241379285680837,0.9698275892898953,0.04127654783710199,0.24280842950168335,0.564234299351797,0.7506094149616368,0.4941277646881235,0.795198615021108,0.20480138497889194,2.2428084295016895,0.011962786835797467,0.060174139044269895,0.0003786878414148701
24,0.043752776740761494,joint,1,0,2.6708004574584963,2.6448136056518554,0.4319048892307282,0.02598637482047081,4.3600707767836866e-07,28.38,3.078539544677734,0.6,8.241379236352854,0.9698275954558933,0.04138158291690693,0.2426606002605371,0.563985037719807,0.7495404411764706,0.4937349751096247,0.7972236409059266,0.2027763590940734,2.2426606002605345,0.011959792878126112,0.06015130154327349,0.0003767080654138472
25,0.04322421568553529,joint,1,0,2.653143137435913,2.6273419886779785,0.4285878736305237,0.025800672795772552,4.3378369453421327e-07,31.6,2.9333659286499025,0.6,8.241379285680837,0.9698275892898953,0.04148208025793496,0.24252811280414527,0.5642817860369183,0.749940057544757,0.49408383983785237,0.7988636207092753,0.20113637929072464,2.2425281128041465,0.011968259383850632,0.06018649985677612,0.00037535863299548037
26,0.04267766952966369,joint,1,0,2.6397930544281007,2.6140569917297363,0.427618508310318,0.02573558683872223,4.3217045191340733e-07,33.18,2.8338063865661622,0.6,8.241379244574185,0.9698275944282269,0.04160001750133973,0.24240614019823564,0.5640116429618557,0.7495104699488491,0.49343004426382997,0.8003848387914545,0.19961516120854547,2.2424061401982405,0.011964395100659829,0.06016073050181064,0.00037382462757304846
27,0.04211367764821722,joint,1,0,2.620486166000366,2.5948053296661375,0.42648495482444765,0.025680364713668823,4.304063871677499e-07,33.25,2.822512985992432,0.6,8.241379277459506,0.9698275903175617,0.04164921217763486,0.24222870932103177,0.5642369073217787,0.7506593670076727,0.4942120500385304,0.8025129592936971,0.1974870407063028,2.2422287093210373,0.011971983032230675,0.06018933521347522,0.0003720189466935433
28,0.0415327966330913,joint,1,0,2.612670584716797,2.587017274093628,0.42577512718200683,0.02565283708691597,4.302325276876218e-07,27.18,3.271170297622681,0.6,8.241379277459506,0.9698275903175617,0.04165939847814425,0.24219439182805344,0.564651488914819,0.7500199808184144,0.49460047685429265,0.8030037182523772,0.19699628174762288,2.242194391828045,0.011981297844352099,0.060234402945869354,0.0003718619152268798
29,0.040935599743717244,joint,1,0,2.599243618621826,2.5736764207458496,0.4246660973739624,0.02556672376036644,4.278832674935984e-07,26.89,3.1829426151275633,0.6,8.241379269238177,0.9698275913452279,0.04169261266866338,0.24199535492309018,0.5641699927999541,0.7503396739130435,0.49424583291458657,0.8050246462035362,0.1949753537964638,2.2419953549230813,0.011974346657311766,0.06018834881696536,0.00036959455939308367
30,0.040322676341324415,joint,1,0,2.589772579498291,2.5642821574401857,0.42311504878044126,0.025489944840073584,4.269486453722493e-07,30.13,3.0487789600372315,0.6,8.241379285680837,0.9698275892898953,0.04164285268155883,0.2419375030047819,0.5643901746443776,0.7504595588235294,0.49443986001984236,0.8057028079581687,0.19429719204183124,2.2419375030047908,0.01197986691807268,0.060213220337145705,0.00036915534338366663
31,0.03969463130731184,joint,1,0,2.578733645248413,2.5532117613983156,0.42357806246757507,0.025521406218409537,4.2779571953360576e-07,26.61,3.1691827995300295,0.6,8.241379236352854,0.9698275954558933,0.04155939643611081,0.24184825679724808,0.5645916602953011,0.7499700287723785,0.49439730771514767,0.806445990072187,0.19355400992781305,2.241848256797247,0.011985571984286765,0.06023703972194939,0.000368571884051878
32,0.03905208444630327,joint,1,0,2.566997024307251,2.5415904667663574,0.42185560046195986,0.025406085175275803,4.260112970769114e-07,35.8,2.686026107788086,0.6,8.241379293902167,0.9698275882622291,0.041398036811555364,0.241698686712131,0.5642780018660724,0.7511289162404092,0.49447233650995337,0.8076913221870237,0.1923086778129763,2.241698686712125,0.011981201033436762,0.06020730021533652,0.0003672309766137656
33,0.038395669874474916,joint,1,0,2.554163741989136,2.528795001678467,0.42144157459259035,0.025368260969519614,4.241657149214007e-07,32.27,2.858812706756592,0.6,8.241379277459506,0.9698275903175617,0.04126201655541011,0.24151508452986672,0.5639528441230964,0.7505294916879796,0.49400123233532967,0.8090432651360017,0.19095673486399833,2.241515084529869,0.011977248730104235,0.06017739386696893,0.00036568946324174747
