epoch,lr,train_loss,test_acc,test_loss,group_sparsity
1,0.05,0.30648054518699647,84.17,0.48365936160087586,0.0
2,0.04999451708687114,0.2946171318244934,84.82,0.4636650148868561,0.0
3,0.04997807075247146,0.3061645010089874,80.47,0.6342171022891998,0.0
4,0.04995066821070679,0.3059587565898895,86.53,0.4070084870815277,0.0
5,0.049912321481237615,0.30600558631896974,78.97,0.6396814032554626,0.0
6,0.049863047384206834,0.30677318873405457,82.37,0.5276560195922851,0.0
7,0.04980286753286195,0.31433251932144163,83.1,0.5070513315200805,0.0
8,0.049731808324074714,0.3139771278190613,84.55,0.4607708540916443,0.0
9,0.04964990092676263,0.3072850130271912,84.72,0.4698052251338959,0.0
10,0.049557181268217225,0.31178326850891114,86.59,0.410697133731842,0.0
11,0.049453690018345146,0.30835970750808717,84.62,0.48071514883041383,0.0
12,0.04933947257182901,0.3074960959720612,82.68,0.5112863739013672,0.0
13,0.04921457902821578,0.30948005108833315,84.43,0.457694647026062,0.0
14,0.049079064169941455,0.3094418325948715,85.45,0.43986586012840273,0.0
15,0.048932987438301684,0.3057367517948151,85.48,0.4361140967845917,0.0
16,0.048776412907378844,0.6539072644424438,48.74,1.5212601837158204,0.5982142857142857
17,0.048609409255937035,0.8918900109863281,59.78,1.1929574838638306,0.5982142857142857
18,0.04843204973729729,0.7870910229873658,68.32,0.9438776880264282,0.5982142857142857
19,0.04824441214720629,0.7414661185836792,73.51,0.7797874220848083,0.5982142857142857
20,0.04804657878971252,0.719698136882782,71.97,0.8089069673538208,0.5982142857142857
21,0.04783863644106502,0.6932294400405884,68.5,1.0023229217529297,0.5982142857142857
22,0.04762067631165049,0.6872301673698425,76.68,0.6926342118263245,0.5982142857142857
23,0.047392794005985325,0.6764423056411744,69.86,0.956129103088379,0.5982142857142857
24,0.04715508948078037,0.6637453448104859,72.27,0.8485384762763977,0.5982142857142857
25,0.04690766700109659,0.655244870300293,67.54,0.9834180382728577,0.5982142857142857
26,0.04665063509461097,0.6468092158699036,72.44,0.842609592628479,0.5982142857142857
27,0.04638410650401267,0.6439809867286682,73.99,0.7667049293518067,0.5982142857142857
28,0.04610819813755038,0.6346470405960083,75.04,0.7309293971538544,0.5982142857142857
29,0.04582303101775249,0.6298711082077026,63.21,1.1893455848693848,0.5982142857142857
30,0.045528730228342605,0.6225610903930664,72.13,0.8324632509231568,0.5982142857142857
31,0.04522542485937369,0.6220571391487122,74.26,0.7822399137496948,0.5982142857142857
32,0.04491324795060491,0.6159494990158081,74.76,0.753841755580902,0.5982142857142857
33,0.044592336433146,0.613176291847229,72.46,0.8435005375862121,0.5982142857142857
34,0.044262831069394735,0.6098680174160004,71.63,0.8669294220924377,0.5982142857142857
35,0.043924876391293916,0.6011473868942261,69.67,0.9454489580154419,0.5982142857142857
36,0.043578620636934864,0.5995994674491882,73.79,0.7974520822525024,0.5982142857142857
37,0.04322421568553529,0.5943217279720306,78.16,0.6310785017013549,0.5982142857142857
38,0.04286181699082009,0.5953539284324646,74.64,0.7652111064910889,0.5982142857142857
39,0.04249158351283414,0.5942229269504548,76.9,0.6971838250160217,0.5982142857142857
40,0.04211367764821722,0.5907120092391968,76.03,0.6899060083389282,0.5982142857142857
41,0.04172826515897146,0.5878283509826661,75.75,0.7171429409980774,0.5982142857142857
42,0.04133551509975264,0.5787556136131287,78.11,0.6656688228607178,0.5982142857142857
43,0.040935599743717244,0.5750302362728119,75.09,0.7458628911018371,0.5982142857142857
44,0.040528694506957764,0.5781490630340577,76.01,0.6994246147155762,0.5982142857142857
45,0.040114977871559376,0.5691545522117615,66.43,1.2961072988510132,0.5982142857142857
46,0.03969463130731183,0.573240832862854,74.25,0.8015851586341858,0.5982142857142857
47,0.0392678391921108,0.5658685891914368,78.1,0.6690814134597778,0.5982142857142857
48,0.038834788731083605,0.5632386968040466,79.55,0.6041119210243225,0.5982142857142857
49,0.038395669874474916,0.5640100907897949,72.23,0.8789943647384644,0.5982142857142857
50,0.03795067523432826,0.5548956021881104,73.49,0.8378160933494568,0.5982142857142857
51,0.037500000000000006,0.5577477496528626,72.98,0.8602614810943604,0.5982142857142857
52,0.037043841852542884,0.5537857116889954,72.89,0.8491241122245788,0.5982142857142857
53,0.036582400877996545,0.5472105286598206,77.11,0.6892335053443909,0.5982142857142857
54,0.036115879479623185,0.5461990088653564,78.51,0.633501216506958,0.5982142857142857
55,0.03564448228912682,0.545834002380371,79.02,0.6116061825752258,0.5982142857142857
56,0.035168416076895005,0.5438576113033294,75.39,0.7476426428318024,0.5982142857142857
57,0.034687889661302575,0.5398737873268128,75.41,0.7511206677436829,0.5982142857142857
58,0.03420311381711696,0.5388509230136871,78.58,0.6471671966552734,0.5982142857142857
59,0.03371430118304538,0.5374900635910034,75.0,0.7614909443855286,0.5982142857142857
60,0.03322166616846458,0.5328512311935425,77.94,0.6739037727355957,0.5982142857142857
61,0.032725424859373686,0.5310088333320617,76.74,0.7164111085891723,0.5982142857142857
62,0.03222579492361179,0.5245115684700012,80.01,0.5993984152793884,0.5982142857142857
63,0.031722995515381644,0.5221717102622986,75.76,0.737684997177124,0.5982142857142857
64,0.031217247179121367,0.5205125308609009,74.05,0.7901634540557861,0.5982142857142857
65,0.030708771752766397,0.5162637648677826,77.51,0.6558449480056763,0.5982142857142857
66,0.030197792270443988,0.5122162497711181,80.18,0.5986629150390625,0.5982142857142857
67,0.02968453286464312,0.5113244022750855,78.16,0.6511774867534638,0.5982142857142857
68,0.02916921866790256,0.5092661908149719,75.97,0.7604604338645935,0.5982142857142857
69,0.028652075714060296,0.5071507930755615,79.25,0.6233729454040527,0.5982142857142857
70,0.028133330839107608,0.5054739846038818,76.52,0.7115933637619019,0.5982142857142857
71,0.027613211581691346,0.498701081829071,81.59,0.5451191746711731,0.5982142857142857
72,0.02709194608330789,0.5004761317634583,78.7,0.6287807667732239,0.5982142857142857
73,0.02656976298823284,0.4980732824897766,79.27,0.6070659700870514,0.5982142857142857
74,0.026046891343229996,0.4969627095985413,76.95,0.7107598878860474,0.5982142857142857
75,0.025523560497083927,0.49408067907333375,79.5,0.6101958092689515,0.5982142857142857
76,0.025,0.49060263269424437,79.42,0.5929830477714538,0.5982142857142857
77,0.024476439502916086,0.48625654287338255,75.44,0.7430691333770751,0.5982142857142857
78,0.02395310865677001,0.48162262160301206,80.34,0.5866614755630493,0.5982142857142857
79,0.023430237011767174,0.48491705078125,78.36,0.653774711227417,0.5982142857142857
80,0.022908053916692112,0.47954376983642577,81.26,0.5589281832695008,0.5982142857142857
81,0.02238678841830867,0.47620529197692874,78.65,0.6418003293514252,0.5982142857142857
82,0.0218666691608924,0.47575629022598265,80.13,0.6024533864021301,0.5982142857142857
83,0.02134792428593972,0.4670640484237671,78.53,0.6380315656661988,0.5982142857142857
84,0.02083078133209744,0.4667135149383545,81.72,0.5503029952049255,0.5982142857142857
85,0.020315467135356886,0.46086420194625854,79.64,0.620542524433136,0.5982142857142857
86,0.019802207729556015,0.4572764845275879,77.87,0.6867162520408631,0.5982142857142857
87,0.019291228247233613,0.4561295308494568,81.13,0.5662145773410797,0.5982142857142857
88,0.018782752820878636,0.4543123391342163,78.62,0.6469317593574524,0.5982142857142857
89,0.018277004484618366,0.4561494650363922,82.27,0.5227584246635437,0.5982142857142857
90,0.017774205076388206,0.4485657536506653,79.21,0.6364920252799988,0.5982142857142857
91,0.017274575140626316,0.4405292195510864,81.2,0.5615487474441528,0.5982142857142857
92,0.01677833383153542,0.43964297315597534,82.89,0.5010778233528137,0.5982142857142857
93,0.016285698816954627,0.4381154591560364,82.41,0.5276642395973206,0.5982142857142857
94,0.01579688618288306,0.4357101833152771,78.29,0.6810224102497101,0.5982142857142857
95,0.015312110338697428,0.4332422735595703,81.7,0.5463345085144043,0.5982142857142857
96,0.014831583923104994,0.4248776155471802,82.94,0.49837211809158327,0.5982142857142857
97,0.014355517710873185,0.4222071327972412,83.5,0.5021647736549377,0.5982142857142857
98,0.01388412052037682,0.4198155047988892,83.15,0.5081064058303832,0.5982142857142857
99,0.013417599122003463,0.4148897562503815,82.42,0.5324842267990112,0.5982142857142857
100,0.012956158147457115,0.4196527869987488,84.09,0.4752031602859497,0.5982142857142857
101,0.012499999999999995,0.4108153861618042,82.76,0.5136699990272522,0.5982142857142857
102,0.012049324765671748,0.4043232879257202,83.23,0.5002607977867126,0.5982142857142857
103,0.01160433012552509,0.4079398469543457,80.43,0.5852511444091797,0.5982142857142857
104,0.0111652112689164,0.40354208345413206,83.69,0.4762057408332825,0.5982142857142857
105,0.010732160807889211,0.4004302765750885,83.12,0.49939741773605345,0.5982142857142857
106,0.010305368692688175,0.39531318932533266,82.65,0.522216081738472,0.5982142857142857
107,0.00988502212844063,0.39025620898246766,84.38,0.4731938491821289,0.5982142857142857
108,0.009471305493042243,0.3851858844614029,85.59,0.44129041275978087,0.5982142857142857
109,0.009064400256282757,0.3869422819328308,83.01,0.5023270346641541,0.5982142857142857
110,0.008664484900247372,0.38078485551834107,83.59,0.4864215905189514,0.5982142857142857
111,0.008271734841028545,0.3784858132743835,84.42,0.4786738790512085,0.5982142857142857
112,0.007886322351782783,0.373568775510788,81.64,0.5493986311912537,0.5982142857142857
113,0.007508416487165862,0.3702150372123718,84.32,0.46374450798034667,0.5982142857142857
114,0.007138183009179922,0.36971720193862917,84.62,0.46067264041900635,0.5982142857142857
115,0.006775784314464717,0.36388164328575134,85.12,0.4340460154533386,0.5982142857142857
116,0.006421379363065142,0.35517962191581726,85.72,0.4332603898286819,0.5982142857142857
117,0.006075123608706093,0.3551508351325989,85.04,0.4419498883247375,0.5982142857142857
118,0.005737168930605272,0.351505521440506,85.65,0.4322480607032776,0.5982142857142857
119,0.005407663566854007,0.34930452982902527,85.51,0.4421621684551239,0.5982142857142857
120,0.005086752049395094,0.3438385587978363,85.76,0.4315397608757019,0.5982142857142857
121,0.004774575140626317,0.343641559753418,85.92,0.41517345519065857,0.5982142857142857
122,0.004471269771657399,0.3398741438007355,86.28,0.40072051744461057,0.5982142857142857
123,0.004176968982247515,0.33727085671424867,86.25,0.4095477177619934,0.5982142857142857
124,0.0038918018624496233,0.33329738083839416,85.96,0.40953010473251344,0.5982142857142857
125,0.003615893495987335,0.32877215249061587,86.64,0.39871163759231565,0.5982142857142857
126,0.003349364905389038,0.32825893758773805,86.85,0.39642951259613035,0.5982142857142857
127,0.0030923329989034107,0.3242587564277649,86.73,0.3955954643726349,0.5982142857142857
128,0.0028449105192196317,0.3216735611915588,86.73,0.39877157154083254,0.5982142857142857
129,0.002607205994014683,0.318621707277298,87.0,0.38585896015167237,0.5982142857142857
130,0.0023793236883495163,0.31762376848220825,87.1,0.3843652952671051,0.5982142857142857
131,0.002161363558934981,0.3128125615024567,86.85,0.39429438233375547,0.5982142857142857
132,0.0019534212102874844,0.31418634139060975,87.16,0.386650350856781,0.5982142857142857
133,0.0017555878527937164,0.3079687640762329,87.09,0.3910932162284851,0.5982142857142857
134,0.0015679502627027138,0.3062716526412964,86.77,0.38863630661964416,0.5982142857142857
135,0.001390590744062975,0.30495305632591246,87.26,0.3839014012813568,0.5982142857142857
136,0.0012235870926211618,0.3034188603305817,87.43,0.37690708084106445,0.5982142857142857
137,0.001067012561698319,0.30098147694587707,87.26,0.37964848141670227,0.5982142857142857
138,0.0009209358300585474,0.29715103896141054,87.18,0.3795097694396973,0.5982142857142857
139,0.0007854209717842232,0.29247949892997743,87.25,0.3794806205749512,0.5982142857142857
