name,method,best_epoch_target,best_acc_target,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,seed,device
GETA_ONLY_ResNet20,GETA-only,144,87.65,87.65,0.3753566788673401,38948,38948,0.0,233021,40813184.0,14439628.0,35.37981256252881,2.8264705988270613,28879256.0,41792700416.0,3696544768.0,8.844953140632203,False,oto_layerwise,oto_layerwise,13.770084381103516,91.6102434237798,150,0.6,16,0.5982142857142857,7.999999913302335,1.0,0.005741841445507651,234,cuda
