name,method,best_epoch_target,best_acc_target,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,seed,device
GETA_ONLY_ResNet20,GETA-only,146,87.45,87.45,0.3820698654651642,39453,39453,0.0,234877,40813184.00000001,15570871.999999996,38.15157376596737,2.621123852280079,31141743.999999993,41792700416.00001,3986143231.999999,9.537893441491843,False,oto_layerwise,oto_layerwise,14.548369646072388,101.53179211616516,150,0.6,16,0.5982142857142857,7.999999891627919,1.0,0.00581095818514851,123,cuda
