name,method,best_epoch_target,best_acc_target,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,seed,device
GETA_ONLY_ResNet20,GETA-only,140,88.59,88.59,0.35231698927879335,42302,42302,0.0,244989,40813184.0,14560282.0,35.67543762329349,2.8030490068804985,29120564.0,41792700416.0,3727432192.0,8.918859405823373,False,oto_layerwise,oto_layerwise,13.42011570930481,92.9371862411499,150,0.6,16,0.5982142857142857,7.999999956651167,1.0,0.006010093588636003,345,cuda
