name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,kd_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_temperature,kd_weight,effective_kd_coeff,loss_formula,ce_downweighted,seed,device
GETA_VanillaKD_ResNet20_TinyImageNet200_S123,GETA+VanillaKD,ResNet20,TinyImageNet-200,52.02,100,33.25,7,33.74,33.25,100,33.25,2.8471890533447266,51469,51469,0.0,282553,163262976.0,38689280.0,23.697522211036997,4.2198504598689865,77378560.0,167181287424.0,10132930560.0,6.061043503212878,False,oto_layerwise,oto_layerwise,13.156142234802246,76.01012380017274,208.31578493118286,100,0.6,16,10,2,0.5982142857142857,8.409090909090908,0.9488636363636365,0.006001603689087046,True,3.0,0.08,0.72,"CE + KD_WEIGHT*T^2*batchmean_KL (additive, matches CIFAR-10/100 & paper Eq. 3)",False,123,cuda
