name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,kd_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_alpha_fixed,kd_temperature_fixed,loss_formula,seed,device
GETA_VanillaKD_ResNet20_TinyImageNet200_S123,GETA+VanillaKD,ResNet20,TinyImageNet-200,52.02,100,33.58,14,34.87,33.58,100,33.58,2.824221999,52024,52024,0,284857,163262976,39610880,24.26201027,4.121670006,79221760,1.67E+11,10233069568,6.120941958,FALSE,oto_layerwise,oto_layerwise,13.1670022,75.94743167,214.3997292,100,0.6,16,10,2,0.598214286,8.227272684,0.971590915,0.006622989,TRUE,0.5,4,"(1-alpha)*CE + alpha*T^2*KL, fixed alpha/T, no FD, no severity weighting",345,cuda
