name,method,model,dataset,teacher_acc,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,report_stabilize_epochs,kd_start_stable_epochs,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_after_target_stable,kd_alpha_fixed,kd_temperature_fixed,loss_formula,seed,device
GETA_VanillaKD_ResNet20_TinyImageNet200_S123,GETA+VanillaKD,ResNet20,TinyImageNet-200,52.02,96,33.64,2,33.71,33.64,96,33.64,2.852045986,51642,51642,0,282809,163262976,36315136,22.24333826,4.495728062,72630272,1.67181E+11,9530916864,5.700947164,FALSE,oto_layerwise,oto_layerwise,13.44965935,74.3513255,214.8213931,100,0.6,16,10,2,0.598214286,8.409090844,0.948863644,0.006009604,TRUE,0.5,4,"(1-alpha)*CE + alpha*T^2*KL, fixed alpha/T, no FD, no severity weighting",123,cuda
