name,method,model,dataset,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,seed,device
GETA_ONLY_VGG7_TinyImageNet200,GETA-only,VGG7,TinyImageNet-200,100,53.53,100,53.53,53.53,100,53.53,1.9988171669006347,789571,789571,0.0,3188764,2430177280.0000005,324234415.99999994,13.34200671977313,7.495124391730213,648468831.9999999,2488501534720.0005,83005687295.99998,False,4.539452791213989,220.29086896453202,357.2707774996758,100,0.6,16,0.5998883928571429,345,cuda
