name,method,model,dataset,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,seed,device
GETA_ONLY_VGG7_TinyImageNet200,GETA-only,VGG7,TinyImageNet-200,99,53.54,99,53.54,53.54,99,53.54,2.019764764404297,765542,765542,0.0,3092252,2430177280.0000005,332999832.0,13.702697113520868,7.29783335145947,665999664.0,2488501534720.0005,85249665792.0,False,4.5649659633636475,219.05968369217817,373.1962655464808,100,0.6,16,0.5998883928571429,234,cuda
