epoch,lr,train_loss,test_acc,test_loss,group_sparsity
1,0.05,2.7145309606933594,49.67,2.3192558853149414,0.0
2,0.04998766400914329,1.7936382151794434,46.29,2.285502296447754,0.0
3,0.04995066821070679,1.7465306701660157,44.03,2.397262684249878,0.0
4,0.049889049115077,1.8065638884735107,43.74,2.4177176502227784,0.0
5,0.04980286753286195,1.8605829329681396,39.16,2.677038567352295,0.0
6,0.04969220851487845,1.9014557391357423,40.51,2.575690453720093,0.0
7,0.049557181268217225,1.9413287997817994,38.82,2.634180709075928,0.0
8,0.049397919048468686,1.9577895796585083,39.8,2.6024391395568847,0.0
9,0.04921457902821578,1.9635823217773438,42.77,2.420334061050415,0.0
10,0.04900734214192358,1.9725222068023682,40.63,2.537412406539917,0.0
11,0.048776412907378844,1.9678154285430909,38.61,2.7329044036865233,0.0
12,0.04852201922385564,1.9679193685150147,40.14,2.5751447944641113,0.0
13,0.04824441214720629,1.97076677898407,41.14,2.503667527008057,0.0
14,0.04794386564209953,1.9596696516418457,41.88,2.456166150665283,0.0
15,0.04762067631165049,1.9554388272857666,36.91,2.787197720336914,0.0
16,0.047275163104709195,2.21023317779541,20.24,3.706732484817505,0.5998883928571429
17,0.04690766700109659,2.7687144845581053,29.39,3.1128101207733154,0.5998883928571429
18,0.046518550675098594,2.597061619720459,28.45,3.2791226722717286,0.5998883928571429
19,0.04610819813755038,2.508577185897827,35.99,2.781441798400879,0.5998883928571429
20,0.04567701435686405,2.454608248672485,33.86,2.876251791381836,0.5998883928571429
21,0.04522542485937369,2.420466598587036,35.42,2.8015307189941407,0.5998883928571429
22,0.04475387530939226,2.389185124053955,33.77,2.8475555881500245,0.5998883928571429
23,0.044262831069394735,2.364462706604004,33.28,3.0280778373718262,0.5998883928571429
24,0.043752776740761494,2.343106455612183,35.98,2.7653265869140626,0.5998883928571429
25,0.04322421568553529,2.329324631729126,34.85,2.8965709129333495,0.5998883928571429
26,0.04267766952966369,2.307900513153076,36.45,2.854518621444702,0.5998883928571429
27,0.04211367764821722,2.2929958231353758,37.36,2.7496810916900634,0.5998883928571429
28,0.0415327966330913,2.2813791528320313,37.25,2.7159188827514646,0.5998883928571429
29,0.040935599743717244,2.2666169968414307,36.17,2.747587373352051,0.5998883928571429
30,0.040322676341324415,2.2596818161010743,35.83,2.7923572959899903,0.5998883928571429
31,0.03969463130731184,2.2457475731658936,40.23,2.555004585266113,0.5998883928571429
32,0.03905208444630327,2.2348199055480955,39.18,2.6213344146728517,0.5998883928571429
33,0.038395669874474916,2.228439508895874,37.5,2.818771068954468,0.5998883928571429
34,0.03772603539375929,2.214616492462158,39.72,2.6125576217651365,0.5998883928571429
35,0.037043841852542884,2.2066135095214845,38.26,2.617520560836792,0.5998883928571429
36,0.03634976249348867,2.1895430786895753,38.77,2.6754284370422363,0.5998883928571429
37,0.03564448228912682,2.187568883666992,36.82,2.7907888526916502,0.5998883928571429
38,0.034928697265869516,2.1748520218658447,39.17,2.633245916748047,0.5998883928571429
39,0.03420311381711696,2.1661357942962645,38.59,2.6581519165039063,0.5998883928571429
40,0.033468448006132294,2.1571088671875,39.53,2.5806303688049317,0.5998883928571429
