name,method,model,dataset,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_fallback_used,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,sparsity_first_hit_epoch,final_group_sparsity,seed,device
GETA_ONLY_VGG7_TinyImageNet200,GETA-only,VGG7,TinyImageNet-200,100,54.17,100,54.17,54.17,100,54.17,1.9912955200195313,787584,787584,0.0,3180508,2430177280.0000005,328526967.99999994,13.518642063841526,7.3971926712573595,657053935.9999999,2488501534720.0005,84104587007.99998,False,4.413741827011108,226.5651320791408,359.6421224196752,100,0.6,16,0.5998883928571429,123,cuda
