name,model,dataset,best_epoch,best_acc,test_acc_best_ckpt,test_loss_best_ckpt,dense_params,nonzero_params,param_sparsity_literal,macs,flops,bops_full_precision,model_size_bytes,train_minutes,epochs,batch_size,lr,momentum,weight_decay,seed,device,latency_ms_bs1_device,fps_bs1_device,checkpoint_path
Baseline_ResNet56_CIFAR10,ResNet56,CIFAR-10,198,94.29,94.29,0.24586199893951416,855770,855770,0.0,125747840.0,251495680.0,128765788160.0,3560807,99.1538275718689,200,128,0.1,0.9,0.0005,123,cuda,6.986210346221924,143.13911984353442,/kaggle/working/baseline_resnet56_cifar10_out/baseline_resnet56_cifar10_best.pt
