name,method,model,dataset,init_acc_quantized_student,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,report_stabilize_epochs,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,loss_formula,seed,device
GETA_ONLY_VGG7_CIFAR100_COMPRESSED,GETA-only,VGG7,CIFAR-100,1.08,149,63.76,2,64.63,63.76,149,63.76,1.345571971988678,158917,158917,0.0,662349,152790016.0,27565507.999999996,18.041432759585543,5.542797034612967,55131015.99999999,156456976384.0,7056770047.999999,4.510358189896386,False,oto_layerwise,oto_layerwise,4.26449179649353,234.4945301154637,50.924444409211475,150,0.6,10,16,0.5993303571428571,7.999999931880406,1.0,0.011687786850546087,CE only,234,cuda
