name,method,model,dataset,init_acc_quantized_student,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,report_stabilize_epochs,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,loss_formula,seed,device
GETA_ONLY_ResNet56_TinyImageNet200,GETA-only,ResNet56,TinyImageNet-200,0.52,100,50.28,100,50.28,50.28,100,50.28,2.0407857387542725,868294,558214,0.35711406505169907,1281197,503001600.0000001,503001600.0000001,100.0,1.0,1006003200.0000002,515073638400.0001,134825394176.00003,26.175945364786116,False,oto_layerwise,oto_layerwise,38.430927991867065,26.020709159342307,521.5958355545997,100,0.6,10,16,0.6,8.379310311942264,0.952586211007217,0.015745700686239164,CE only,123,cuda
