epoch,lr,stage,train_loss,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error
1,0.05,warm-up,2.3717276356506347,42.45,2.445988083267212,0.0,12.55813794300474,0.43023275712440756,0.0005206639645420643
2,0.04998766400914329,warm-up,2.020126262893677,43.32,2.3968047523498535,0.0,12.73216515573962,0.40847935553254744,0.0007431059753436723
3,0.04995066821070679,warm-up,2.042151961288452,40.33,2.4945999225616453,0.0,11.984437424561072,0.501945321929866,0.001063613014131832
4,0.049889049115077,warm-up,2.085607822036743,39.65,2.533665160751343,0.0,11.435907462547565,0.5705115671815544,0.001304626218914109
5,0.04980286753286195,warm-up,2.12709373840332,38.54,2.543751665496826,0.0,11.565579101957123,0.5543026122553596,0.0014952051317881688
6,0.04969220851487845,warm-up,2.1547696868896486,37.31,2.6470133819580077,0.0,11.237371625571415,0.5953285468035732,0.0017911429630153293
7,0.049557181268217225,warm-up,2.1778225089263916,39.84,2.534969424819946,0.0,11.422354854386429,0.5722056432016964,0.0017794201326586546
8,0.049397919048468686,warm-up,2.1904487468719482,37.23,2.6370709953308107,0.0,11.321923584773623,0.5847595519032971,0.0019427113921611484
9,0.04921457902821578,warm-up,2.1962806676483155,38.34,2.579378077316284,0.0,11.124450321855216,0.609443709768098,0.0020245300977710452
10,0.04900734214192358,warm-up,2.204473791503906,36.9,2.6319656818389894,0.0,10.99676983931969,0.6254037700850388,0.0023469295547833844
11,0.048776412907378844,projection,2.209325626449585,33.29,2.912832287979126,0.0,8.070056323347421,0.9912429595815724,0.042220676585055995
12,0.04852201922385564,projection,2.2127373752212525,39.23,2.5143585033416747,0.0,8.342905373408877,0.9571368283238904,0.041246306857319316
13,0.04824441214720629,projection,2.210351517944336,36.6,2.680624613189697,0.0,8.484741819315943,0.9394072725855072,0.04065319252005164
14,0.04794386564209953,projection,2.1993828705596923,33.92,2.849514977645874,0.0,8.569669098689639,0.9287913626637951,0.04038391180130462
15,0.04762067631165049,projection,2.205213779449463,36.11,2.7687379261016845,0.0,8.990944582840491,0.8761319271449386,0.0397617078746698
16,0.047275163104709195,joint,2.595897028656006,14.65,3.8939484004974365,0.6,8.318249200952463,0.9602188498809421,0.040926226237452304
17,0.04690766700109659,joint,3.0305510092163086,19.05,3.733401686477661,0.6,8.275862027858865,0.9655172465176418,0.04069713454577884
18,0.046518550675098594,joint,2.8652321601104735,25.55,3.176322060394287,0.6,8.275862036080197,0.9655172454899754,0.040680180580981454
19,0.04610819813755038,joint,2.7849325239562988,23.13,3.3775364906311034,0.6,8.275862003194876,0.9655172496006406,0.04071391025148727
20,0.04567701435686405,joint,2.739264907608032,30.28,2.9441580192565917,0.6,8.275862027858865,0.9655172465176418,0.04080653704864248
21,0.04522542485937369,joint,2.701104384918213,29.79,2.9886192947387697,0.6,8.275862044301526,0.9655172444623092,0.04092225259593563
22,0.04475387530939226,joint,2.6737013346862795,26.37,3.289633655166626,0.6,8.275861994973544,0.965517250628307,0.041088808960288034
23,0.044262831069394735,joint,2.650975570449829,27.79,3.052461540222168,0.6,8.275862036080197,0.9655172454899754,0.04119308680458525
24,0.043752776740761494,joint,2.631062110519409,25.33,3.3624161113739013,0.6,8.275861994973544,0.965517250628307,0.041305469493626984
25,0.04322421568553529,joint,2.6203928593444825,27.38,3.233259537124634,0.6,8.275862044301526,0.9655172444623092,0.0413509426691387
26,0.04267766952966369,joint,2.6022244425964356,27.22,3.1555523014068605,0.6,8.275862052522857,0.9655172434346428,0.04139076432436038
27,0.04211367764821722,joint,2.5943519343566894,31.16,2.883092246246338,0.6,8.275862052522857,0.9655172434346428,0.041385381863953734
28,0.0415327966330913,joint,2.572807092666626,34.3,2.754166993713379,0.6,8.275862027858865,0.9655172465176418,0.04131522068180174
29,0.040935599743717244,joint,2.5689635121917727,30.24,2.959710557937622,0.6,8.275862019637536,0.965517247545308,0.04124055550124333
30,0.040322676341324415,joint,2.5563429248428347,33.01,2.8279128959655764,0.6,8.275862060744187,0.9655172424069767,0.04109831590505703
31,0.03969463130731184,joint,2.5503980030822753,30.37,2.9771601554870606,0.6,8.275861986752215,0.9655172516559731,0.04088322261495639
32,0.03905208444630327,joint,2.5372394648742675,32.99,2.8496797889709473,0.6,8.275862036080197,0.9655172454899754,0.04066206087111778
33,0.038395669874474916,joint,2.527369740905762,26.1,3.190044079589844,0.6,8.275862027858865,0.9655172465176418,0.04032858776870012
34,0.03772603539375929,joint,2.517492379074097,35.0,2.7478009658813476,0.6,8.275862036080197,0.9655172454899754,0.03989842523228346
35,0.037043841852542884,joint,2.50996649017334,29.32,3.0971316442489623,0.6,8.275862027858865,0.9655172465176418,0.039438036314612485
36,0.03634976249348867,joint,2.5007537881469726,35.69,2.6738009696960447,0.6,8.275862036080197,0.9655172454899754,0.03891307139441354
37,0.03564448228912682,joint,2.4920085544586184,33.08,2.848412075805664,0.6,8.275862019637536,0.965517247545308,0.038365400253790635
38,0.034928697265869516,joint,2.482516824798584,35.07,2.750206819152832,0.6,8.275862027858865,0.9655172465176418,0.037667100703161205
39,0.03420311381711696,joint,2.4675208905029296,32.82,2.8773176849365236,0.6,8.275862036080197,0.9655172454899754,0.0369752868989989
40,0.033468448006132294,joint,2.4567009857940674,34.8,2.7468112728118896,0.6,8.275862036080197,0.9655172454899754,0.036169948251042625
41,0.032725424859373686,joint,2.4473043553924563,36.11,2.6781114486694335,0.6,8.275862019637536,0.965517247545308,0.03531066989847988
42,0.03197477765098074,joint,2.435930417137146,31.07,2.9617918674468995,0.6,8.275862027858865,0.9655172465176418,0.03436660841469267
43,0.031217247179121367,joint,2.43042835395813,32.91,2.8650713302612303,0.6,8.275862036080197,0.9655172454899754,0.033445998638921906
44,0.03045358103491357,joint,2.419967625961304,36.68,2.6406088481903076,0.6,8.275862019637536,0.965517247545308,0.032392643827644715
45,0.02968453286464312,joint,2.408624073944092,36.13,2.693224315261841,0.6,8.275862019637536,0.965517247545308,0.03132060813669802
46,0.028910861626005774,joint,2.400842864456177,35.89,2.6719280319213867,0.6,8.275862044301526,0.9655172444623092,0.030273976304234992
47,0.028133330839107615,joint,2.385135086975098,35.79,2.67136434135437,0.6,8.275862011416205,0.9655172485729744,0.029189649503681532
