epoch,lr,stage,train_loss,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error
1,0.05,warm-up,2.368387161064148,43.74,2.3838326053619383,0.0,12.222249392805429,0.4722188258993214,0.0005971537576759576
2,0.04998766400914329,warm-up,2.0188792273712157,41.86,2.480027312850952,0.0,12.103859325935101,0.48701758425811237,0.000831747450245486
3,0.04995066821070679,warm-up,2.044377813339233,40.01,2.5762030380249024,0.0,11.474933525611615,0.5656333092985482,0.0012392981053494785
4,0.049889049115077,warm-up,2.0918186238098144,37.41,2.6636005867004395,0.0,11.258671201508621,0.5926660998114224,0.0016105109504687318
5,0.04980286753286195,warm-up,2.122957739944458,39.64,2.528606153869629,0.0,11.29939707394304,0.5875753657571201,0.001808771040017611
6,0.04969220851487845,warm-up,2.1573911614227295,33.43,2.833564865112305,0.0,11.617233506564435,0.5478458116794456,0.0016329139711645881
7,0.049557181268217225,warm-up,2.17912145942688,34.86,2.740305648803711,0.0,11.309100151062012,0.5863624811172485,0.0016254390616785741
8,0.049397919048468686,warm-up,2.1884742155456545,37.53,2.6072978309631347,0.0,11.576368644319732,0.5529539194600335,0.001661791145053639
9,0.04921457902821578,warm-up,2.1986082443237303,36.77,2.669304211807251,0.0,11.519871078688523,0.5600161151639347,0.0017152170386710152
10,0.04900734214192358,warm-up,2.2099437310028076,36.4,2.697214235305786,0.0,11.21587503367457,0.5980156207906788,0.0019702138624029895
11,0.048776412907378844,projection,2.207776059341431,37.17,2.6272442642211913,0.0,8.075193405151367,0.9906008243560791,0.04213853651919792
12,0.04852201922385564,projection,2.2069447341156008,38.55,2.5621942531585695,0.0,8.308962682197834,0.9613796647252708,0.0412528165354144
13,0.04824441214720629,projection,2.211390654449463,37.18,2.645479040145874,0.0,8.584817475286023,0.9268978155892471,0.040727590843520796
14,0.04794386564209953,projection,2.202932539138794,37.73,2.640133945083618,0.0,8.635391284679544,0.920576089415057,0.040225657768221595
15,0.04762067631165049,projection,2.200445484161377,37.43,2.6267842239379884,0.0,8.736140645783523,0.9079824192770596,0.039760675533272026
16,0.047275163104709195,joint,2.6043502027130128,15.42,4.1594199935913085,0.6,8.403756832254343,0.9495303959682071,0.04075538731116375
17,0.04690766700109659,joint,3.0663358164978027,26.26,3.16780354385376,0.6,8.379310287278274,0.9525862140902157,0.040480834236034755
18,0.046518550675098594,joint,2.8959781620788574,28.83,3.0287675659179687,0.6,8.379310295499604,0.9525862130625495,0.04043610935858129
19,0.04610819813755038,joint,2.825692110824585,27.49,3.1363588550567627,0.6,8.379310303720935,0.9525862120348831,0.04049278087612989
20,0.04567701435686405,joint,2.7715456925964355,30.79,2.9600004146575927,0.6,8.379310303720935,0.9525862120348831,0.04058412010125947
21,0.04522542485937369,joint,2.732440242843628,25.67,3.326635622406006,0.6,8.379310295499604,0.9525862130625495,0.04071403914326035
22,0.04475387530939226,joint,2.7057599127197265,30.8,2.9603619571685793,0.6,8.379310287278274,0.9525862140902157,0.04086184594992835
23,0.044262831069394735,joint,2.682589814453125,24.29,3.384774765396118,0.6,8.379310279056943,0.9525862151178821,0.04099075109778166
24,0.043752776740761494,joint,2.667874651184082,26.75,3.2025815341949464,0.6,8.379310262614283,0.9525862171732147,0.04113923224723331
25,0.04322421568553529,joint,2.6500162844085695,27.31,3.1949762336730956,0.6,8.379310279056943,0.9525862151178821,0.041234729473414285
26,0.04267766952966369,joint,2.630660679779053,29.4,3.0207857845306396,0.6,8.379310295499604,0.9525862130625495,0.04134260300364289
27,0.04211367764821722,joint,2.6204882180786133,30.89,2.948016272354126,0.6,8.379310320163595,0.9525862099795506,0.04141784025509867
28,0.0415327966330913,joint,2.604605530166626,31.22,2.9545227672576906,0.6,8.379310303720935,0.9525862120348831,0.04149999206384289
29,0.040935599743717244,joint,2.592550828933716,31.1,2.8869211669921877,0.6,8.379310303720935,0.9525862120348831,0.04152526451702018
30,0.040322676341324415,joint,2.5829921882629394,33.4,2.770654486465454,0.6,8.379310311942264,0.952586211007217,0.04144073285643366
31,0.03969463130731184,joint,2.5781056873321533,33.43,2.811742094039917,0.6,8.379310295499604,0.9525862130625495,0.04138009492481266
32,0.03905208444630327,joint,2.569031023864746,25.81,3.3440480377197264,0.6,8.379310287278274,0.9525862140902157,0.04125543957546412
33,0.038395669874474916,joint,2.551778221359253,30.23,3.0319394691467285,0.6,8.379310303720935,0.9525862120348831,0.04104829736955196
34,0.03772603539375929,joint,2.539421064453125,34.44,2.788577886581421,0.6,8.379310303720935,0.9525862120348831,0.04069795910921109
35,0.037043841852542884,joint,2.539245559158325,33.23,2.8382968227386476,0.6,8.379310295499604,0.9525862130625495,0.04031599149639355
36,0.03634976249348867,joint,2.526517604370117,31.23,3.001247792053223,0.6,8.379310270835614,0.9525862161455483,0.03987690920898706
37,0.03564448228912682,joint,2.5101178202819825,32.6,2.831632977104187,0.6,8.379310295499604,0.9525862130625495,0.03935203936698819
38,0.034928697265869516,joint,2.5067424709320067,33.45,2.8194139430999754,0.6,8.379310303720935,0.9525862120348831,0.03876270422540367
39,0.03420311381711696,joint,2.496844746551514,30.32,2.986387913131714,0.6,8.379310295499604,0.9525862130625495,0.03812413232638748
40,0.033468448006132294,joint,2.4856643276977537,34.85,2.7122042976379395,0.6,8.379310279056943,0.9525862151178821,0.03743994184208467
41,0.032725424859373686,joint,2.4743102812957765,31.36,2.97277360496521,0.6,8.379310311942264,0.952586211007217,0.03665515722643374
42,0.03197477765098074,joint,2.4681457885742186,35.87,2.701543759918213,0.6,8.379310295499604,0.9525862130625495,0.03581543112222458
43,0.031217247179121367,joint,2.451247974700928,32.64,2.84523067779541,0.6,8.379310295499604,0.9525862130625495,0.03492907209398669
44,0.03045358103491357,joint,2.4453216362762453,35.65,2.6473140285491943,0.6,8.379310328384925,0.9525862089518844,0.033888176778047174
45,0.02968453286464312,joint,2.433800443572998,34.27,2.8115332733154297,0.6,8.379310303720935,0.9525862120348831,0.0328686342400076
46,0.028910861626005774,joint,2.4230268739318848,34.81,2.7944396110534666,0.6,8.379310320163595,0.9525862099795506,0.03163748929690922
47,0.028133330839107615,joint,2.413534942855835,31.51,3.0913201133728028,0.6,8.379310320163595,0.9525862099795506,0.030601064810043054
48,0.02735270783296286,joint,2.4044072357940673,33.54,2.8349166976928712,0.6,8.379310320163595,0.9525862099795506,0.029521149471766567
49,0.02656976298823284,joint,2.3928127296447754,37.06,2.621538858795166,0.6,8.379310320163595,0.9525862099795506,0.028469491703840017
50,0.02578526897695321,joint,2.3808632830810548,38.51,2.57168945350647,0.6,8.379310336606256,0.952586207924218,0.027328020432396474
51,0.025,joint,2.3702854975128176,36.46,2.632584965133667,0.6,8.379310295499604,0.9525862130625495,0.026332928816155947
52,0.024214731023046793,joint,2.3581336154174806,35.38,2.770446170806885,0.6,8.379310279056943,0.9525862151178821,0.025276599785090312
53,0.023430237011767167,joint,2.346141835632324,37.55,2.5966147850036623,0.6,8.379310311942264,0.952586211007217,0.024385764404073484
54,0.022647292167037144,joint,2.3378382640838624,38.42,2.565980941772461,0.6,8.379310279056943,0.9525862151178821,0.0235429545944767
55,0.0218666691608924,joint,2.3252658791351317,40.68,2.4636277645111084,0.6,8.379310311942264,0.952586211007217,0.02266307938683555
56,0.021089138373994232,joint,2.313812174911499,40.1,2.5200170223236085,0.6,8.379310270835614,0.9525862161455483,0.021833989099833754
57,0.020315467135356886,joint,2.2991034581756593,39.72,2.4901390197753908,0.6,8.379310303720935,0.9525862120348831,0.02112435959861753
58,0.019546418965086444,joint,2.293792797241211,40.86,2.457016876220703,0.6,8.379310287278274,0.9525862140902157,0.020431633438546988
59,0.01878275282087863,joint,2.278516326751709,39.01,2.5016824520111083,0.6,8.379310320163595,0.9525862099795506,0.019846218857907383
60,0.018025222349019272,joint,2.2667923039245603,39.68,2.51314787979126,0.6,8.379310328384925,0.9525862089518844,0.019301495057178562
61,0.017274575140626323,joint,2.2534920642852785,40.95,2.475331048965454,0.6,8.379310328384925,0.9525862089518844,0.018779638736180663
62,0.016531551993867716,joint,2.2424022200012206,38.36,2.5678155488967898,0.6,8.379310303720935,0.9525862120348831,0.018297959994204558
63,0.01579688618288306,joint,2.227416654129028,39.55,2.512871675491333,0.6,8.379310303720935,0.9525862120348831,0.017855504485538583
64,0.015071302734130482,joint,2.215133835220337,40.13,2.5141291625976563,0.6,8.379310303720935,0.9525862120348831,0.017505259405629754
65,0.014355517710873185,joint,2.1995312049102784,41.25,2.417516176986694,0.6,8.379310287278274,0.9525862140902157,0.017145884768227305
66,0.013650237506511332,cool-down,2.1869248108673096,39.79,2.5102952976226804,0.6,8.379310328384925,0.9525862089518844,0.016886199930892316
67,0.012956158147457115,cool-down,2.1734798515319826,42.73,2.358751640319824,0.6,8.379310328384925,0.9525862089518844,0.016612223198975325
68,0.012273964606240717,cool-down,2.15942473236084,42.16,2.3859841171264646,0.6,8.379310279056943,0.9525862151178821,0.0163903807657216
69,0.01160433012552508,cool-down,2.1437537232208252,43.95,2.321129080963135,0.6,8.379310311942264,0.952586211007217,0.016160808475528216
70,0.010947915553696733,cool-down,2.1315917375183107,42.54,2.383958414077759,0.6,8.379310336606256,0.952586207924218,0.01597147222993769
71,0.010305368692688175,cool-down,2.1109007995224,43.76,2.3636003349304198,0.6,8.379310311942264,0.952586211007217,0.015851757696886577
72,0.009677323658675586,cool-down,2.0992461218261718,43.73,2.3240799354553223,0.6,8.379310287278274,0.9525862140902157,0.015735406273021176
73,0.009064400256282757,cool-down,2.0860562697601317,43.57,2.312608260345459,0.6,8.379310295499604,0.9525862130625495,0.01563185245974916
74,0.008467203366908708,cool-down,2.0655805577850344,43.26,2.359708351898193,0.6,8.379310328384925,0.9525862089518844,0.015544619187432244
75,0.007886322351782783,cool-down,2.0496757353973387,43.59,2.3108013973236083,0.6,8.379310320163595,0.9525862099795506,0.015485636237607866
76,0.0073223304703363135,cool-down,2.0372283947372436,44.48,2.3073966232299803,0.6,8.379310320163595,0.9525862099795506,0.01542586311577585
77,0.006775784314464717,cool-down,2.0189374851989745,45.95,2.2338157852172853,0.6,8.379310311942264,0.952586211007217,0.015347569278674734
78,0.0062472232592385105,cool-down,2.003173376312256,46.15,2.217143112182617,0.6,8.379310320163595,0.9525862099795506,0.015347248136973657
79,0.005737168930605272,cool-down,1.9836279372406005,45.53,2.2534244956970215,0.6,8.379310303720935,0.9525862120348831,0.015315585715520096
80,0.00524612469060774,cool-down,1.9657459168624878,45.93,2.217511923980713,0.6,8.379310295499604,0.9525862130625495,0.015286498762274277
