name,method,model,dataset,seed,teacher_acc,teacher_loss,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,train_minutes,epochs,target_group_sparsity,report_stabilize_epochs,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_type,kd_after_target_stable,vanilla_kd_start_stable_epochs,kd_temperature,kd_weight,effective_kd_coeff,loss_formula,ce_downweighted,device
GETA_VANILLA_KD_ResNet56_CIFAR100,GETA+vanilla_KD,ResNet56,CIFAR-100,345,73.03,1.0989352783203126,149,68.7,149,68.7,68.7,149,68.7,1.1578801132202148,270876,270876,0.0,1289069,125753600.00000001,39155711.99999999,31.136851748180558,3.211628484753388,78311423.99999999,128771686400.00002,10265690111.999998,7.9720087536261355,False,oto_layerwise,227.70753122965496,150,0.6,10,16,0.6,8.155172348022461,0.9806034564971924,0.029149043714980883,vanilla_batchmean_KL,True,2,3.0,0.08,0.72,CE + KD_WEIGHT*T^2*batchmean_KL,False,cuda
