epoch,lr,train_loss,test_loss,test_acc
69,0.05,0.24917528089523316,0.570815470123291,83.25
70,0.05,0.24737105030059814,0.5642358241558075,82.38
71,0.05,0.25885644028663635,0.41623844900131224,86.4
72,0.05,0.24951742694854737,0.6435176843643189,80.94
73,0.05,0.24883707086563112,0.4738734167575836,84.98
74,0.05,0.24755367918014526,0.46924114742279055,84.83
75,0.05,0.24581928057193755,0.42740171699523927,86.24
76,0.05,0.24985187929153443,0.5126794526100159,83.49
77,0.05,0.2502072844171524,0.5938002393722535,82.17
78,0.05,0.2530670541381836,0.4265587393283844,85.7
79,0.05,0.24535782137870787,0.6508254168510437,79.73
80,0.05,0.2531679096889496,0.497998593711853,84.68
81,0.05,0.24901701256752015,0.5132123832702636,84.01
82,0.05,0.25152346180438995,0.448869851732254,85.25
83,0.05,0.24790768495559692,0.6180542194366455,81.58
84,0.05,0.24664880652427673,0.4714042555809021,84.62
85,0.05,0.2425582556915283,0.6460342672348023,80.87
86,0.05,0.2466246279335022,0.49312060708999633,84.58
87,0.05,0.2428153135061264,0.5547960451126098,83.44
88,0.05,0.24439552167892456,0.6461496326446533,80.23
89,0.05,0.24256924060821533,0.7013680710792541,80.59
90,0.05,0.24981058050155638,0.5157691498756408,84.22
91,0.05,0.24806127642154693,0.45149870977401735,85.76
92,0.05,0.24450599091529845,0.6488675726413726,80.82
93,0.05,0.25127281366348264,0.4836054182052612,84.72
94,0.05,0.23857549863815308,0.5087643232345581,83.7
95,0.05,0.24123427070617676,0.5815121866703034,81.7
96,0.05,0.2428535270500183,0.5067203741073608,83.94
97,0.05,0.24752099982261658,0.5715126614570618,81.52
98,0.05,0.24703012114524842,0.502412295627594,83.99
99,0.05,0.24351704778671265,0.40420849137306214,87.0
100,0.05,0.24531703031539917,0.6657917988777161,79.68
101,0.05,0.24104801803588868,0.49685594987869264,83.96
102,0.05,0.2423553364944458,0.7623316002845764,78.8
103,0.05,0.24775284113883972,0.5860776266098022,81.54
104,0.05,0.2421970411491394,0.5419707242488861,82.72
105,0.05,0.24279517009735108,0.46239880723953247,84.79
106,0.05,0.24068479166984558,0.5450309079170227,83.17
107,0.05,0.24025843932151794,0.4522244194984436,84.84
108,0.05,0.2488814699459076,0.7004679064750672,80.96
109,0.05,0.23986295335769653,0.511415910243988,84.78
110,0.05,0.24620037015914917,0.6255021080970764,80.82
111,0.05,0.24623941635131835,0.4674383739233017,84.95
112,0.05,0.23763406600952147,0.554616728401184,82.21
113,0.05,0.23875235934257508,0.48575657787322996,84.37
114,0.05,0.2383478417110443,0.644429541349411,79.89
115,0.05,0.23874211345672608,0.4948510688781738,84.39
116,0.05,0.2448863527584076,0.6672865859508514,79.86
117,0.05,0.23918251688957215,0.5937963703155518,82.57
118,0.05,0.2361500431537628,0.5174726163864136,83.16
119,0.05,0.2447868438911438,0.6679728255271912,80.42
120,0.005000000000000001,0.24027330960273743,0.6227342337608337,81.74
121,0.005000000000000001,0.14035903465270996,0.24692898026704788,91.59
122,0.005000000000000001,0.10318316132545471,0.24348580372333525,91.71
123,0.005000000000000001,0.09044238139867783,0.23399532227516173,92.02
124,0.005000000000000001,0.08191942670106887,0.2386539581179619,91.87
125,0.005000000000000001,0.07549242326498032,0.23279542542696,92.19
126,0.005000000000000001,0.0702529034948349,0.24050366374254226,91.99
127,0.005000000000000001,0.06601250064849853,0.2450182256579399,92.19
128,0.005000000000000001,0.06177404050588608,0.23839483919143678,91.93
129,0.005000000000000001,0.05752029742240906,0.23782742525339126,92.36
130,0.005000000000000001,0.05360648583471775,0.2390476177215576,92.27
131,0.005000000000000001,0.050860179624557494,0.2442787134051323,92.14
132,0.005000000000000001,0.04881167929172516,0.2476562034904957,92.11
133,0.005000000000000001,0.04756123157739639,0.24867812913656234,92.08
134,0.005000000000000001,0.04499916750431061,0.2494646234512329,92.08
135,0.005000000000000001,0.04362082434892654,0.2660232168316841,91.9
136,0.005000000000000001,0.040619968147277835,0.24735295196771623,92.41
137,0.005000000000000001,0.037541479580402375,0.25304976066350937,92.48
138,0.005000000000000001,0.03716939158678055,0.24997483440637588,92.17
139,0.005000000000000001,0.03704765826940536,0.25312118136882783,92.18
140,0.005000000000000001,0.03559101575732231,0.26376941195726394,92.14
141,0.005000000000000001,0.03407954292297363,0.25223954608440396,92.3
142,0.005000000000000001,0.03236337154150009,0.2563498613834381,92.28
143,0.005000000000000001,0.03150709817647934,0.25888699316978453,92.48
144,0.005000000000000001,0.029661631588935852,0.25721914585232736,92.09
145,0.005000000000000001,0.03130150212883949,0.26249602428674695,92.13
146,0.005000000000000001,0.0272008401286602,0.2553218559145927,92.4
147,0.005000000000000001,0.0282075728726387,0.2571115285038948,92.16
148,0.005000000000000001,0.02761244127690792,0.261567431242764,91.99
149,0.005000000000000001,0.026254687308073045,0.2583838780760765,92.14
150,0.005000000000000001,0.025581600155830383,0.25633653448820115,92.27
151,0.005000000000000001,0.02542513874769211,0.2573288211941719,92.2
152,0.005000000000000001,0.02449163560628891,0.26075027520656585,92.29
153,0.005000000000000001,0.02487793778836727,0.26220783534049985,92.3
154,0.005000000000000001,0.023895108977258207,0.2674302763223648,92.08
155,0.005000000000000001,0.024742723011374472,0.2695947926521301,92.29
156,0.005000000000000001,0.02401873114705086,0.25633764662742614,92.49
157,0.005000000000000001,0.023676864681243897,0.2784757797718048,91.92
158,0.005000000000000001,0.023400635914206505,0.2606169751167297,92.12
159,0.005000000000000001,0.0235917576444149,0.2678240311861038,92.17
160,0.0005000000000000001,0.02221963712453842,0.27506106889247894,91.95
161,0.0005000000000000001,0.018266781891584396,0.25320357807874677,92.46
162,0.0005000000000000001,0.017012690266370773,0.2517227934718132,92.36
163,0.0005000000000000001,0.016444260258078575,0.2520773595511913,92.48
164,0.0005000000000000001,0.016157204912900926,0.25083915333747864,92.5
165,0.0005000000000000001,0.015761829627752303,0.2547140293955803,92.51
166,0.0005000000000000001,0.015434222492277622,0.25159020680785177,92.49
167,0.0005000000000000001,0.015215041930675506,0.2527219473063946,92.42
168,0.0005000000000000001,0.01528012483537197,0.25214730639457705,92.53
169,0.0005000000000000001,0.014756746324300766,0.24910182032585143,92.6
170,0.0005000000000000001,0.01477419219493866,0.25024272487163546,92.52
171,0.0005000000000000001,0.014187134092152118,0.2516148072719574,92.47
172,0.0005000000000000001,0.014965531062483788,0.25123654411435126,92.45
173,0.0005000000000000001,0.014652293621748686,0.252208034992218,92.44
174,0.0005000000000000001,0.014228502004146576,0.2531535452723503,92.45
175,0.0005000000000000001,0.014108955223560333,0.2517587936162949,92.49
176,0.0005000000000000001,0.013579500239789486,0.25077520496845246,92.43
177,0.0005000000000000001,0.014046172028779983,0.25170425392389295,92.43
178,0.0005000000000000001,0.014085892828851938,0.254854764097929,92.52
179,0.0005000000000000001,0.013886912599802017,0.25062038977742196,92.45
180,0.0005000000000000001,0.014083575863242149,0.25181749321818353,92.6
181,0.0005000000000000001,0.013372345780730247,0.25353549700379374,92.54
182,0.0005000000000000001,0.01317867853820324,0.2534677982807159,92.52
183,0.0005000000000000001,0.01402922017365694,0.2518890841305256,92.47
184,0.0005000000000000001,0.013631525068879128,0.2518672342479229,92.57
185,0.0005000000000000001,0.013494299914985896,0.2503651115000248,92.55
186,0.0005000000000000001,0.013064342675209045,0.2501191761136055,92.59
187,0.0005000000000000001,0.01367988724589348,0.24948345620036125,92.58
188,0.0005000000000000001,0.01297460328400135,0.2530629395008087,92.42
189,0.0005000000000000001,0.013516745418906212,0.2515434335231781,92.52
190,0.0005000000000000001,0.013081614273190498,0.2511630530714989,92.57
191,0.0005000000000000001,0.013634205486178398,0.25131283491253853,92.62
192,0.0005000000000000001,0.01259036566734314,0.2511486550986767,92.52
193,0.0005000000000000001,0.013076322458088398,0.25038400564193725,92.62
194,0.0005000000000000001,0.013028644812107085,0.25184449086785315,92.48
195,0.0005000000000000001,0.01305634486079216,0.2521715554475784,92.62
196,0.0005000000000000001,0.012879124644696713,0.2529717136144638,92.55
197,0.0005000000000000001,0.012906882013380527,0.251932159948349,92.53
198,0.0005000000000000001,0.01331583000510931,0.2509435045003891,92.53
199,0.0005000000000000001,0.012985460582375527,0.25440268374681474,92.54
200,0.0005000000000000001,0.012727163587659598,0.2523243536174297,92.46
