name,method,model,dataset,seed,teacher_acc,teacher_loss,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,train_minutes,epochs,target_group_sparsity,report_stabilize_epochs,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,kd_type,kd_after_target_stable,vanilla_kd_start_stable_epochs,kd_temperature,kd_weight,effective_kd_coeff,loss_formula,ce_downweighted,device
GETA_VANILLA_KD_ResNet20_CIFAR10,GETA+vanilla_KD,ResNet20,CIFAR-10,123,92.96,0.2574223837375641,146,87.73,146,87.73,87.73,146,87.73,0.40156429953575135,39762,39762,0.0,235257,40813184.0,14414264.000000002,35.31766597773896,2.831444186120082,28828528.000000004,41792700416.0,3690051584.0000005,8.82941649443474,False,oto_layerwise,92.99552286068598,150,0.6,10,16,0.5982142857142857,7.999999956651167,1.0,0.005914781073277647,vanilla_batchmean_KL,True,2,3.0,0.1,0.9000000000000001,CE + KD_WEIGHT*T^2*batchmean_KL,False,cuda
