name,method,model,dataset,init_acc_quantized_student,best_epoch_target,best_acc_target,best_epoch_any,best_acc_any,reported_best_acc,reported_best_epoch,test_acc_subnet,test_loss_subnet,dense_params,nonzero_params,param_sparsity_literal,model_size_bytes,macs_baseline_dense,macs_compressed,macs_relative_percent,macs_compression_ratio,flops_compressed,bops_baseline_full_precision,bops,bops_relative_percent,bops_fallback_used,bops_a_bits,bops_w_bits,latency_ms_bs1_device,fps_bs1_device,train_minutes,epochs,target_group_sparsity,report_stabilize_epochs,sparsity_first_hit_epoch,final_group_sparsity,final_avg_bitwidth_est,final_bit_pressure_est,final_quant_error_est,loss_formula,seed,device
GETA_ONLY_ResNet20_TinyImageNet200_S123,GETA-only,ResNet20,TinyImageNet-200,0.47,100,33.16,1,35.04,33.16,100,33.16,2.8328844497680663,52908,52908,0.0,288697,163262976.0,40162816.0,24.600075892283133,4.065028109582754,80325632.0,167181287424.0,10442522624.000002,6.246226946150977,False,oto_layerwise,oto_layerwise,13.451768159866333,74.33966955983702,196.3274846037229,100,0.6,10,16,0.5982142857142857,8.318181774832986,0.9602272781458767,0.006356244425247,CE only,123,cuda
