epoch,lr,kd_ready,train_total,train_ce,train_kl,train_kd_term,test_acc,test_loss,group_sparsity,avg_bitwidth,bit_pressure,quant_error,kd_weight,kd_temperature,effective_kd_coeff
1,0.05,0,0.210057486371994,0.210057486371994,0.0,0.0,86.15,0.4543912721157074,0.0,12.500913077387317,0.4373858653265854,0.0005226191771161493,0.0,3.0,0.0
2,0.04999451708687114,0,0.24235238850593566,0.24235238850593566,0.0,0.0,81.25,0.6053459076881409,0.0,12.087120138365647,0.4891099827042942,0.0006496919885303842,0.0,3.0,0.0
3,0.04997807075247146,0,0.2463110141468048,0.2463110141468048,0.0,0.0,87.49,0.3880377049922943,0.0,11.512681845960946,0.5609147692548817,0.0009427958833024102,0.0,3.0,0.0
4,0.04995066821070679,0,0.25369684455871583,0.25369684455871583,0.0,0.0,84.31,0.48872528276443483,0.0,11.522995110215811,0.5596256112230236,0.0009701740107567307,0.0,3.0,0.0
5,0.049912321481237615,0,0.2567704143333435,0.2567704143333435,0.0,0.0,79.94,0.6846624942779541,0.0,11.439114537732355,0.5701106827834557,0.00111180282546825,0.0,3.0,0.0
6,0.049863047384206834,0,0.2585445266342163,0.2585445266342163,0.0,0.0,87.31,0.3916562162160873,0.0,11.205352717432483,0.5993309103209397,0.0013180830601727236,0.0,3.0,0.0
7,0.04980286753286195,0,0.2588199023246765,0.2588199023246765,0.0,0.0,84.57,0.47469376616477965,0.0,11.117905731858878,0.6102617835176403,0.0013410274817127583,0.0,3.0,0.0
8,0.049731808324074714,0,0.25654908294677736,0.25654908294677736,0.0,0.0,84.8,0.4801236141681671,0.0,11.254281389302221,0.5932148263372223,0.0012851773419305542,0.0,3.0,0.0
9,0.04964990092676263,0,0.2565240086746216,0.2565240086746216,0.0,0.0,87.45,0.3927340941667557,0.0,11.049863322027798,0.6187670847465252,0.0015497034867872446,0.0,3.0,0.0
10,0.049557181268217225,0,0.26120075159072875,0.26120075159072875,0.0,0.0,87.17,0.41052276630401613,0.0,10.689478364484064,0.663815204439492,0.001673666320945405,0.0,3.0,0.0
11,0.049453690018345146,0,0.26456510936260225,0.26456510936260225,0.0,0.0,85.48,0.459090442943573,0.0,8.053822944904196,0.9932721318869755,0.007280971722452548,0.0,3.0,0.0
12,0.04933947257182901,0,0.2621777932262421,0.2621777932262421,0.0,0.0,85.56,0.44915848531723024,0.0,8.190038516603668,0.9762451854245415,0.006741779818247747,0.0,3.0,0.0
13,0.04921457902821578,0,0.25868188906669615,0.25868188906669615,0.0,0.0,81.1,0.6003163511753082,0.0,8.24826321108588,0.9689670986142651,0.006539983750152369,0.0,3.0,0.0
14,0.049079064169941455,0,0.25811516160964965,0.25811516160964965,0.0,0.0,82.21,0.588648207950592,0.0,8.344774871036924,0.9569031411203845,0.006306194642093033,0.0,3.0,0.0
15,0.048932987438301684,0,0.25750670163154604,0.25750670163154604,0.0,0.0,87.38,0.3990701298713684,0.0,8.379233475389151,0.9525958155763561,0.006165471106591025,0.0,3.0,0.0
16,0.048776412907378844,0,0.36952031046867373,0.36952031046867373,0.0,0.0,75.46,0.7911691188812255,0.6,8.26320090787164,0.967099886516045,0.006078624630704169,0.0,3.0,0.0
17,0.048609409255937035,0,0.4858064967727661,0.4858064967727661,0.0,0.0,78.4,0.6298638323783875,0.6,8.189655131307141,0.9762931085866073,0.006131296343639782,0.0,3.0,0.0
18,0.04843204973729729,1,0.6316209320259094,0.43267496969223024,0.3684184315395355,0.1989459609222412,75.25,0.8696592323303223,0.6,8.18965511486448,0.9762931106419399,0.006125571683916296,0.06,3.0,0.54
19,0.04824441214720629,1,0.605628217754364,0.4219835495567322,0.34008270438194277,0.1836446680831909,80.02,0.6314061980247497,0.6,8.189655155971133,0.9762931055036084,0.006141712457535724,0.06,3.0,0.54
20,0.04804657878971252,1,0.5844906322479249,0.4076695098114014,0.32744651079177856,0.17682112301826478,81.35,0.5799851345062256,0.6,8.189655155971133,0.9762931055036084,0.006198235053834024,0.06,3.0,0.54
21,0.04783863644106502,1,0.5559296550369263,0.38770370435714724,0.31152952356338504,0.16822594923973083,79.69,0.6558633868694306,0.6,8.189655139528472,0.9762931075589409,0.006248359549349046,0.06,3.0,0.54
22,0.04762067631165049,1,0.5469144876289368,0.38187580215454103,0.3056271838092804,0.16503868560791016,83.09,0.5382918462276459,0.6,8.189655147749802,0.9762931065312748,0.006343759047389352,0.06,3.0,0.54
23,0.047392794005985325,1,0.5419611003112793,0.37979760770797727,0.3003027520656586,0.16216349227428437,84.43,0.46645982389450075,0.6,8.189655106643151,0.9762931116696061,0.006431015901837562,0.06,3.0,0.54
24,0.04715508948078037,1,0.530951014099121,0.370855736951828,0.2964727240371704,0.16009527695178985,82.99,0.5294848599433899,0.6,8.18965511486448,0.9762931106419399,0.006553411307134505,0.06,3.0,0.54
25,0.04690766700109659,1,0.5208141900253296,0.36441077679634093,0.2896359413051605,0.1564034144115448,82.64,0.5455458812236786,0.6,8.18965511486448,0.9762931106419399,0.006669788386528219,0.06,3.0,0.54
26,0.04665063509461097,1,0.5133666982460022,0.3582341046905518,0.28728257081985475,0.15513259481430053,84.81,0.47099672675132753,0.6,8.189655123085812,0.9762931096142735,0.006775108393851732,0.06,3.0,0.54
27,0.04638410650401267,1,0.5022863352012634,0.35053712414741517,0.28101704750061035,0.151749211435318,82.77,0.5627342011451721,0.6,8.189655131307141,0.9762931085866073,0.006897010584562567,0.06,3.0,0.54
28,0.04610819813755038,1,0.5052467796134948,0.3534846191883087,0.28104103037834166,0.1517621621990204,82.25,0.5777414372444153,0.6,8.189655106643151,0.9762931116696061,0.007009038245024416,0.06,3.0,0.54
29,0.04582303101775249,1,0.4978290771102905,0.34783374804496764,0.2777691157531738,0.14999532864093781,78.23,0.7433597722053528,0.6,8.189655147749802,0.9762931065312748,0.007133510367190144,0.06,3.0,0.54
30,0.045528730228342605,1,0.4958611191749573,0.3470277210712433,0.27561739281654357,0.14883339799404144,83.76,0.525322228717804,0.6,8.189655139528472,0.9762931075589409,0.007285308409963959,0.06,3.0,0.54
31,0.04522542485937369,1,0.488241117515564,0.3413784246444702,0.27196793963432314,0.14686269344329833,82.3,0.6110781747817993,0.6,8.18965511486448,0.9762931106419399,0.007419186230781007,0.06,3.0,0.54
